# Saved on 2025-07-25T14:11:40.940683
# Name: Shreenidhi
# Sample_ID: GWC331_WGFMU_noise
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# wgfmu_readout:
#   num_read: 10
#   v_rd: 0.1
#   read_waveform: ReRAM_RTN_Evan
Time (s),Noise Readout 1uA,Noise Readout 10uA,Noise Readout 100uA,Noise Readout 1mA
2.6801440000e+00,1.7248694348e-05,1.4296204427e-05,2.1927244234e-05,1.6115585822e-05
2.6901440000e+00,-3.6481474126e-06,8.0530317064e-06,1.1439404261e-05,2.8828972063e-05
2.7001440000e+00,6.7785449573e-06,1.6135643818e-05,1.2978816812e-05,-5.0531471061e-06
2.7101440000e+00,1.8369268219e-05,2.5341474611e-05,1.0515785107e-05,1.4208731045e-05
2.7201440000e+00,1.6085918105e-05,-1.0243440556e-05,3.3829277527e-05,8.1204470916e-06
2.7301440000e+00,1.7312628188e-05,1.5527928554e-05,2.2247606466e-05,1.7173757442e-05
2.7401440000e+00,-2.7019630124e-06,9.1015926955e-06,1.2902347407e-05,2.8340766221e-05
2.7501440000e+00,6.5009435275e-06,1.6900892660e-05,1.2466794033e-05,-5.5907989918e-06
2.7601440000e+00,1.9647375666e-05,2.5917570383e-05,1.1811721379e-05,1.3491954633e-05
2.7701440000e+00,1.5970726963e-05,-1.1676715985e-05,3.4290042095e-05,8.1971948021e-06
2.7801440000e+00,1.6711042917e-05,1.4265282516e-05,2.2008727683e-05,1.6645855794e-05
2.7901440000e+00,-2.4224118533e-06,9.5861760201e-06,1.2052829334e-05,2.7536516427e-05
2.8001440000e+00,6.6972006607e-06,1.6195956050e-05,1.2139048522e-05,-5.3211374507e-06
2.8101440000e+00,1.8955670384e-05,2.6596739190e-05,1.1678701412e-05,1.2972688637e-05
2.8201440000e+00,1.6077143300e-05,-1.1593142517e-05,3.3433698263e-05,7.2161883509e-06
2.8301440000e+00,1.6668001990e-05,1.4449281480e-05,2.2896689188e-05,1.6778458303e-05
2.8401440000e+00,-1.8445052774e-06,1.0090259821e-05,1.2459133359e-05,2.7224232326e-05
2.8501440000e+00,8.3518043539e-06,1.6365747797e-05,1.2345195501e-05,-6.5492408794e-06
2.8601440000e+00,1.9228258680e-05,2.7572592444e-05,1.1906855434e-05,1.5547151634e-05
2.8701440000e+00,1.5552861441e-05,-1.1007018657e-05,3.2624571759e-05,6.7990199568e-06
2.8801440000e+00,1.5565257854e-05,1.3752563063e-05,2.2740687200e-05,1.6876796508e-05
2.8901440000e+00,-2.0921595478e-06,1.0870551705e-05,1.2739519661e-05,2.6601197533e-05
2.9001440000e+00,7.0848395808e-06,1.6607551515e-05,1.3003888853e-05,-6.2212170633e-06
2.9101440000e+00,1.8806355001e-05,2.8932045097e-05,1.2625721865e-05,1.5453269953e-05
2.9201440000e+00,1.5899131540e-05,-1.0790703527e-05,3.3174204873e-05,6.6771431193e-06
2.9301440000e+00,1.6349868019e-05,1.3177998881e-05,2.2811445888e-05,1.7085867512e-05
2.9401440000e+00,-1.6166299019e-06,1.1794867532e-05,1.2077343854e-05,2.5902945708e-05
2.9501440000e+00,7.9822730186e-06,1.6562144083e-05,1.3031746676e-05,-7.7298473116e-06
2.9601440000e+00,1.9307652110e-05,2.9712336982e-05,1.2833121218e-05,1.4635231310e-05
2.9701440000e+00,1.4939854736e-05,-1.0876923625e-05,3.2117008232e-05,5.5512768995e-06
2.9801440000e+00,1.4830235159e-05,1.4123625988e-05,2.3108128516e-05,1.5837149476e-05
2.9901440000e+00,-1.5602182657e-06,1.2880757822e-05,1.3042332284e-05,2.6011730370e-05
