# Saved on 2025-07-25T14:10:05.901060
# Name: Shreenidhi
# Sample_ID: GWC331_WGFMU_noise
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# wgfmu_readout:
#   num_read: 10
#   v_rd: 0.1
#   read_waveform: ReRAM_RTN_Evan
Time (s),Noise Readout 1uA,Noise Readout 10uA,Noise Readout 100uA,Noise Readout 1mA
7.8514400000e-01,1.7616646346e-06,1.3331633454e-05,-1.3418625144e-07,2.1193566226e-06
7.8614400000e-01,-8.4517778305e-06,1.1668672414e-05,-1.0126438610e-05,1.5905956388e-05
7.8714400000e-01,1.6794894691e-05,1.4572134205e-05,2.1778763767e-05,1.7312488126e-05
7.8814400000e-01,1.4508061213e-05,1.5865702153e-05,1.4234638911e-05,4.5938104449e-06
7.8914400000e-01,1.9629547751e-05,8.2783999460e-06,1.9341359803e-05,1.4802099031e-05
7.9014400000e-01,9.3428398031e-06,3.2711302538e-06,1.3034532458e-05,1.4408888092e-05
7.9114400000e-01,1.6502250219e-05,-9.3143889899e-06,1.5454384993e-05,3.2725834899e-05
7.9214400000e-01,1.3941297766e-05,1.2001850337e-05,1.6642652554e-05,3.3219195757e-05
7.9314400000e-01,2.6112156775e-05,1.7203843527e-05,2.5622837711e-05,3.8220474380e-05
7.9414400000e-01,3.5044147808e-05,2.0077079171e-05,3.7187932321e-05,2.0744131689e-05
7.9514400000e-01,3.3608088415e-05,7.9955052570e-06,2.7121717721e-05,8.1198895714e-06
7.9614400000e-01,1.7951404516e-05,1.7168464183e-05,1.4153155462e-05,1.3775545085e-05
7.9714400000e-01,1.0797564755e-05,1.5733379769e-05,1.1268219168e-05,1.7131134882e-05
7.9814400000e-01,2.0905983547e-05,2.9742979677e-05,2.5027937227e-05,1.6624822820e-05
7.9914400000e-01,1.5080117919e-05,3.6313758756e-05,1.4155802091e-05,1.7521930431e-06
8.0014400000e-01,1.7223623217e-05,3.7069396058e-05,1.6316300389e-05,3.2811107076e-07
8.0114400000e-01,-3.6910482777e-06,2.0899018637e-05,-3.0035218970e-06,-9.1145102488e-06
8.0214400000e-01,5.1796081380e-07,1.1639979675e-05,-3.7193235585e-06,2.1997862859e-05
8.0314400000e-01,-1.2131074072e-05,1.9126160623e-05,-8.9607365226e-06,1.4371698853e-05
8.0414400000e-01,1.7812115402e-05,1.6104861061e-05,9.2417158157e-06,2.0337687602e-05
8.0514400000e-01,1.5741179595e-05,1.6186901121e-05,1.9756160327e-05,1.3976816263e-05
8.0614400000e-01,1.8761364117e-05,-2.5583569823e-06,1.5764997443e-05,1.4479646779e-05
8.0714400000e-01,1.4725490473e-05,-3.7014035570e-07,1.3338737517e-05,1.7543428839e-05
8.0814400000e-01,1.3330658476e-05,-1.1644958249e-05,1.2812089153e-05,2.5475888833e-05
8.0914400000e-01,2.3515825887e-05,2.0471543394e-05,2.7850333936e-05,3.7192945456e-05
8.1014400000e-01,2.7540278097e-05,1.4987352188e-05,2.9084147172e-05,2.7145117201e-05
8.1114400000e-01,3.7958750909e-05,1.9592915123e-05,3.9430051402e-05,1.4405684851e-05
8.1214400000e-01,1.2705394511e-05,1.5919746147e-05,6.5725375862e-06,1.2042800336e-05
8.1314400000e-01,1.4391059267e-05,1.1605714462e-05,1.5900943254e-05,2.4855080483e-05
8.1414400000e-01,7.7415834312e-06,2.1740041120e-05,9.8699056252e-06,1.5235424144e-05
8.1514400000e-01,1.9601271561e-05,2.7498073905e-05,1.6508238332e-05,1.5772659026e-05
8.1614400000e-01,1.3578731341e-05,3.8937669160e-05,1.5492132661e-05,-4.8390611482e-06
8.1714400000e-01,1.5292114767e-05,1.8042359443e-05,1.3346259038e-05,-4.1495845835e-06
8.1814400000e-01,3.2342188661e-06,1.4670332348e-05,4.8488468565e-06,-9.9740573205e-06
8.1914400000e-01,-6.0184138420e-06,8.4466591943e-06,-8.0261124822e-06,8.2205951912e-06
8.2014400000e-01,-3.9076412577e-06,2.2342601369e-05,3.0258438528e-06,1.9882632841e-05
8.2114400000e-01,1.2004914424e-05,1.3384005797e-05,1.5071760572e-05,1.5616238670e-05
8.2214400000e-01,1.9836668798e-05,1.4721590560e-05,1.8355756765e-05,1.2518191397e-05
8.2314400000e-01,8.5018173195e-06,-2.2444496039e-07,5.2171249081e-06,1.3503376067e-05
8.2414400000e-01,1.4681753782e-05,-6.4502069108e-06,1.4876060959e-05,2.7868858524e-05
8.2514400000e-01,1.2614300431e-05,-6.1436335272e-06,1.3765237782e-05,2.9295726563e-05
8.2614400000e-01,3.3137988794e-05,9.3733433459e-06,3.2401851058e-05,3.9338956412e-05
8.2714400000e-01,2.7952291930e-05,2.0174164092e-05,3.2175648812e-05,8.0779636846e-06
8.2814400000e-01,4.0876559069e-05,1.0872084204e-05,3.8941150706e-05,1.5406887542e-05
8.2914400000e-01,1.1291619558e-05,1.4640663721e-05,1.9336624973e-05,9.5969007816e-06
8.3014400000e-01,1.3473707440e-05,1.3892547031e-05,9.9757644421e-06,1.6787651475e-05
8.3114400000e-01,1.0877794921e-05,3.3064028685e-05,1.3828474948e-05,1.6436226360e-05
8.3214400000e-01,1.4427413589e-05,2.9539758543e-05,1.6961204892e-05,1.3618288904e-05
8.3314400000e-01,1.6672738639e-05,4.1008883272e-05,1.6367697754e-05,4.9119444157e-06
8.3414400000e-01,6.5871627157e-06,9.0786097644e-06,2.2788415208e-06,-8.7147536760e-06
8.3514400000e-01,1.7390999574e-06,1.5719449948e-05,-8.9873884690e-07,2.0011009383e-06
8.3614400000e-01,-8.6644704425e-06,1.0505059436e-05,-9.6343337646e-06,1.6694746591e-05
8.3714400000e-01,1.6401127141e-05,1.4751258277e-05,2.2618531148e-05,1.7969929104e-05
8.3814400000e-01,1.5016044927e-05,1.5982008335e-05,1.2699265426e-05,4.8806045925e-06
8.3914400000e-01,2.0336990929e-05,8.6578202172e-06,2.0453575416e-05,1.4448167349e-05
8.4014400000e-01,8.3260356405e-06,2.1278531221e-06,1.3476075765e-05,1.4655289306e-05
8.4114400000e-01,1.5845924281e-05,-8.7435864771e-06,1.4365430616e-05,3.4168024285e-05
8.4214400000e-01,1.3859257706e-05,1.2297698049e-05,1.7211923478e-05,3.4031661926e-05
8.4314400000e-01,2.6095163776e-05,1.6236348529e-05,2.4371054678e-05,3.9577975258e-05
8.4414400000e-01,3.5273555113e-05,2.0756109734e-05,3.6896402889e-05,2.0672398023e-05
8.4514400000e-01,3.4012024116e-05,7.8124803622e-06,2.7910227800e-05,1.0600332644e-05
8.4614400000e-01,1.7583821318e-05,1.7611679141e-05,1.4667964024e-05,1.3734594177e-05
8.4714400000e-01,1.1041180187e-05,1.5819738110e-05,1.0473301700e-05,1.7069152818e-05
8.4814400000e-01,2.0982592105e-05,2.8642047255e-05,2.4551711249e-05,1.6976526240e-05
8.4914400000e-01,1.4794019989e-05,3.6323090171e-05,1.4585227291e-05,1.6875633264e-06
8.5014400000e-01,1.6703103029e-05,3.6079756683e-05,1.6930560378e-05,-1.3019780454e-06
8.5114400000e-01,-3.6031574382e-06,2.0750956537e-05,-3.1054808005e-06,-9.2419586508e-06
8.5214400000e-01,6.6560625100e-07,1.1433415239e-05,-2.2278263714e-06,2.1617328457e-05
8.5314400000e-01,-1.1900273421e-05,1.8379296307e-05,-1.0069330528e-05,1.4298710994e-05
8.5414400000e-01,1.6895459339e-05,1.6340674847e-05,9.9667113318e-06,2.0040029995e-05
8.5514400000e-01,1.5696467017e-05,1.6784726540e-05,1.9273526050e-05,1.4057882254e-05
8.5614400000e-01,1.9620214516e-05,-2.2705876290e-06,1.5952200556e-05,1.5128729501e-05
8.5714400000e-01,1.5096554307e-05,9.9251553820e-07,1.3588759430e-05,1.6741963918e-05
8.5814400000e-01,1.3632078662e-05,-1.1641197489e-05,1.2950124074e-05,2.6553143471e-05
8.5914400000e-01,2.4042474251e-05,2.0878822397e-05,2.7862311981e-05,3.8208076148e-05
8.6014400000e-01,2.8161224691e-05,1.5041952793e-05,2.9857614209e-05,2.8930791814e-05
8.6114400000e-01,3.8693775423e-05,1.9403343686e-05,3.9091861254e-05,1.3934333765e-05
8.6214400000e-01,1.3302522348e-05,1.5943285689e-05,7.4610566116e-06,1.3172149011e-05
8.6314400000e-01,1.4303447642e-05,1.1397200069e-05,1.6083131413e-05,2.5058719984e-05
8.6414400000e-01,7.9605442806e-06,2.1906769689e-05,9.4351871667e-06,1.5302979591e-05
8.6514400000e-01,1.9715487724e-05,2.6676412745e-05,1.6547935957e-05,1.5633928342e-05
8.6614400000e-01,1.3894357835e-05,3.8265883632e-05,1.5882138541e-05,-4.1412272367e-06
8.6714400000e-01,1.5106025785e-05,1.8103784896e-05,1.3998963368e-05,-3.6684834868e-06
8.6814400000e-01,2.9361422094e-06,1.3813988517e-05,5.6968333411e-06,-9.6674839369e-06
8.6914400000e-01,-5.7133725022e-06,8.9515788204e-06,-8.0095378507e-06,9.1201172836e-06
8.7014400000e-01,-3.9523529267e-06,2.2949201593e-05,2.4529515485e-06,1.9702394638e-05
8.7114400000e-01,1.1211946912e-05,1.3736404981e-05,1.6283011064e-05,1.6670232071e-05
8.7214400000e-01,1.9170871383e-05,1.4099947293e-05,1.9276731109e-05,1.3322022824e-05
8.7314400000e-01,9.3326716524e-06,1.4413018334e-06,5.1279803301e-06,1.2542984223e-05
8.7414400000e-01,1.4969662516e-05,-5.8203459048e-06,1.5025795619e-05,2.8343969461e-05
8.7514400000e-01,1.3101390323e-05,-6.0646575548e-06,1.3822903384e-05,3.0517840059e-05
8.7614400000e-01,3.3065280149e-05,9.9435892480e-06,3.1918800232e-05,3.8738067815e-05
8.7714400000e-01,2.9078297302e-05,2.0672257961e-05,3.1962954381e-05,7.9590117821e-06
8.7814400000e-01,4.1753519326e-05,1.1049397472e-05,3.8459074858e-05,1.5640613128e-05
8.7914400000e-01,1.1778988664e-05,1.4273779016e-05,2.0430732548e-05,8.7328962763e-06
8.8014400000e-01,1.4443153304e-05,1.3478025721e-05,9.9987473732e-06,1.5759844246e-05
8.8114400000e-01,1.1286327208e-05,3.2884901884e-05,1.4465300410e-05,1.4424766960e-05
8.8214400000e-01,1.4848481442e-05,2.9646174880e-05,1.6814394257e-05,1.3894636140e-05
8.8314400000e-01,1.4837895833e-05,4.1926097765e-05,1.6528296328e-05,4.0365184759e-06
8.8414400000e-01,6.7492942435e-06,8.4919283836e-06,2.6751163205e-06,-8.3413224274e-06
8.8514400000e-01,1.9098672510e-06,1.5131654436e-05,-2.9297473247e-07,1.2103621430e-06
8.8614400000e-01,-8.3778159023e-06,1.1167514458e-05,-9.6843377833e-06,1.5440735297e-05
8.8714400000e-01,1.6917745597e-05,1.4335205378e-05,2.2082551368e-05,1.6959671484e-05
8.8814400000e-01,1.5646741303e-05,1.7564461814e-05,1.3729301827e-05,4.2313827180e-06
8.8914400000e-01,2.1022706278e-05,8.6562886281e-06,1.9382032406e-05,1.4330329577e-05
8.9014400000e-01,9.5631930890e-06,2.2091974188e-06,1.2912655620e-05,1.4951833691e-05
8.9114400000e-01,1.6849076928e-05,-8.4840921772e-06,1.4838313291e-05,3.4457465517e-05
8.9214400000e-01,1.4446078239e-05,1.2855964997e-05,1.7075977667e-05,3.4273885831e-05
8.9314400000e-01,2.6759986213e-05,1.6785701519e-05,2.4414930522e-05,3.9907532482e-05
8.9414400000e-01,3.6084071326e-05,1.9479115508e-05,3.6302197259e-05,2.1023821319e-05
8.9514400000e-01,3.3951433579e-05,7.8889497672e-06,2.7955078622e-05,9.8673981483e-06
8.9614400000e-01,1.8312995962e-05,1.6624684577e-05,1.4604727767e-05,1.3018792743e-05
8.9714400000e-01,1.2337673979e-05,1.5922811144e-05,1.0954960089e-05,1.6963571397e-05
8.9814400000e-01,2.0306766601e-05,2.8685364668e-05,2.4757022402e-05,1.6670092009e-05
8.9914400000e-01,1.4580212337e-05,3.4684922866e-05,1.4516279407e-05,2.1091884719e-06
9.0014400000e-01,1.6480798877e-05,3.6146197090e-05,1.5882278603e-05,-7.5805780853e-07
9.0114400000e-01,-4.3881855163e-06,2.0529765607e-05,-3.0418261758e-06,-9.8138762041e-06
9.0214400000e-01,8.5559526042e-07,9.7168276625e-06,-2.1480141186e-06,2.1232057406e-05
9.0314400000e-01,-1.1624482795e-05,1.8603690478e-05,-9.5938012237e-06,1.5157562302e-05
9.0414400000e-01,1.7670041416e-05,1.5558433006e-05,9.4527376859e-06,2.0050892999e-05
9.0514400000e-01,1.5624595108e-05,1.6597383365e-05,1.9555027393e-05,1.3443482203e-05
9.0614400000e-01,1.8714703401e-05,-2.9306743272e-06,1.6542642697e-05,1.4629103134e-05
9.0714400000e-01,1.4910186110e-05,4.1001251816e-07,1.3276615391e-05,1.7214289983e-05
9.0814400000e-01,1.3174934793e-05,-1.1394796275e-05,1.2634357518e-05,2.5698749596e-05
9.0914400000e-01,2.3817245165e-05,2.0460818632e-05,2.7230082196e-05,3.7265097490e-05
9.1014400000e-01,2.7841835617e-05,1.5339612219e-05,2.9359658583e-05,2.9497694413e-05
9.1114400000e-01,3.7646466808e-05,1.9078941477e-05,3.8987393054e-05,1.3885722183e-05
9.1214400000e-01,1.2631571735e-05,1.5464971511e-05,6.9316224653e-06,1.3391109860e-05
9.1314400000e-01,1.4064011339e-05,1.1494284081e-05,1.5142380107e-05,2.5397330319e-05
9.1414400000e-01,7.3657834037e-06,2.1799934984e-05,9.5696004792e-06,1.5023288142e-05
9.1514400000e-01,1.9680108380e-05,2.6463580070e-05,1.6462552594e-05,1.5681564037e-05
9.1614400000e-01,1.3540287910e-05,3.8014328311e-05,1.6004154531e-05,-3.9111232581e-06
9.1714400000e-01,1.5694378817e-05,1.7302319975e-05,1.3783624127e-05,-3.5606744859e-06
9.1814400000e-01,3.3214132600e-06,1.4179063328e-05,6.1016044128e-06,-9.8603986771e-06
9.1914400000e-01,-6.1118762460e-06,8.3385721155e-06,-7.1336939982e-06,1.0177732293e-05
9.2014400000e-01,-4.4746834647e-06,2.2934296794e-05,1.9666968001e-06,2.0221661543e-05
9.2114400000e-01,1.1047726730e-05,1.3330380170e-05,1.6072684957e-05,1.7320149709e-05
9.2214400000e-01,2.0050892999e-05,1.5306879504e-05,1.9062365027e-05,1.3604220840e-05
9.2314400000e-01,8.3398253992e-06,1.1106318425e-06,5.1757560868e-06,1.3033835785e-05
9.2414400000e-01,1.4668103177e-05,-6.1500409174e-06,1.5669027562e-05,2.7545849662e-05
9.2514400000e-01,1.3048739675e-05,-5.6169851632e-06,1.5122600416e-05,3.0288851121e-05
9.2614400000e-01,3.2864845707e-05,1.0185672181e-05,3.3960903238e-05,3.8842536014e-05
9.2714400000e-01,2.9161174098e-05,2.0887458959e-05,3.2474421459e-05,8.5711835709e-06
9.2814400000e-01,4.1577317461e-05,1.0687666872e-05,3.9412225306e-05,1.5451319996e-05
9.2914400000e-01,1.1783446098e-05,1.4694429410e-05,1.9793489628e-05,9.7260208349e-06
9.3014400000e-01,1.4121258573e-05,1.3239703549e-05,1.0175643183e-05,1.6660063920e-05
9.3114400000e-01,1.0253087567e-05,3.2032457966e-05,1.4319743968e-05,1.5937435819e-05
9.3214400000e-01,1.4927597476e-05,2.8354555980e-05,1.6962736481e-05,1.3953973394e-05
9.3314400000e-01,1.4318908143e-05,4.0248090954e-05,1.6129375581e-05,4.7383914534e-06
9.3414400000e-01,6.2486928982e-06,8.2458063844e-06,2.5067167826e-06,-7.9369683590e-06
9.3514400000e-01,2.0199047412e-06,1.5689363863e-05,-2.7491537935e-08,1.5135442766e-07
9.3614400000e-01,-8.5939909695e-06,1.0589468729e-05,-9.5879504443e-06,1.6207934095e-05
9.3714400000e-01,1.6842392142e-05,1.4068467863e-05,2.2393023755e-05,1.8932409148e-05
9.3814400000e-01,1.6028390746e-05,1.8029963030e-05,1.4909907804e-05,5.7085335357e-06
9.3914400000e-01,2.0843583115e-05,8.6284308054e-06,1.9395403797e-05,1.4516557712e-05
9.4014400000e-01,9.4055194495e-06,3.2137434118e-06,1.3544048670e-05,1.5065910702e-05
9.4114400000e-01,1.6014462744e-05,-8.4821422206e-06,1.5748701117e-05,3.3498468838e-05
9.4214400000e-01,1.4224749066e-05,1.2307587895e-05,1.7849444703e-05,3.3462671126e-05
9.4314400000e-01,2.5982200896e-05,1.6559219148e-05,2.4736686100e-05,4.1282026359e-05
9.4414400000e-01,3.4675311326e-05,1.9703787984e-05,3.7472775148e-05,2.0699000743e-05
9.4514400000e-01,3.4128606785e-05,6.8123918027e-06,2.8674221539e-05,1.3540008695e-05
9.4614400000e-01,1.7657504941e-05,1.6362544557e-05,1.4996126993e-05,1.3886558008e-05
9.4714400000e-01,1.1662544239e-05,1.5661924408e-05,1.2184735169e-05,1.6998950741e-05
9.4814400000e-01,2.0808760382e-05,2.9708993679e-05,2.4956621928e-05,1.6847267034e-05
9.4914400000e-01,1.5113408153e-05,3.5564666177e-05,1.4037406800e-05,2.7127239264e-06
9.5014400000e-01,1.7410966393e-05,3.5597677197e-05,1.6061820133e-05,-1.3777507775e-06
9.5114400000e-01,-4.0174004425e-06,2.0397443222e-05,-3.9473384277e-06,-9.4082688520e-06
9.5214400000e-01,1.1051996580e-06,1.0950781871e-05,-2.6245188565e-06,2.0760706320e-05
9.5314400000e-01,-1.1962953067e-05,1.8449776690e-05,-1.0081448636e-05,1.4324340555e-05
9.5414400000e-01,1.7751803171e-05,1.5349918613e-05,9.4442411864e-06,2.0502884581e-05
9.5514400000e-01,1.6311285435e-05,1.5597852325e-05,2.0782992578e-05,1.2794538634e-05
9.5614400000e-01,1.9443457859e-05,-2.2431479465e-06,1.6374244296e-05,1.6233423594e-05
9.5714400000e-01,1.5120789612e-05,9.7231873042e-07,1.3713979570e-05,1.7215405023e-05
9.5814400000e-01,1.2783953025e-05,-1.1471823200e-05,1.3751169718e-05,2.5255953005e-05
9.5914400000e-01,2.3472368412e-05,2.1590167307e-05,2.8128908525e-05,3.7717923988e-05
9.6014400000e-01,2.8089769330e-05,1.4880935851e-05,3.0675375456e-05,3.0217535823e-05
9.6114400000e-01,3.7796482502e-05,1.8713169993e-05,4.0631271986e-05,1.4897928850e-05
9.6214400000e-01,1.2233346752e-05,1.5194752450e-05,8.2705992099e-06,1.2175682059e-05
9.6314400000e-01,1.3240678527e-05,1.1293709576e-05,1.6065163436e-05,2.3811255232e-05
9.6414400000e-01,6.7608552854e-06,2.1692683731e-05,9.2549489636e-06,1.4923975868e-05
9.6514400000e-01,1.9848786906e-05,2.7392910852e-05,1.6532892914e-05,1.5545618226e-05
9.6614400000e-01,1.3967902305e-05,3.7659141526e-05,1.4582858967e-05,-4.2285610107e-06
9.6714400000e-01,1.5784915377e-05,1.7565853341e-05,1.3316312106e-05,-3.2265222671e-06
9.6814400000e-01,3.5829962144e-06,1.4534386537e-05,4.2104893510e-06,-1.0034647858e-05
9.6914400000e-01,-6.3939346546e-06,8.0962108768e-06,-8.5577758000e-06,9.6137546279e-06
9.7014400000e-01,-4.0034715312e-06,2.2771469958e-05,1.6067762090e-06,1.8574579371e-05
9.7114400000e-01,1.2446596884e-05,1.3863157619e-05,1.5468034690e-05,1.7306638256e-05
9.7214400000e-01,2.0598155970e-05,1.4472682778e-05,1.8270095097e-05,1.3101529476e-05
9.7314400000e-01,8.8157730715e-06,1.6478661564e-06,5.8209388953e-06,1.2811114175e-05
9.7414400000e-01,1.4729390386e-05,-5.5309051277e-06,1.6046917153e-05,2.6823639928e-05
9.7514400000e-01,1.2651908037e-05,-5.2290679378e-06,1.4695543541e-05,2.9872935556e-05
9.7614400000e-01,3.3044525480e-05,1.0679030311e-05,3.3490388887e-05,3.8936832425e-05
9.7714400000e-01,2.8526437745e-05,2.1536261556e-05,3.2746727811e-05,8.7816479208e-06
9.7814400000e-01,4.1227984184e-05,1.1777177860e-05,3.9545662730e-05,1.6245820007e-05
9.7914400000e-01,1.1632178939e-05,1.4446635760e-05,1.9487333702e-05,9.2245836640e-06
9.8014400000e-01,1.2902626622e-05,1.3491815480e-05,9.8906593848e-06,1.7543847207e-05
9.8114400000e-01,1.0577210560e-05,3.1898463931e-05,1.3601017599e-05,1.5884088498e-05
9.8214400000e-01,1.4679803826e-05,2.8376285627e-05,1.6558522475e-05,1.4319186448e-05
9.8314400000e-01,1.4819509488e-05,4.1001221689e-05,1.6252784917e-05,4.0239824557e-06
9.8414400000e-01,6.9619873102e-06,8.7122816694e-06,2.8216472856e-06,-8.4499670265e-06
9.8514400000e-01,2.2821843686e-06,1.4067214579e-05,-6.9314955908e-07,-3.6512599877e-07
9.8614400000e-01,-8.3123504737e-06,1.1244679627e-05,-9.5113427960e-06,1.5771125618e-05
9.8714400000e-01,1.7162336007e-05,1.4244388694e-05,2.2174481273e-05,1.8609540348e-05
9.8814400000e-01,1.5558154701e-05,1.8136657673e-05,1.3351273083e-05,5.3104477047e-06
9.8914400000e-01,2.1129959350e-05,8.5256360762e-06,2.0942756237e-05,1.4220292542e-05
9.9014400000e-01,9.3294675025e-06,3.6849553453e-06,1.3675536138e-05,1.4672978978e-05
9.9114400000e-01,1.6493057046e-05,-8.6322952484e-06,1.5693822206e-05,3.3135202102e-05
9.9214400000e-01,1.4719361388e-05,1.2353134480e-05,1.7031266907e-05,3.1804305763e-05
9.9314400000e-01,2.6381678254e-05,1.5429035557e-05,2.4144710551e-05,3.9335336623e-05
9.9414400000e-01,3.5179535189e-05,1.9552660888e-05,3.6538571294e-05,2.0002560632e-05
9.9514400000e-01,3.3620621252e-05,8.0509416875e-06,2.7982656320e-05,1.1292037925e-05
9.9614400000e-01,1.7357757315e-05,1.6731517462e-05,1.3580402083e-05,1.3143316210e-05
9.9714400000e-01,1.0312703125e-05,1.5820851331e-05,1.1317249118e-05,1.6791691451e-05
9.9814400000e-01,2.0643565222e-05,2.8059683245e-05,2.4592940463e-05,1.6947553377e-05
9.9914400000e-01,1.4568373444e-05,3.5993394704e-05,1.4634953004e-05,3.3201595215e-06
1.0001440000e+00,1.6676360246e-05,3.6106917833e-05,1.6172973119e-05,-1.1176086190e-07
1.0011440000e+00,-3.1949039112e-06,2.0726301955e-05,-3.4006322949e-06,-9.3727503554e-06
1.0021440000e+00,8.6840975655e-07,1.1202197129e-05,-2.4508265142e-06,2.0838568162e-05
1.0031440000e+00,-1.1475723113e-05,1.8439190171e-05,-9.3843118520e-06,1.4187002307e-05
1.0041440000e+00,1.7829248463e-05,1.6275071175e-05,1.0381789252e-05,1.9604196495e-05
1.0051440000e+00,1.6020312614e-05,1.7987478714e-05,1.9895865989e-05,1.2815849914e-05
1.0061440000e+00,1.9169339794e-05,-2.6493121368e-06,1.6601561583e-05,1.4757248209e-05
1.0071440000e+00,1.4839288269e-05,1.2595309045e-06,1.3444875549e-05,1.6211137336e-05
1.0081440000e+00,1.2947894902e-05,-1.1352313777e-05,1.3540287910e-05,2.5559460482e-05
1.0091440000e+00,2.3463175239e-05,2.1030646167e-05,2.7299169233e-05,3.7282228732e-05
1.0101440000e+00,2.7306552511e-05,1.4483824998e-05,3.0251800126e-05,3.1381845474e-05
1.0111440000e+00,3.7339337723e-05,1.8667344193e-05,3.8242204027e-05,1.4922025912e-05
1.0121440000e+00,1.2538387637e-05,1.4858510440e-05,6.9164402703e-06,1.1271004951e-05
1.0131440000e+00,1.4685653696e-05,1.3240678527e-05,1.6450296243e-05,2.4903971280e-05
1.0141440000e+00,8.2701817519e-06,2.1366888177e-05,9.0793064373e-06,1.5354096831e-05
1.0151440000e+00,1.9796136257e-05,2.7829579267e-05,1.6769961803e-05,1.5629331756e-05
1.0161440000e+00,1.4152877156e-05,3.8242898881e-05,1.5601055566e-05,-3.7226666336e-06
1.0171440000e+00,1.5949972294e-05,1.7769911210e-05,1.3642664271e-05,-2.3724073799e-06
1.0181440000e+00,3.3244775750e-06,1.4418917090e-05,5.2669897741e-06,-9.8509271993e-06
1.0191440000e+00,-5.8309319684e-06,9.0613384600e-06,-7.0512351158e-06,1.1017500583e-05
1.0201440000e+00,-4.3073982852e-06,2.2337448172e-05,1.7625003466e-06,1.7649286747e-05
1.0211440000e+00,1.1903372979e-05,1.3358934666e-05,1.6367835997e-05,1.6955771571e-05
1.0221440000e+00,2.1059340725e-05,1.5179987713e-05,1.9379664081e-05,1.3459639376e-05
1.0231440000e+00,8.6255058704e-06,7.9389059238e-07,5.3206158555e-06,1.2867943951e-05
1.0241440000e+00,1.4993759578e-05,-6.1723271756e-06,1.4227256543e-05,2.6688530852e-05
1.0251440000e+00,1.2844682715e-05,-5.8774539866e-06,1.4919657588e-05,2.9698128856e-05
1.0261440000e+00,3.3349289879e-05,1.0296824257e-05,3.3655862353e-05,3.9010796172e-05
1.0271440000e+00,2.8868529625e-05,2.0873250833e-05,3.1785224564e-05,9.2095406217e-06
1.0281440000e+00,4.1335373680e-05,1.2229168533e-05,3.9506241592e-05,1.5515950508e-05
1.0291440000e+00,1.1236740647e-05,1.4212074348e-05,1.9393453840e-05,8.5196461441e-06
1.0301440000e+00,1.2027339835e-05,1.3165463315e-05,9.9538965515e-06,1.6983629394e-05
1.0311440000e+00,1.0169374946e-05,3.2264095353e-05,1.3695594134e-05,1.5657746189e-05
1.0321440000e+00,1.4547619685e-05,2.8619064324e-05,1.6456702724e-05,1.4372533769e-05
1.0331440000e+00,1.4187838133e-05,4.0993978473e-05,1.7519052562e-05,5.3275803111e-06
1.0341440000e+00,6.5460731093e-06,9.7384181572e-06,3.2906305023e-06,-7.4321883403e-06
1.0351440000e+00,1.1202427004e-06,1.5020224055e-05,1.2454627267e-06,-2.9910341937e-07
1.0361440000e+00,-8.7518037617e-06,1.2002686162e-05,-9.4260976766e-06,1.5488789359e-05
1.0371440000e+00,1.6517153199e-05,1.4821459445e-05,2.2524372980e-05,1.8777243895e-05
1.0381440000e+00,1.5387526219e-05,1.5332507246e-05,1.3138022950e-05,6.3176403273e-06
1.0391440000e+00,2.0671839593e-05,9.6969097285e-06,2.0593421141e-05,1.4568373444e-05
1.0401440000e+00,9.8339696706e-06,3.5655853026e-06,1.3932801266e-05,1.4653478502e-05
1.0411440000e+00,1.6300979041e-05,-8.7888547569e-06,1.4965623450e-05,3.3776068449e-05
1.0421440000e+00,1.4875364286e-05,1.1319059922e-05,1.7624772227e-05,3.2958309021e-05
1.0431440000e+00,2.6377778340e-05,1.6908970792e-05,2.4630409825e-05,3.9382834075e-05
1.0441440000e+00,3.5598652175e-05,1.9562132366e-05,3.6788173020e-05,1.8643666408e-05
1.0451440000e+00,3.4423479519e-05,7.9390938481e-06,2.8778687920e-05,1.3183570445e-05
1.0461440000e+00,1.8226079192e-05,1.6493475414e-05,1.4629103134e-05,1.2140720173e-05
1.0471440000e+00,1.0791157365e-05,1.5322619220e-05,1.2503426660e-05,1.6243731807e-05
1.0481440000e+00,2.1130377718e-05,2.9369548429e-05,2.3628370400e-05,1.5326797438e-05
1.0491440000e+00,1.4871603526e-05,3.5288041545e-05,1.4505415493e-05,3.9274559640e-06
1.0501440000e+00,1.6891559426e-05,3.6940138671e-05,1.6038698959e-05,-4.9591756124e-07
1.0511440000e+00,-4.1413668441e-06,2.0646768462e-05,-3.8705907173e-06,-9.6752846730e-06
1.0521440000e+00,5.7116886865e-07,1.0781825040e-05,-2.4661483167e-06,2.0658468202e-05
1.0531440000e+00,-1.1620582882e-05,1.8550203094e-05,-9.7489682958e-06,1.2889672689e-05
1.0541440000e+00,1.7844848117e-05,1.6311982108e-05,9.0882203949e-06,1.9817864086e-05
1.0551440000e+00,1.6378004148e-05,1.7253290935e-05,1.8483624444e-05,1.2073026483e-05
1.0561440000e+00,1.9341778170e-05,-1.9812862320e-06,1.6761603547e-05,1.5178316062e-05
