# Saved on 2025-06-25T13:30:54.389824
# Name: Shreenidhi
# Sample_ID: Batch3_F5_TPTE34
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -5
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2.3
#   Neg_Voltage: -1
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 11
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.9
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0002
#   max_gtarget: 0.0013
#   num_level: 6
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1
#   v_rst: -1
#   v_prg_max: 2.3
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: False
#   use_fine: False
#   use_ultra_fine: False
#   use_ultra_ultra_fine: False
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S),Conductance_Target_4 (S),Conductance_Target_5 (S),Conductance_Target_6 (S),Conductance_Target_7 (S),Conductance_Target_8 (S),Conductance_Target_9 (S),Conductance_Target_10 (S),Conductance_Target_11 (S)
8.6914400000e-01,3.9105110773e-04,4.9793772632e-04,5.6761411543e-04,6.4133797423e-04,7.4853021943e-04,8.2817037764e-04,9.3333685072e-04,1.0113547614e-03,1.0848615784e-03,1.2106035865e-03,1.2770127796e-03
8.7014400000e-01,3.9263755752e-04,5.0670212659e-04,5.5992910347e-04,6.4772277256e-04,7.5744916103e-04,8.3645027189e-04,9.2955036962e-04,1.0153042240e-03,1.1033107148e-03,1.2041794980e-03,1.2642808724e-03
8.7114400000e-01,3.8601421693e-04,5.0012331485e-04,5.6044296798e-04,6.4804102294e-04,7.5727410149e-04,8.3041799371e-04,9.3386981462e-04,1.0130309965e-03,1.0887422104e-03,1.1979367264e-03,1.2774465722e-03
8.7214400000e-01,3.8995975046e-04,5.0182345149e-04,5.5791526393e-04,6.4506712079e-04,7.6294854807e-04,8.2885562733e-04,9.3207519967e-04,1.0229976033e-03,1.0881187336e-03,1.2064206385e-03,1.2768611487e-03
8.7314400000e-01,3.9092275983e-04,4.9875812692e-04,5.5301494285e-04,6.3791652792e-04,7.5861687947e-04,8.2232370914e-04,9.3196576927e-04,1.0161913087e-03,1.0845081124e-03,1.2269137369e-03,1.2824790610e-03
8.7414400000e-01,4.0221853851e-04,4.9945250794e-04,5.5314951169e-04,6.4635503804e-04,7.5815063610e-04,8.2582744653e-04,9.3191178166e-04,1.0110178846e-03,1.0919812485e-03,1.2053531100e-03,1.2774206698e-03
8.7514400000e-01,3.9660073526e-04,5.0065234973e-04,5.5539676396e-04,6.4442916482e-04,7.5933727203e-04,8.2163736806e-04,9.2332607892e-04,1.0073697922e-03,1.0884809308e-03,1.2139840692e-03,1.2975605205e-03
8.7614400000e-01,4.0506474761e-04,5.0287144404e-04,5.5930155213e-04,6.5392545366e-04,7.5178628322e-04,8.2155609562e-04,9.3493399618e-04,1.0170948372e-03,1.0855104483e-03,1.2098035950e-03,1.3054156443e-03
8.7714400000e-01,3.9533068048e-04,5.0858576287e-04,5.5327363953e-04,6.5213622293e-04,7.5224714237e-04,8.3110171545e-04,9.3307768111e-04,1.0177979857e-03,1.0946958355e-03,1.2146822701e-03,1.2998169404e-03
8.7814400000e-01,3.9500155253e-04,5.0613383792e-04,5.5350381444e-04,6.5583051764e-04,7.5242423918e-04,8.2380684034e-04,9.3193695648e-04,1.0156073404e-03,1.0902658687e-03,1.2145957589e-03,1.3036641758e-03
8.7914400000e-01,3.9746806578e-04,5.0462796935e-04,5.5571512348e-04,6.5490283305e-04,7.5590309280e-04,8.2829508756e-04,9.2198890343e-04,1.0249682964e-03,1.0910356650e-03,1.2092095858e-03,1.2980241445e-03
8.8014400000e-01,3.9712933358e-04,5.0392278354e-04,5.6515993492e-04,6.4864238084e-04,7.4890784163e-04,8.2499522250e-04,9.3219947303e-04,1.0160683451e-03,1.0824134370e-03,1.2178393808e-03,1.3000766921e-03
8.8114400000e-01,3.9507933252e-04,5.1224556955e-04,5.6155680795e-04,6.5229149186e-04,7.5270516390e-04,8.3454549895e-04,9.3124399427e-04,1.0206149454e-03,1.0942811059e-03,1.2109789532e-03,1.2822895951e-03
8.8214400000e-01,3.9195489080e-04,5.0664628361e-04,5.6680917623e-04,6.5024185460e-04,7.5631956861e-04,8.3319711848e-04,9.4029746833e-04,1.0112166638e-03,1.0875080625e-03,1.2158600293e-03,1.2980593601e-03
8.8314400000e-01,3.8864356611e-04,5.0609200116e-04,5.5723896367e-04,6.4984604251e-04,7.6465985330e-04,8.3549319243e-04,9.3515118351e-04,1.0186835425e-03,1.0889936675e-03,1.2106091162e-03,1.3016244338e-03
8.8414400000e-01,3.8402922655e-04,4.9721675168e-04,5.5981232435e-04,6.4184248913e-04,7.5805233791e-04,8.1290760136e-04,9.3693553936e-04,1.0167111759e-03,1.0848965030e-03,1.2109395175e-03,1.3007203233e-03
8.8514400000e-01,3.9659524191e-04,4.9985981605e-04,5.5944346968e-04,6.4393912908e-04,7.6477335824e-04,8.2875565568e-04,9.3919225037e-04,1.0177303920e-03,1.0966698028e-03,1.2087522191e-03,1.2975079881e-03
8.8614400000e-01,3.9464204747e-04,4.9490845413e-04,5.6330416555e-04,6.3978368416e-04,7.5641459262e-04,8.2603131887e-04,9.2589252745e-04,9.9486322142e-04,1.0836463480e-03,1.2160975893e-03,1.2991992116e-03
8.8714400000e-01,3.9323727833e-04,4.9694390327e-04,5.6224995205e-04,6.5441483457e-04,7.5962394476e-04,8.3183258539e-04,9.3455826573e-04,1.0119202489e-03,1.0900411144e-03,1.1934128270e-03,1.3042747742e-03
8.8814400000e-01,3.8478923670e-04,5.0280214055e-04,5.5753032939e-04,6.4449632191e-04,7.5879768701e-04,8.2653146819e-04,9.3099260994e-04,1.0102595843e-03,1.0975867190e-03,1.2098642765e-03,1.2983640772e-03
8.8914400000e-01,3.8989612221e-04,4.9997419410e-04,5.5659500504e-04,6.4792286139e-04,7.5291369285e-04,8.2839091192e-04,9.3081798695e-04,1.0204975842e-03,1.0889888654e-03,1.2087020150e-03,1.3005774235e-03
8.9014400000e-01,3.9059817937e-04,5.0445196393e-04,5.5181542848e-04,6.4476771513e-04,7.5408745033e-04,8.2914652012e-04,9.2418616987e-04,1.0212215420e-03,1.1011568859e-03,1.2113131379e-03,1.2945057824e-03
8.9114400000e-01,3.9268790715e-04,4.9991071137e-04,5.6289023632e-04,6.4542538894e-04,7.5256408309e-04,8.2176273281e-04,9.2411690275e-04,1.0153694166e-03,1.0884635412e-03,1.2109387899e-03,1.3049982954e-03
8.9214400000e-01,3.9908816689e-04,5.0769129302e-04,5.5731587054e-04,6.4832573116e-04,7.5365402154e-04,8.2722392108e-04,9.2462840257e-04,1.0168043082e-03,1.0952055163e-03,1.2140721083e-03,1.2939886074e-03
8.9314400000e-01,4.0196588088e-04,5.0716371334e-04,5.5735785281e-04,6.4664411184e-04,7.5168798503e-04,8.3029364760e-04,9.4553201052e-04,1.0126990674e-03,1.0896399181e-03,1.2198014883e-03,1.3024671352e-03
8.9414400000e-01,3.9661135816e-04,5.1131391956e-04,5.5078864534e-04,6.5386870119e-04,7.6492877270e-04,8.2729711721e-04,9.2961665359e-04,1.0171905160e-03,1.0935578030e-03,1.2063873874e-03,1.2997322483e-03
8.9514400000e-01,3.9437531086e-04,4.9713602493e-04,5.5839409470e-04,6.4736981585e-04,7.5598596595e-04,8.1950594904e-04,9.3473739980e-04,1.0208007006e-03,1.0747487977e-03,1.2194499868e-03,1.3125404075e-03
8.9614400000e-01,4.0010123485e-04,5.0485316024e-04,5.5736745708e-04,6.4811749326e-04,7.5450807344e-04,8.2763333921e-04,9.3223847216e-04,1.0196796211e-03,1.0882759670e-03,1.2165169755e-03,1.3043748913e-03
8.9714400000e-01,3.9827373257e-04,5.0435086450e-04,5.6128654251e-04,6.4802799898e-04,7.4912466516e-04,8.2847291196e-04,9.3167342129e-04,1.0086003022e-03,1.0895684682e-03,1.2197410979e-03,1.3059622142e-03
8.9814400000e-01,3.9741335058e-04,5.0676335377e-04,5.6478784245e-04,6.5738546255e-04,7.5641684816e-04,8.3616163465e-04,9.3426162493e-04,1.0144386033e-03,1.0925671086e-03,1.1959874973e-03,1.2959341984e-03
8.9914400000e-01,3.8612080971e-04,5.0464364904e-04,5.6520559156e-04,6.4880099671e-04,7.5529831520e-04,8.2881124399e-04,9.2204572866e-04,1.0183295672e-03,1.0849956016e-03,1.2092130783e-03,1.3019880862e-03
9.0014400000e-01,3.8918347855e-04,5.0491125876e-04,5.6242468418e-04,6.5029700636e-04,7.5450931035e-04,8.3713224740e-04,9.3086397101e-04,1.0099069914e-03,1.0866456432e-03,1.2071763922e-03,1.2975797290e-03
9.0114400000e-01,3.8228092308e-04,5.0285798352e-04,5.5763477576e-04,6.4032545197e-04,7.6315707702e-04,8.3389655629e-04,9.2467758805e-04,1.0117907368e-03,1.0908985132e-03,1.2121588225e-03,1.2934838014e-03
9.0214400000e-01,3.9156398998e-04,4.9637361371e-04,5.6505559769e-04,6.4321946411e-04,7.6210984844e-04,8.2470440248e-04,9.2577152827e-04,1.0149511945e-03,1.0848660895e-03,1.2126616639e-03,1.2986644288e-03
9.0314400000e-01,3.9182934415e-04,5.0085873227e-04,5.6250810303e-04,6.4028528868e-04,7.6137679571e-04,8.3069484390e-04,9.2660076916e-04,1.0140177619e-03,1.0895239393e-03,1.2113401317e-03,1.2945609342e-03
9.0414400000e-01,3.9189792005e-04,5.0648231991e-04,5.6022145145e-04,6.3977749960e-04,7.5337229646e-04,8.2721911895e-04,9.3556336651e-04,1.0130347800e-03,1.0857636516e-03,1.2116692960e-03,1.2976695143e-03
9.0514400000e-01,3.9068439946e-04,5.0268550694e-04,5.5139018514e-04,6.4603584178e-04,7.6091608207e-04,8.3098522737e-04,9.2580572527e-04,1.0136025230e-03,1.0907974502e-03,1.1937983800e-03,1.2965213682e-03
9.0614400000e-01,3.9020698750e-04,4.9651484005e-04,5.5666667322e-04,6.4385887526e-04,7.6039163105e-04,8.2327656855e-04,9.2686277640e-04,1.0096302140e-03,1.0824543278e-03,1.2030723883e-03,1.3137963833e-03
9.0714400000e-01,3.9538696001e-04,5.0067028496e-04,5.5139400502e-04,6.4384017605e-04,7.5922915130e-04,8.2291619037e-04,9.3016038591e-04,1.0174234922e-03,1.0878811008e-03,1.2010933278e-03,1.2981901818e-03
9.0814400000e-01,3.9808372094e-04,4.9857066188e-04,5.5920270825e-04,6.4467101765e-04,7.4965297244e-04,8.2311424194e-04,9.2326357844e-04,1.0212113557e-03,1.0881599155e-03,1.2035362306e-03,1.2964717462e-03
9.0914400000e-01,4.0233473555e-04,5.0784652558e-04,5.5773572967e-04,6.5316453401e-04,7.5190102507e-04,8.4140127001e-04,9.2104492069e-04,1.0146528075e-03,1.0990227747e-03,1.2103407789e-03,1.2718953076e-03
9.1014400000e-01,3.8870890421e-04,5.0686685427e-04,5.5624001106e-04,6.5157626523e-04,7.4895586295e-04,8.2718630438e-04,9.1920555860e-04,1.0172856855e-03,1.0894243314e-03,1.2185507512e-03,1.2792795314e-03
9.1114400000e-01,3.9492380893e-04,5.1070066547e-04,5.5687902204e-04,6.5538493800e-04,7.5611220382e-04,8.2738137280e-04,9.2981696071e-04,1.0256320093e-03,1.0945802205e-03,1.2104594498e-03,1.2777547818e-03
9.1214400000e-01,3.9427704905e-04,5.0841696066e-04,5.5656320910e-04,6.3969622715e-04,7.5224808825e-04,8.2874234067e-04,9.2139991466e-04,1.0153293988e-03,1.0875293810e-03,1.2216996402e-03,1.2760180107e-03
9.1314400000e-01,4.0040376916e-04,5.0386526709e-04,5.6001645135e-04,6.4982719778e-04,7.5531977927e-04,8.3030834503e-04,9.2490197858e-04,1.0286234465e-03,1.0887252574e-03,1.2144399807e-03,1.2767421140e-03
9.1414400000e-01,3.9604656195e-04,5.0527502026e-04,5.6137247157e-04,6.4724947151e-04,7.5666030170e-04,8.2968006609e-04,9.2440634035e-04,9.9930563010e-04,1.0889364057e-03,1.2161150516e-03,1.2757934746e-03
9.1514400000e-01,3.9600388845e-04,5.0721941079e-04,5.6440432672e-04,6.4889500209e-04,7.5680181908e-04,8.2541067968e-04,9.3373295385e-04,1.0199082317e-03,1.0845719225e-03,1.1992405780e-03,1.2826100283e-03
9.1614400000e-01,3.9495378587e-04,5.0626615121e-04,5.5351341871e-04,6.4909210778e-04,7.6114258263e-04,8.3294828073e-04,9.3137445219e-04,1.0048934200e-03,1.0883413779e-03,1.2188501569e-03,1.2945421622e-03
9.1714400000e-01,3.8677495468e-04,4.9873167882e-04,5.6020220654e-04,6.4602420025e-04,7.6031057688e-04,8.2688493421e-04,9.3340284366e-04,1.0108370770e-03,1.0812620167e-03,1.2203199731e-03,1.3069743000e-03
9.1814400000e-01,3.8523852709e-04,4.9997757742e-04,5.5980071920e-04,6.4847685280e-04,7.6207135862e-04,8.2751241280e-04,9.1338362836e-04,1.0146725981e-03,1.0843389464e-03,1.2126862566e-03,1.2965634232e-03
9.1914400000e-01,3.9321759687e-04,4.9610360293e-04,5.6615135691e-04,6.4030944486e-04,7.4600364314e-04,8.3250663010e-04,9.2821654107e-04,1.0128031136e-03,1.0818584269e-03,1.1986256141e-03,1.2977396545e-03
9.2014400000e-01,3.9293699956e-04,5.0868329708e-04,5.6121174566e-04,6.4662715886e-04,7.5522817497e-04,8.3766863099e-04,9.2308291642e-04,1.0113616736e-03,1.0993095202e-03,1.2111126853e-03,1.2864467863e-03
9.2114400000e-01,3.8683334424e-04,5.0116494094e-04,5.6123972172e-04,6.4523483161e-04,7.5734351412e-04,8.3092440036e-04,9.2655893241e-04,1.0102047236e-03,1.0867911624e-03,1.2051795056e-03,1.2991913536e-03
9.2214400000e-01,3.8779053284e-04,5.0277347327e-04,5.5871259974e-04,6.4370564360e-04,7.6467091276e-04,8.3023958723e-04,9.2473317636e-04,1.0334089893e-03,1.0831264080e-03,1.2037458509e-03,1.2936472194e-03
9.2314400000e-01,3.8976308133e-04,4.9914830015e-04,5.5327931477e-04,6.3648156356e-04,7.5696349086e-04,8.2026112068e-04,9.2474205303e-04,1.0189422756e-03,1.0842463234e-03,1.2298885849e-03,1.3001319894e-03
9.2414400000e-01,3.9975246182e-04,5.0041428040e-04,5.5356969824e-04,6.4478299464e-04,7.5860385550e-04,8.2972655946e-04,9.3063958047e-04,1.0124561959e-03,1.0911183199e-03,1.2160571350e-03,1.2944237096e-03
9.2514400000e-01,3.9653063141e-04,5.0117894716e-04,5.5574677390e-04,6.4199288317e-04,7.5655429100e-04,8.2212609414e-04,9.2075300927e-04,1.0067261610e-03,1.0875303269e-03,1.2071282981e-03,1.2981920736e-03
9.2614400000e-01,4.0222545067e-04,5.0281814765e-04,5.5956603319e-04,6.5030733822e-04,7.5189556810e-04,8.2130980445e-04,9.2653121101e-04,1.0072359146e-03,1.0850223043e-03,1.1926869047e-03,1.3040343765e-03
9.2714400000e-01,3.9603964979e-04,5.1017079386e-04,5.5296262872e-04,6.4914791437e-04,7.5410782301e-04,8.2845494035e-04,9.2769500043e-04,1.0163103434e-03,1.0925894458e-03,1.2119405437e-03,1.2971440447e-03
9.2814400000e-01,3.9524104068e-04,5.0572667533e-04,5.5384818552e-04,6.5302985604e-04,7.5205643952e-04,8.2572296378e-04,9.2304449936e-04,1.0144100816e-03,1.0890007252e-03,1.2104667985e-03,1.3037274766e-03
9.2914400000e-01,3.9440696128e-04,5.0354436098e-04,5.5635722674e-04,6.5183980041e-04,7.5741634646e-04,8.2684702647e-04,9.1477901151e-04,1.0240144911e-03,1.0935407045e-03,1.2089573283e-03,1.3007340021e-03
9.3014400000e-01,3.9674818254e-04,5.0422644563e-04,5.6649842008e-04,6.4780237153e-04,7.4907417002e-04,8.2813334302e-04,9.2370493803e-04,1.0239949916e-03,1.0857226880e-03,1.2116753351e-03,1.3055554882e-03
9.3114400000e-01,3.9659098547e-04,5.1215029089e-04,5.6150536693e-04,6.5023283241e-04,7.5275493145e-04,8.3039667516e-04,9.2411435617e-04,1.0290382488e-03,1.0935321188e-03,1.2066050840e-03,1.2836117821e-03
9.3214400000e-01,3.9457110688e-04,5.0574377383e-04,5.6807217334e-04,6.5041545895e-04,7.5213603850e-04,8.3317958342e-04,9.3220318377e-04,1.0179970559e-03,1.0966792615e-03,1.2190533016e-03,1.2979950407e-03
9.3314400000e-01,3.8816800952e-04,5.0673945225e-04,5.5842559959e-04,6.4941086748e-04,7.6431788330e-04,8.3469487436e-04,9.2757327366e-04,1.0376616410e-03,1.0875415319e-03,1.2086276547e-03,1.3000429317e-03
9.3414400000e-01,3.8487902202e-04,4.9756876251e-04,5.5990334658e-04,6.3923747803e-04,7.6044430898e-04,8.1577345554e-04,9.3223141448e-04,1.0294529784e-03,1.0769860819e-03,1.2241737568e-03,1.3040300109e-03
9.3514400000e-01,3.9582151658e-04,4.9989743275e-04,5.6176875660e-04,6.4315921918e-04,7.6568256191e-04,8.2980899606e-04,9.3359652965e-04,1.0221841512e-03,1.0863780335e-03,1.2160922051e-03,1.2953203986e-03
9.3614400000e-01,3.9132693928e-04,4.9586073146e-04,5.6071155996e-04,6.3870997110e-04,7.5474090409e-04,8.2738348283e-04,9.2309695901e-04,1.0143766849e-03,1.0821780597e-03,1.2100385356e-03,1.2993233395e-03
9.3714400000e-01,3.9344817196e-04,4.9825230235e-04,5.6173892517e-04,6.5432053816e-04,7.5700794696e-04,8.3172344603e-04,9.2803544248e-04,1.0112853488e-03,1.0915506573e-03,1.2011537183e-03,1.3019400649e-03
9.3814400000e-01,3.8713966205e-04,5.0357801229e-04,5.5771408370e-04,6.4536034188e-04,7.5752010162e-04,8.2645878138e-04,9.2648122518e-04,1.0162925173e-03,1.0886233213e-03,1.2007058831e-03,1.2965394126e-03
9.3914400000e-01,3.9138038119e-04,5.0051803555e-04,5.5533964769e-04,6.4814390498e-04,7.5702628237e-04,8.2940314314e-04,9.2733236670e-04,1.0323611059e-03,1.0843881319e-03,1.2092379620e-03,1.2967776274e-03
9.4014400000e-01,3.8971600588e-04,4.9970036343e-04,5.5215950852e-04,6.4636820753e-04,7.5720978202e-04,8.3157050540e-04,9.1815360065e-04,1.0114787437e-03,1.0874085274e-03,1.2087584764e-03,1.2928337674e-03
9.4114400000e-01,3.9539529098e-04,4.9994578148e-04,5.6415166910e-04,6.4609055698e-04,7.5239018770e-04,8.2312348241e-04,9.2155765742e-04,1.0036586900e-03,1.0838763410e-03,1.2170655100e-03,1.2993869314e-03
9.4214400000e-01,4.0028840885e-04,5.0804825150e-04,5.5832468206e-04,6.4791507612e-04,7.5529278547e-04,8.2760889200e-04,9.1910704214e-04,1.0273341468e-03,1.0890758131e-03,1.2162058556e-03,1.2886745390e-03
9.4314400000e-01,4.0063772758e-04,5.0750950322e-04,5.5725591665e-04,6.4610860136e-04,7.5000200013e-04,8.2950042270e-04,9.3868147815e-04,1.0127299902e-03,1.0859156464e-03,1.2211763533e-03,1.2972706463e-03
9.4414400000e-01,3.9522477891e-04,5.1120423450e-04,5.5060740124e-04,6.5374362748e-04,7.6326949056e-04,8.2685051893e-04,9.2455811682e-04,1.0182546248e-03,1.0894377192e-03,1.2138961029e-03,1.2945041817e-03
9.4514400000e-01,3.9246257074e-04,4.9712627515e-04,5.5777178204e-04,6.4763808041e-04,7.5780611951e-04,8.2030070189e-04,9.2620852229e-04,1.0046099487e-03,1.0698341794e-03,1.2235705799e-03,1.3067114924e-03
9.4614400000e-01,4.0201819502e-04,5.0609905884e-04,5.5739743402e-04,6.4756175561e-04,7.5701187598e-04,8.2642560301e-04,9.2480753665e-04,1.0184423445e-03,1.0842867778e-03,1.2167016394e-03,1.2955641432e-03
9.4714400000e-01,3.9830891183e-04,5.0483380619e-04,5.5935059208e-04,6.4794403443e-04,7.5102849223e-04,8.2368882431e-04,9.2655005574e-04,1.0176389333e-03,1.0801618191e-03,1.2224112288e-03,1.3014729484e-03
9.4814400000e-01,3.9609676605e-04,5.0642152928e-04,5.6445860537e-04,6.5712280048e-04,7.5506955909e-04,8.3521757915e-04,9.2709080491e-04,1.0123453103e-03,1.0850353283e-03,1.2024680473e-03,1.2757863442e-03
9.4914400000e-01,3.8567381125e-04,5.0609509344e-04,5.6590652093e-04,6.6259781306e-04,7.5532108895e-04,8.2944272435e-04,9.2126960226e-04,1.0210296023e-03,1.0762970487e-03,1.2193571456e-03,1.2818357209e-03
9.5014400000e-01,3.8975176722e-04,5.0398768508e-04,5.6310611399e-04,6.6338747274e-04,7.5831274444e-04,8.3542581706e-04,9.3136499345e-04,1.0278320406e-03,1.0794409900e-03,1.2092850375e-03,1.2770823378e-03
9.5114400000e-01,3.8233309169e-04,5.0305519835e-04,5.5766264268e-04,6.5576918132e-04,7.6028074545e-04,8.3430371888e-04,9.2507711088e-04,1.0114804172e-03,1.0867691162e-03,1.2125790090e-03,1.2732709001e-03
9.5214400000e-01,3.9143564209e-04,4.9555379519e-04,5.6556225900e-04,6.5673375502e-04,7.6013813668e-04,8.2662743807e-04,9.2405964097e-04,1.0263562581e-03,1.0795423441e-03,1.2078744476e-03,1.2798637908e-03
9.5314400000e-01,3.9136564737e-04,5.0018978072e-04,5.6380078604e-04,6.4166706579e-04,7.6146789070e-04,8.3116887254e-04,9.2487534857e-04,1.0121410742e-03,1.0839551396e-03,1.2088099174e-03,1.2739490194e-03
9.5414400000e-01,3.9156315324e-04,5.0187234592e-04,5.6118740758e-04,6.4091116656e-04,7.5454358011e-04,8.2861457486e-04,9.3517293863e-04,1.0165235290e-03,1.0804232443e-03,1.2105180940e-03,1.2781244004e-03
9.5514400000e-01,3.8946436689e-04,5.0180904509e-04,5.5144573707e-04,6.4747015131e-04,7.6193173300e-04,8.2963451860e-04,9.2714297352e-04,1.0132553143e-03,1.0861281044e-03,1.1933345377e-03,1.2791925110e-03
9.5614400000e-01,3.8951173337e-04,4.9317892262e-04,5.5534415878e-04,6.4471525548e-04,7.5833129813e-04,8.2324302639e-04,9.3130220193e-04,1.0125124390e-03,1.0767001368e-03,1.2097959552e-03,1.3155180204e-03
9.5714400000e-01,3.9415419451e-04,5.0083330279e-04,5.5081069149e-04,6.4400883275e-04,7.5886622653e-04,8.2202488557e-04,9.1877860541e-04,1.0182645201e-03,1.0837832087e-03,1.2064422481e-03,1.3066934480e-03
9.5814400000e-01,3.9572540118e-04,4.9984198995e-04,5.5743319535e-04,6.4439169364e-04,7.4722185673e-04,8.2172642578e-04,9.2380476417e-04,1.0080462380e-03,1.0837872833e-03,1.2125304784e-03,1.3009832765e-03
9.5914400000e-01,4.0075690777e-04,5.0926573749e-04,5.5597622122e-04,6.5209605964e-04,7.5645264587e-04,8.3882376202e-04,9.1884634458e-04,1.0265959281e-03,1.0923843365e-03,1.2039699504e-03,1.2901630544e-03
9.6014400000e-01,3.8870774006e-04,5.0689399359e-04,5.5728192820e-04,6.5044616349e-04,7.4887160736e-04,8.2630220277e-04,9.1815119958e-04,1.0040919733e-03,1.0885512165e-03,1.2146831432e-03,1.2997625163e-03
9.6114400000e-01,3.9458947867e-04,5.1146449550e-04,5.5648557463e-04,6.5453583375e-04,7.5770643889e-04,8.2783306425e-04,9.2904818302e-04,1.0239136463e-03,1.0898868641e-03,1.1997391994e-03,1.2941753084e-03
9.6214400000e-01,3.9248516259e-04,5.0845526857e-04,5.5598444305e-04,6.3976818637e-04,7.5603813457e-04,8.2644168288e-04,9.2247704742e-04,1.0169680172e-03,1.0815072892e-03,1.2173248251e-03,1.2946670176e-03
9.6314400000e-01,3.9944228774e-04,5.0443584769e-04,5.6151624449e-04,6.4745276177e-04,7.5526004366e-04,8.2748272689e-04,9.2613430752e-04,1.0203172133e-03,1.0847227531e-03,1.2129493552e-03,1.3000340550e-03
9.6414400000e-01,3.9443213609e-04,5.0560327509e-04,5.6235232478e-04,6.4649007982e-04,7.5948119047e-04,8.2802362158e-04,9.2535658041e-04,1.0083254892e-03,1.0840230971e-03,1.2151810370e-03,1.2972121476e-03
9.6514400000e-01,3.9666578232e-04,5.0620070397e-04,5.6485230743e-04,6.4631545683e-04,7.5486925198e-04,8.2381164248e-04,9.3326852948e-04,1.0190670582e-03,1.0795207345e-03,1.2092827819e-03,1.3042103092e-03
9.6614400000e-01,3.9133228711e-04,5.0560836826e-04,5.5445394537e-04,6.4863052103e-04,7.5906216807e-04,8.3320046542e-04,9.3318543804e-04,1.0238732648e-03,1.0818510782e-03,1.2117868755e-03,1.2926154886e-03
9.6714400000e-01,3.8665504690e-04,4.9902544561e-04,5.6140132074e-04,6.4674350142e-04,7.5682073657e-04,8.2929313066e-04,9.3050643045e-04,1.0099963401e-03,1.0786818166e-03,1.2113947014e-03,1.3003760250e-03
9.6814400000e-01,3.8477679482e-04,4.9846661568e-04,5.6101154769e-04,6.4624407969e-04,7.5494506746e-04,8.2735408796e-04,9.1248315584e-04,1.0148679576e-03,1.0821426258e-03,1.2067321950e-03,1.2964263442e-03
9.6914400000e-01,3.9197511796e-04,4.9496131396e-04,5.6568696891e-04,6.4143576310e-04,7.4376162956e-04,8.3000268205e-04,9.2578229669e-04,1.0115310579e-03,1.0785225459e-03,1.2080162560e-03,1.3019154721e-03
9.7014400000e-01,3.9392460167e-04,5.1277143939e-04,5.6037792092e-04,6.4797866798e-04,7.5208132330e-04,8.4084364062e-04,9.2452180979e-04,1.0154345364e-03,1.0962248052e-03,1.2003046140e-03,1.2850257917e-03
9.7114400000e-01,3.8563830458e-04,5.0090624427e-04,5.6089731515e-04,6.4617423050e-04,7.5137017120e-04,8.2924780145e-04,9.2675800261e-04,1.0074525198e-03,1.0846636724e-03,1.2153713033e-03,1.2949274969e-03
9.7214400000e-01,3.8743455661e-04,5.0163671403e-04,5.5767832237e-04,6.4484280301e-04,7.5689611549e-04,8.3251936303e-04,9.2240305094e-04,1.0241789278e-03,1.0832631233e-03,1.2099017476e-03,1.2941303430e-03
