# Saved on 2025-07-09T13:58:03.021910
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE01
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 4000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.00075
#   num_level: 8
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.3
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_400.00 uS,Conductance_Target_450.00 uS,Conductance_Target_500.00 uS,Conductance_Target_550.00 uS,Conductance_Target_600.00 uS,Conductance_Target_650.00 uS,Conductance_Target_700.00 uS,Conductance_Target_750.00 uS
5.1914400000e-01,3.9327791455e-04,4.3827589252e-04,4.8695539590e-04,5.5696105846e-04,6.0360158386e-04,6.4039253630e-04,6.9958841777e-04,7.6208241808e-04
5.2014400000e-01,3.8977032091e-04,4.3288924644e-04,4.8785390391e-04,5.6773376855e-04,6.0211925302e-04,6.3886393036e-04,7.0039423008e-04,7.6022988651e-04
5.2114400000e-01,3.8348120142e-04,4.3898817239e-04,4.8862460972e-04,5.5705026170e-04,6.0308757384e-04,6.4025174652e-04,6.9922178227e-04,7.6156640716e-04
5.2214400000e-01,3.8778856833e-04,4.4274711399e-04,4.8929821787e-04,5.7066066802e-04,6.0174712416e-04,6.5308595367e-04,6.9894849730e-04,7.6174626884e-04
5.2314400000e-01,3.8799622416e-04,4.3899286538e-04,4.8713507567e-04,5.7056808146e-04,6.0328115069e-04,6.4053841925e-04,6.9927613367e-04,7.6187796367e-04
5.2414400000e-01,3.8803074858e-04,4.3868600187e-04,4.8773024901e-04,5.5711760069e-04,6.0418806243e-04,6.3998289988e-04,6.9833549787e-04,7.6026648458e-04
5.2514400000e-01,3.8782643969e-04,4.3193951569e-04,4.8831909226e-04,5.6767359638e-04,6.0162419686e-04,6.3942403358e-04,6.9966474257e-04,7.6198099123e-04
5.2614400000e-01,3.8754758862e-04,4.3831882067e-04,4.8662412155e-04,5.5736105423e-04,6.0514645156e-04,6.3940897235e-04,6.9648376666e-04,7.6059921412e-04
5.2714400000e-01,3.8845133531e-04,4.3867083150e-04,4.8570975196e-04,5.5720000091e-04,6.0621568991e-04,6.4012507210e-04,6.9671317760e-04,7.5165655289e-04
5.2814400000e-01,3.8785608922e-04,4.3820284191e-04,4.8737601901e-04,5.6316996051e-04,6.0374757595e-04,6.3972707721e-04,7.0123562182e-04,7.5881413068e-04
5.2914400000e-01,3.8799786125e-04,4.2827905418e-04,4.8682839406e-04,5.5668479035e-04,6.0533147916e-04,6.4003150328e-04,6.9872556196e-04,7.6109805377e-04
5.3014400000e-01,3.8705744373e-04,4.4128031732e-04,4.8707195674e-04,5.6738044805e-04,6.0579648562e-04,6.4015308453e-04,6.9899004302e-04,7.6155200077e-04
5.3114400000e-01,3.8756410504e-04,4.4130465540e-04,4.8959522246e-04,5.6044289522e-04,6.0407826822e-04,6.3931256591e-04,6.9996502134e-04,7.6122269093e-04
5.3214400000e-01,3.8763053453e-04,4.4137734221e-04,4.8742098443e-04,5.5931293900e-04,6.0434260376e-04,6.3956795202e-04,6.9877685746e-04,7.6171432738e-04
5.3314400000e-01,3.8791669795e-04,4.4142063416e-04,4.8948422773e-04,5.6738615967e-04,6.0331680288e-04,6.3922831032e-04,6.9778026955e-04,7.6189957326e-04
5.3414400000e-01,3.8800353650e-04,4.4136537326e-04,4.8704430810e-04,5.6472585129e-04,6.0600730649e-04,6.4006933826e-04,6.9810215791e-04,7.6228228863e-04
5.3514400000e-01,3.8777874579e-04,4.4178963435e-04,4.8807603889e-04,5.5720647651e-04,6.0446735006e-04,6.4029678470e-04,6.9960515248e-04,7.6158357842e-04
5.3614400000e-01,3.8814156142e-04,4.4178796088e-04,4.8726938985e-04,5.5998792959e-04,6.0241534811e-04,6.3982661231e-04,6.9659436122e-04,7.5148833275e-04
5.3714400000e-01,3.8798330934e-04,4.4102635002e-04,4.8800840887e-04,5.6275905081e-04,6.0095037043e-04,6.4036707045e-04,6.9965455623e-04,7.5163465226e-04
5.3814400000e-01,3.8791949919e-04,4.4162734412e-04,4.8671387049e-04,5.5897849961e-04,6.0304173530e-04,6.3992003561e-04,6.9985653681e-04,7.5196207035e-04
5.3914400000e-01,3.8836602471e-04,4.4181462727e-04,4.8813260946e-04,5.5708915170e-04,5.9954916651e-04,6.3968807808e-04,6.9919253292e-04,7.5069896411e-04
5.4014400000e-01,3.9077836846e-04,4.4143762352e-04,4.8732024879e-04,5.7057579397e-04,6.0306774685e-04,6.3949257310e-04,6.9945752330e-04,7.5083517004e-04
5.4114400000e-01,3.9144219045e-04,4.2971900257e-04,4.8813406465e-04,5.5676238844e-04,6.0439841036e-04,6.3990803028e-04,7.0054695243e-04,7.5055089837e-04
5.4214400000e-01,3.9113190724e-04,4.4129978050e-04,4.8746453103e-04,5.5702519603e-04,6.0267342633e-04,6.3997875259e-04,7.0129513915e-04,7.4955794844e-04
5.4314400000e-01,3.9120699512e-04,4.3882660975e-04,4.8670164688e-04,5.6814562413e-04,6.0285212385e-04,6.3949788455e-04,6.9986555900e-04,7.4923402281e-04
5.4414400000e-01,3.9052942157e-04,4.4018444896e-04,4.8899117246e-04,5.6490473071e-04,6.0472932091e-04,6.3939856773e-04,7.0022710133e-04,7.4632880569e-04
5.4514400000e-01,3.9109003410e-04,4.3129006372e-04,4.8751226132e-04,5.5897875427e-04,6.0486581788e-04,6.3982624852e-04,6.9941794209e-04,7.4829506048e-04
5.4614400000e-01,3.9117461711e-04,4.4196876843e-04,4.8735517339e-04,5.7021599787e-04,6.0333935835e-04,6.4014784584e-04,6.9963418355e-04,7.4851850513e-04
5.4714400000e-01,3.9077931433e-04,4.4183474529e-04,4.9016784033e-04,5.5814925872e-04,6.0129976191e-04,6.3970954216e-04,7.0070207585e-04,7.5177966210e-04
5.4814400000e-01,3.9108399505e-04,4.4133696065e-04,4.8853798944e-04,5.5907778005e-04,6.0149603087e-04,6.4599771576e-04,6.9878828072e-04,7.5118732639e-04
5.4914400000e-01,3.9147529606e-04,4.4121301471e-04,4.8767593398e-04,5.5641448853e-04,6.0138554545e-04,6.4632346039e-04,6.9952046033e-04,7.5149873737e-04
5.5014400000e-01,3.9069574996e-04,4.4223412260e-04,4.8924954172e-04,5.5945838540e-04,6.0363021475e-04,6.4032174123e-04,6.9906294812e-04,7.5153111538e-04
5.5114400000e-01,3.9142141759e-04,4.4157775847e-04,4.8846093705e-04,5.6618151575e-04,6.0531903728e-04,6.4042382292e-04,6.9872228778e-04,7.5123534771e-04
5.5214400000e-01,3.9102626033e-04,4.4136686483e-04,4.8659552704e-04,5.6757686252e-04,6.0429159930e-04,6.4044994360e-04,6.9853274908e-04,7.5117925007e-04
5.5314400000e-01,3.9097663830e-04,4.4129817979e-04,4.8705580411e-04,5.5775039073e-04,6.0480357206e-04,6.4026848122e-04,7.0053902164e-04,7.5098199886e-04
5.5414400000e-01,3.9139551518e-04,4.4091455493e-04,4.8734440497e-04,5.6777040299e-04,5.9971080191e-04,6.4027641201e-04,6.9944624556e-04,7.5047522841e-04
5.5514400000e-01,3.9296839532e-04,4.3087478844e-04,4.8908397730e-04,5.6783657783e-04,6.0437359934e-04,6.4667758124e-04,7.0038353442e-04,7.5100288086e-04
5.5614400000e-01,3.9135291445e-04,4.3777999963e-04,4.8768208217e-04,5.7087439927e-04,5.9868929384e-04,6.4083236794e-04,6.9980211265e-04,7.4739284173e-04
5.5714400000e-01,3.9076017856e-04,4.3794392695e-04,4.8860973038e-04,5.6046050304e-04,6.0323265643e-04,6.4046515035e-04,6.9949892350e-04,7.5073228800e-04
5.5814400000e-01,3.8988942833e-04,4.3552507123e-04,4.8732061259e-04,5.5733838963e-04,6.0107351601e-04,6.4058163844e-04,6.9645881013e-04,7.5172247307e-04
5.5914400000e-01,3.9119939174e-04,4.3287105655e-04,4.8775491450e-04,5.7393775933e-04,6.0100770497e-04,6.4024694439e-04,6.9325549703e-04,7.5041047239e-04
5.6014400000e-01,3.9208971430e-04,4.3516149162e-04,4.8665449867e-04,5.6744760514e-04,6.0554426454e-04,6.4048290369e-04,7.0033449447e-04,7.5020943768e-04
5.6114400000e-01,3.9360336814e-04,4.3421932787e-04,4.8785575927e-04,5.7041783293e-04,6.0394635511e-04,6.4057894633e-04,6.9629932113e-04,7.4775321991e-04
5.6214400000e-01,3.9274436858e-04,4.2460927943e-04,4.8710200645e-04,5.5931068346e-04,6.0699454480e-04,6.4039682911e-04,7.0011330536e-04,7.5071940955e-04
5.6314400000e-01,3.9154052502e-04,4.3452324462e-04,4.8613888794e-04,5.6744785979e-04,6.0574580857e-04,6.4148487581e-04,6.9652174716e-04,7.4929012044e-04
5.6414400000e-01,3.9240523620e-04,4.3819494749e-04,4.8799684009e-04,5.7495421061e-04,6.0299487814e-04,6.4119216404e-04,7.0036126999e-04,7.5064926932e-04
5.6514400000e-01,3.9322880184e-04,4.3826898036e-04,4.8699890613e-04,5.5674867326e-04,6.0525733716e-04,6.4049054345e-04,7.0019501436e-04,7.5159827247e-04
5.6614400000e-01,3.9305206883e-04,4.3920845201e-04,4.8684891226e-04,5.6731470977e-04,6.0515350924e-04,6.4068604843e-04,6.9891728344e-04,7.5129217294e-04
5.6714400000e-01,3.9291258872e-04,4.3847852794e-04,4.8842797696e-04,5.5696174968e-04,6.0525679146e-04,6.4032421506e-04,6.9546746090e-04,7.5545271102e-04
5.6814400000e-01,3.9293605369e-04,4.3880132580e-04,4.8568079364e-04,5.5954857089e-04,6.0408656282e-04,6.4025356551e-04,6.9625115430e-04,7.6041818829e-04
5.6914400000e-01,3.9352315071e-04,4.3542524509e-04,4.8880381655e-04,5.6773089455e-04,5.9869715187e-04,6.4034851675e-04,6.9879330113e-04,7.5940195529e-04
5.7014400000e-01,3.9328391722e-04,4.3865609769e-04,4.8814763431e-04,5.5914675613e-04,6.0483725974e-04,6.4040621510e-04,6.9883579272e-04,7.5707983342e-04
5.7114400000e-01,3.9056270907e-04,4.3826210458e-04,4.8862111726e-04,5.6154800404e-04,6.0307454987e-04,6.4010331698e-04,6.9675064879e-04,7.5957286754e-04
5.7214400000e-01,3.9037804527e-04,4.2803403630e-04,4.8736510507e-04,5.5805448937e-04,6.0651229433e-04,6.4038322307e-04,6.9975583756e-04,7.5920026575e-04
5.7314400000e-01,3.9083060983e-04,4.3598382035e-04,4.8756108299e-04,5.5685795814e-04,6.0135047534e-04,6.4048093918e-04,7.0003938163e-04,7.6035998063e-04
5.7414400000e-01,3.9013895730e-04,4.3527168600e-04,4.8624333431e-04,5.6699966080e-04,6.0348887928e-04,6.3957966631e-04,6.9960500696e-04,7.5971860497e-04
5.7514400000e-01,3.9029651816e-04,4.3650095904e-04,4.8659865570e-04,5.6910350395e-04,6.0597500124e-04,6.4064530306e-04,6.9950743637e-04,7.5968586316e-04
5.7614400000e-01,3.9007565647e-04,4.3856452976e-04,4.8721933126e-04,5.6794313423e-04,6.0079215473e-04,6.4062718593e-04,6.9877867645e-04,7.5944866694e-04
5.7714400000e-01,3.9002850826e-04,4.3873416871e-04,4.8859375966e-04,5.7109820773e-04,6.0653987020e-04,6.3826999394e-04,6.9907371653e-04,7.6168289525e-04
5.7814400000e-01,3.9081780415e-04,4.3939679017e-04,4.8736852477e-04,5.6422952184e-04,6.0705038777e-04,6.4015221142e-04,6.9932080805e-04,7.6094198448e-04
5.7914400000e-01,3.9045375161e-04,4.4213564252e-04,4.8941135901e-04,5.5773703934e-04,6.0021895479e-04,6.4028099587e-04,6.9644389441e-04,7.6121068560e-04
5.8014400000e-01,3.9039732656e-04,4.3027135689e-04,4.8793128371e-04,5.6960321672e-04,6.0362268414e-04,6.4027917688e-04,6.9619840360e-04,7.6019918197e-04
5.8114400000e-01,3.9075162931e-04,4.4203909056e-04,4.8759571655e-04,5.5990767578e-04,6.0182101151e-04,6.4051520894e-04,6.9914029154e-04,7.5841402577e-04
5.8214400000e-01,3.9057620597e-04,4.3098596507e-04,4.8728717957e-04,5.5715041526e-04,6.0019625380e-04,6.4017578552e-04,7.0036068792e-04,7.5995376392e-04
5.8314400000e-01,3.9111102524e-04,4.4197524403e-04,4.8752033763e-04,5.6741533626e-04,6.0501479311e-04,6.4113810367e-04,6.9704983616e-04,7.5222800660e-04
5.8414400000e-01,3.9051519707e-04,4.3231211748e-04,4.8761827202e-04,5.6774671975e-04,6.0118185502e-04,6.4094136178e-04,6.9885725679e-04,7.6039730629e-04
5.8514400000e-01,3.9061862481e-04,4.3709886086e-04,4.8706580856e-04,5.7031749748e-04,6.0539154219e-04,6.4024403400e-04,6.9973328209e-04,7.6084805187e-04
5.8614400000e-01,3.8942314859e-04,4.4280910515e-04,4.8707846872e-04,5.5651322327e-04,6.0627771745e-04,6.4018029661e-04,6.9745685323e-04,7.6028896729e-04
5.8714400000e-01,3.9050355554e-04,4.4386571972e-04,4.8927904572e-04,5.6760345615e-04,6.0168105847e-04,6.3993560616e-04,6.9999026891e-04,7.6043099398e-04
5.8814400000e-01,3.9024107537e-04,4.4275773689e-04,4.8906567827e-04,5.5969354435e-04,6.0055994254e-04,6.4032836235e-04,6.9903508120e-04,7.6085692854e-04
5.8914400000e-01,3.9140813897e-04,4.3294472562e-04,4.8817055358e-04,5.5818476540e-04,6.0168389609e-04,6.4023370214e-04,6.9784400694e-04,7.5220617873e-04
5.9014400000e-01,3.8812089770e-04,4.3296666263e-04,4.8892467021e-04,5.5597036408e-04,6.0726935772e-04,6.4110907260e-04,6.9868030550e-04,7.5932977779e-04
5.9114400000e-01,3.9003061829e-04,4.4351701945e-04,4.8748719564e-04,5.6744411268e-04,6.0619826399e-04,6.4074592956e-04,6.9565074227e-04,7.5156080129e-04
5.9214400000e-01,3.9036433009e-04,4.4322234316e-04,4.8643087212e-04,5.6787288486e-04,5.9979924117e-04,6.4098770963e-04,6.9909685408e-04,7.5918447692e-04
5.9314400000e-01,3.9202863263e-04,4.4309592340e-04,4.8704689107e-04,5.5663411331e-04,6.0676546127e-04,6.4061678131e-04,6.9723129855e-04,7.6065247413e-04
5.9414400000e-01,3.9346850826e-04,4.3301490223e-04,4.8727702961e-04,5.6788365328e-04,6.0392947489e-04,6.4039755671e-04,6.9638394052e-04,7.6060234278e-04
5.9514400000e-01,3.9313152229e-04,4.4342188630e-04,4.8918027460e-04,5.5891487136e-04,6.0680289607e-04,6.3989820774e-04,6.9591893407e-04,7.5976095104e-04
5.9614400000e-01,3.9322781959e-04,4.3213080062e-04,4.8753874580e-04,5.5660348153e-04,6.0127284087e-04,6.4070169174e-04,6.9615205575e-04,7.5839932833e-04
5.9714400000e-01,3.9404629206e-04,4.4373722631e-04,4.8702157073e-04,5.5807198805e-04,5.9901583882e-04,6.4019797719e-04,6.9948073360e-04,7.6083291788e-04
5.9814400000e-01,3.9387141442e-04,4.3224390538e-04,4.8867743317e-04,5.5686941778e-04,6.0571757786e-04,6.4081577875e-04,6.9880254159e-04,7.6056472608e-04
5.9914400000e-01,3.9406480937e-04,4.3865620682e-04,4.8568155762e-04,5.6019016483e-04,6.0152910009e-04,6.4089734224e-04,6.9885703851e-04,7.6098047430e-04
6.0014400000e-01,3.9328566345e-04,4.4068918214e-04,4.8925063311e-04,5.5730302847e-04,6.0589296481e-04,6.4027619374e-04,6.9959081884e-04,7.5861702499e-04
6.0114400000e-01,3.9336257032e-04,4.3825286411e-04,4.8806767154e-04,5.6787223002e-04,6.0561127611e-04,6.3999854319e-04,7.0738911745e-04,7.5990144978e-04
6.0214400000e-01,3.9354235923e-04,4.2814157496e-04,4.8610840167e-04,5.5695105402e-04,6.0084788856e-04,6.3966006564e-04,6.9971290941e-04,7.5346360973e-04
6.0314400000e-01,3.9306072722e-04,4.3811036448e-04,4.8820358643e-04,5.6773766119e-04,6.0634341935e-04,6.4002364525e-04,6.9926740252e-04,7.5128067692e-04
6.0414400000e-01,3.9314392779e-04,4.3859046855e-04,4.8709163821e-04,5.5630956922e-04,6.0119658883e-04,6.3988685724e-04,6.9829802669e-04,7.5925054261e-04
6.0514400000e-01,3.9348415157e-04,4.3865486077e-04,4.8799771321e-04,5.6760520238e-04,6.0415659391e-04,6.4040330471e-04,7.0030546340e-04,7.5944422861e-04
6.0614400000e-01,3.9382906834e-04,4.4200733100e-04,4.8858462833e-04,5.5946748034e-04,6.0296708398e-04,6.4033636590e-04,6.9968955358e-04,7.5982396083e-04
6.0714400000e-01,3.9389415178e-04,4.4188789616e-04,4.8733669246e-04,5.5612123106e-04,6.0751230194e-04,6.4107247454e-04,6.9684014306e-04,7.6222961070e-04
6.0814400000e-01,3.9348466089e-04,4.4184675062e-04,4.8719608458e-04,5.5685191910e-04,6.0395090259e-04,6.4090061642e-04,7.0023095759e-04,7.6164811617e-04
6.0914400000e-01,3.9372116589e-04,4.3824318709e-04,4.8688612878e-04,5.5648364651e-04,6.0479647800e-04,6.4088475483e-04,7.0044239692e-04,7.6288932178e-04
6.1014400000e-01,3.9353031752e-04,4.4217766117e-04,4.8854559282e-04,5.5637989135e-04,6.0532667703e-04,6.4107887738e-04,6.9876252383e-04,7.5677751738e-04
6.1114400000e-01,3.9336096961e-04,4.4224721933e-04,4.8795151088e-04,5.6336793932e-04,6.0540482082e-04,6.4100982854e-04,6.9986614108e-04,7.5879572250e-04
6.1214400000e-01,3.9334816393e-04,4.4116430217e-04,4.8796209740e-04,5.5670858274e-04,6.0547688918e-04,6.4112566179e-04,6.9866917329e-04,7.5700234447e-04
6.1314400000e-01,3.9342339733e-04,4.3064424972e-04,4.8800069635e-04,5.5646141846e-04,6.0542875872e-04,6.4022002334e-04,6.9979447289e-04,7.5895557529e-04
6.1414400000e-01,3.9415641368e-04,4.4169984903e-04,4.8694397265e-04,5.5658671045e-04,6.0440757807e-04,6.4023981395e-04,6.9906294812e-04,7.6036951214e-04
6.1514400000e-01,3.9168407966e-04,4.4153213821e-04,4.8764246458e-04,5.5682474340e-04,6.0220259911e-04,6.4050633227e-04,6.9963556598e-04,7.6120522863e-04
6.1614400000e-01,3.9386071876e-04,4.4135689677e-04,4.8668811360e-04,5.5721910030e-04,6.0459919041e-04,6.4018604462e-04,7.0028319897e-04,7.5971453043e-04
6.1714400000e-01,3.9319391362e-04,4.4115018682e-04,4.8725014494e-04,5.5707954743e-04,5.9970894654e-04,6.4020503487e-04,7.0014080848e-04,7.5985299191e-04
6.1814400000e-01,3.9331222069e-04,4.3845284381e-04,4.8836442147e-04,5.7046781876e-04,6.0000020312e-04,6.4063089667e-04,6.9682304456e-04,7.6080301369e-04
6.1914400000e-01,3.9215265133e-04,4.4130982133e-04,4.8954159865e-04,5.5717457144e-04,6.0191170633e-04,6.3989158662e-04,6.9975467341e-04,7.5708143413e-04
6.2014400000e-01,3.9335092879e-04,4.4191347115e-04,4.8708978284e-04,5.5657979829e-04,6.0244838096e-04,6.4084553742e-04,6.9890731538e-04,7.6047908806e-04
6.2114400000e-01,3.9357670175e-04,4.4160959078e-04,4.8749465350e-04,5.5697055359e-04,6.0534694057e-04,6.4008389018e-04,6.9845431426e-04,7.5024363468e-04
6.2214400000e-01,3.9398943045e-04,4.4141364924e-04,4.8742411309e-04,5.5702865211e-04,6.0290178226e-04,6.4083120378e-04,6.9615838584e-04,7.6444033766e-04
6.2314400000e-01,3.9305414248e-04,4.4132095354e-04,4.8716436140e-04,5.5733748013e-04,6.0485544964e-04,6.4057749114e-04,6.9883957622e-04,7.6136318967e-04
6.2414400000e-01,3.9427020965e-04,4.4190706831e-04,4.8880752729e-04,5.7227614889e-04,6.0693084379e-04,6.4011190261e-04,6.9587200414e-04,7.6217955211e-04
6.2514400000e-01,3.9335714973e-04,4.4133452320e-04,4.8846159189e-04,5.5667089327e-04,6.0601902078e-04,6.3998864789e-04,6.9904206612e-04,7.6416086813e-04
6.2614400000e-01,3.9352176827e-04,4.3084113713e-04,4.8777485063e-04,5.7018936786e-04,5.9588957811e-04,6.4029460191e-04,6.9859044743e-04,7.6341144450e-04
6.2714400000e-01,3.9334456233e-04,4.4206011808e-04,4.8806119594e-04,5.5681590311e-04,6.0040300013e-04,6.3962281274e-04,6.9919005909e-04,7.6352174801e-04
6.2814400000e-01,3.9298935008e-04,4.4122411055e-04,4.8858259106e-04,5.6767286878e-04,5.9956706536e-04,6.3960957050e-04,6.9813097070e-04,7.6380172686e-04
6.2914400000e-01,3.9331549488e-04,4.4274827815e-04,4.8726415116e-04,5.5677755881e-04,5.9845813666e-04,6.3980507548e-04,6.9671645178e-04,7.6168740634e-04
6.3014400000e-01,3.9350543375e-04,4.4224259909e-04,4.8693578719e-04,5.5621432693e-04,6.0134520027e-04,6.4010819187e-04,6.9723719207e-04,7.6388925663e-04
6.3114400000e-01,3.9294100134e-04,4.4200838602e-04,4.8586214689e-04,5.5773602071e-04,5.9906888055e-04,6.3981067797e-04,6.9952897320e-04,7.6087562775e-04
6.3214400000e-01,3.9327012928e-04,4.4239564886e-04,4.8728161346e-04,5.5692231399e-04,6.0250669776e-04,6.3993378717e-04,6.9675807026e-04,7.6351912867e-04
6.3314400000e-01,3.9333503082e-04,4.4162843551e-04,4.8957284889e-04,5.5689604778e-04,6.0021833633e-04,6.4096253482e-04,6.9636640546e-04,7.6270771387e-04
6.3414400000e-01,3.9282818761e-04,4.3083535274e-04,4.8710964620e-04,5.5687149143e-04,6.0288442910e-04,6.4116735302e-04,6.9643472671e-04,7.6140495366e-04
6.3514400000e-01,3.9054531953e-04,4.4154901843e-04,4.8706839152e-04,5.6760865846e-04,6.0663853219e-04,6.4035812102e-04,6.9607849582e-04,7.6328462455e-04
6.3614400000e-01,3.9048707549e-04,4.4228290790e-04,4.8800295190e-04,5.6727476476e-04,6.0421596572e-04,6.3991530624e-04,6.9647758210e-04,7.6066578913e-04
6.3714400000e-01,3.9058177208e-04,4.2842268158e-04,4.8723624786e-04,5.5692282331e-04,6.0317914176e-04,6.4034364186e-04,6.9973939389e-04,7.6121170423e-04
6.3814400000e-01,3.9070575440e-04,4.2769079300e-04,4.8857516958e-04,5.5671036534e-04,6.0488669988e-04,6.4038140408e-04,6.9965724833e-04,7.6399112004e-04
6.3914400000e-01,3.9050348278e-04,4.3874686526e-04,4.8669975513e-04,5.5850076023e-04,6.0261536419e-04,6.4054635004e-04,7.0019552368e-04,7.6322387031e-04
6.4014400000e-01,3.9078033296e-04,4.3923264457e-04,4.8987865739e-04,5.6143493566e-04,6.0235212004e-04,6.4076637500e-04,6.9969522883e-04,7.5607502367e-04
6.4114400000e-01,3.9049267798e-04,4.3550480768e-04,4.8781719670e-04,5.6951459555e-04,6.0633567045e-04,6.3995692472e-04,7.0004942245e-04,7.5728923548e-04
6.4214400000e-01,3.8888883864e-04,4.3815682147e-04,4.8922167480e-04,5.6081811636e-04,6.0131351347e-04,6.3975843659e-04,6.9908324804e-04,7.5859243225e-04
6.4314400000e-01,3.8883154048e-04,4.4164389692e-04,4.8857113143e-04,5.7359844504e-04,6.0150330683e-04,6.3992076321e-04,6.9983834692e-04,7.5679141446e-04
6.4414400000e-01,3.8810769183e-04,4.4243912271e-04,4.8967645853e-04,5.6040214986e-04,6.0452999605e-04,6.4025764004e-04,7.0016365498e-04,7.5900919910e-04
6.4514400000e-01,3.8817972381e-04,4.4204633014e-04,4.8629535740e-04,5.6540124206e-04,6.0365237005e-04,6.4084641053e-04,6.9924972195e-04,7.5595526141e-04
6.4614400000e-01,3.8738638978e-04,4.4219646952e-04,4.8701262131e-04,5.6926768593e-04,6.0561360442e-04,6.4040381403e-04,7.0015936217e-04,7.5896889030e-04
6.4714400000e-01,3.8807516830e-04,4.4162690756e-04,4.8624096962e-04,5.6221666455e-04,6.0612190282e-04,6.4106832724e-04,6.9675006671e-04,7.5964431744e-04
6.4814400000e-01,3.8747777580e-04,4.4181859266e-04,4.8725458328e-04,5.7234119595e-04,6.0374844907e-04,6.4067717176e-04,6.9885922130e-04,7.5918920629e-04
6.4914400000e-01,3.9023016143e-04,4.4236556278e-04,4.8683625209e-04,5.5832184444e-04,6.0199621657e-04,6.4065156039e-04,6.9856971095e-04,7.6012365753e-04
6.5014400000e-01,3.9021535486e-04,4.4183339924e-04,4.8715235607e-04,5.7215362176e-04,5.9971494920e-04,6.4052575908e-04,6.9915404310e-04,7.5830386777e-04
6.5114400000e-01,3.9289381675e-04,4.3862066377e-04,4.8785936087e-04,5.6185592257e-04,6.0495251091e-04,6.4056737756e-04,6.9845526014e-04,7.5739109889e-04
6.5214400000e-01,3.9293478039e-04,4.3046420615e-04,4.8859648814e-04,5.7230972743e-04,6.0674272390e-04,6.4074869442e-04,6.9931811595e-04,7.6012373029e-04
6.5314400000e-01,3.9285037928e-04,4.4169169996e-04,4.8714016884e-04,5.7051354815e-04,6.0677411966e-04,6.4073290559e-04,6.9925459684e-04,7.5834192103e-04
6.5414400000e-01,3.9254671719e-04,4.4239313866e-04,4.8854049965e-04,5.5971620895e-04,6.0497724917e-04,6.4006562752e-04,6.9969406468e-04,7.6004078437e-04
6.5514400000e-01,3.9271730202e-04,4.4219363190e-04,4.8827154387e-04,5.6959783251e-04,6.0645757912e-04,6.3987652538e-04,6.9936344516e-04,7.5817952165e-04
6.5614400000e-01,3.8966645661e-04,4.4024920498e-04,4.8774003517e-04,5.5883003370e-04,6.0620004660e-04,6.3986663008e-04,6.9654532126e-04,7.5823423686e-04
