# Saved on 2025-07-09T13:58:03.042943
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE01
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 4000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.00075
#   num_level: 8
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.3
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_400.00 uS,Conductance_Target_450.00 uS,Conductance_Target_500.00 uS,Conductance_Target_550.00 uS,Conductance_Target_600.00 uS,Conductance_Target_650.00 uS,Conductance_Target_700.00 uS,Conductance_Target_750.00 uS
1.2000014400e+02,4.0214134060e-04,4.3195097533e-04,4.9037204008e-04,5.8220059145e-04,5.8574914874e-04,5.9233621869e-04,6.6549466283e-04,7.7915385191e-04
1.2100014400e+02,4.1104405682e-04,4.2008803575e-04,4.9521597248e-04,5.7534169173e-04,5.9167454310e-04,5.9204041463e-04,6.6627057095e-04,7.7789263742e-04
1.2200014400e+02,4.0837468987e-04,4.2946718168e-04,4.9304300774e-04,5.8271529269e-04,5.9180529206e-04,5.9125017287e-04,6.7177461460e-04,7.8141201811e-04
1.2300014400e+02,4.1054940084e-04,4.4063632231e-04,4.9337442761e-04,5.8232617448e-04,5.9413472627e-04,5.9919082560e-04,6.9321897172e-04,7.0944603067e-04
1.2400014400e+02,4.0020207962e-04,4.4275890104e-04,4.8716516176e-04,5.7614612160e-04,5.9338453866e-04,5.9202720877e-04,6.6736007284e-04,7.1277543611e-04
1.2500014400e+02,4.0054339479e-04,4.2850777390e-04,4.8831756430e-04,5.7581743022e-04,5.8666697441e-04,5.9115827753e-04,6.9075678766e-04,7.1387381468e-04
1.2600014400e+02,4.0422757593e-04,4.1613398935e-04,4.8623922339e-04,5.8116216678e-04,5.8494933910e-04,5.9200112446e-04,6.7822380515e-04,7.1441565524e-04
1.2700014400e+02,4.0211860323e-04,4.2080402636e-04,4.9784557632e-04,5.6785753259e-04,5.7845307310e-04,5.9152815084e-04,6.8450157414e-04,7.1769922215e-04
1.2800014400e+02,4.1361377953e-04,4.3233452743e-04,4.9308786402e-04,5.8932095271e-04,5.7937384554e-04,5.9184047132e-04,6.9581888965e-04,7.1717819083e-04
1.2900014400e+02,4.1396029701e-04,4.2838371883e-04,4.8416448408e-04,5.8427773183e-04,5.8856683609e-04,5.9189933381e-04,6.7760498496e-04,7.1746537287e-04
1.3000014400e+02,4.1322524339e-04,4.3319356337e-04,4.8877624067e-04,5.8620113123e-04,5.8803110733e-04,5.9196830989e-04,6.9810848800e-04,7.1927730460e-04
1.3100014400e+02,4.1400788177e-04,4.3118659960e-04,4.8717636673e-04,5.7859953813e-04,5.8744259150e-04,5.9091522417e-04,6.7668268457e-04,7.1750480856e-04
1.3200014400e+02,4.1101669922e-04,4.3362757424e-04,4.8559984862e-04,5.8318346419e-04,5.9313475504e-04,5.9860914916e-04,6.6941320256e-04,7.1895432484e-04
1.3300014400e+02,4.1710161895e-04,4.2162399041e-04,4.8683126806e-04,5.8330679167e-04,5.9404097556e-04,5.9154928749e-04,6.7578053859e-04,7.1708491305e-04
1.3400014400e+02,4.1347684601e-04,4.3259507947e-04,4.8839057854e-04,5.8356963564e-04,5.9093668824e-04,5.9195706854e-04,6.7836110247e-04,7.1839211159e-04
1.3500014400e+02,4.1092589527e-04,4.3357573304e-04,4.8895672080e-04,5.7188593928e-04,5.8488007198e-04,5.9234844230e-04,6.7716995545e-04,7.2074355558e-04
1.3600014400e+02,4.1116883949e-04,4.3029660446e-04,4.9194783060e-04,5.8313235058e-04,5.9194560890e-04,5.9508995037e-04,6.9616355177e-04,7.2225629992e-04
1.3700014400e+02,4.1409617552e-04,4.1687118937e-04,4.9599449994e-04,5.8409550547e-04,5.8822290157e-04,5.8878500568e-04,6.7152395786e-04,7.1789545473e-04
1.3800014400e+02,4.1355266148e-04,4.3240546802e-04,4.9815760576e-04,5.7265457144e-04,5.8854926465e-04,5.9493704612e-04,6.7484157626e-04,7.1967282565e-04
1.3900014400e+02,4.1329916712e-04,4.3240084779e-04,4.9261845561e-04,5.8520083257e-04,5.9791756939e-04,5.9433645220e-04,7.0031310315e-04,7.1940019552e-04
1.4000014400e+02,4.1397543100e-04,4.3178941269e-04,4.9257188948e-04,5.8463912865e-04,5.9915983002e-04,5.9542162489e-04,6.7115819547e-04,7.2106471634e-04
1.4100014400e+02,4.1212890210e-04,4.2042614950e-04,5.0585222198e-04,5.7123896113e-04,5.9755471739e-04,5.9606227296e-04,6.9577843533e-04,7.2120390541e-04
1.4200014400e+02,4.1177241656e-04,4.2241255869e-04,4.9477443099e-04,5.8158853790e-04,5.9137673816e-04,5.9515834437e-04,6.7600019975e-04,7.2140748671e-04
1.4300014400e+02,4.1352941480e-04,4.2050738557e-04,4.9302168918e-04,5.7157227275e-04,5.8912170061e-04,6.0766233219e-04,7.0438698458e-04,7.2372284194e-04
1.4400014400e+02,4.1369265091e-04,4.3279691454e-04,4.9546608352e-04,5.7289242250e-04,5.9965099354e-04,5.9650847106e-04,6.7585999204e-04,7.2416420153e-04
1.4500014400e+02,4.1450497520e-04,4.2622577894e-04,4.8850750318e-04,5.7400771766e-04,5.9581889218e-04,5.9487229009e-04,7.0542875619e-04,7.2140777775e-04
1.4600014400e+02,4.1392970161e-04,4.2012237827e-04,4.9431480875e-04,5.7197637943e-04,5.9292346123e-04,5.9465746745e-04,6.7183726060e-04,7.1940266935e-04
1.4700014400e+02,4.1401890485e-04,4.2101990402e-04,4.9842532462e-04,5.7192319218e-04,5.9089561546e-04,5.9404821513e-04,6.8808425567e-04,7.2272865509e-04
1.4800014400e+02,4.1277813580e-04,4.2918542022e-04,4.8957659601e-04,5.7200715673e-04,5.9240217524e-04,5.9268611949e-04,6.9370740675e-04,7.2024748079e-04
1.4900014400e+02,4.2225357902e-04,4.2772775487e-04,4.8731188144e-04,5.7413035393e-04,5.8749759773e-04,5.9362530010e-04,6.9468413130e-04,7.2462062235e-04
1.5000014400e+02,4.1194096411e-04,4.3082596676e-04,4.9281316024e-04,5.8474313846e-04,5.9408863308e-04,5.8948262449e-04,6.9146590249e-04,7.2061768151e-04
1.5100014400e+02,4.1376082663e-04,4.2290223064e-04,4.9190457503e-04,5.7222856412e-04,5.9842863266e-04,5.8983285271e-04,6.9193913077e-04,7.1938928158e-04
1.5200014400e+02,4.1175204387e-04,4.2372823373e-04,4.9388811021e-04,5.7552679209e-04,5.8682235249e-04,5.9852765844e-04,6.9177309342e-04,7.2183087468e-04
1.5300014400e+02,4.1373354179e-04,4.3180840294e-04,4.9591159041e-04,5.8552770497e-04,5.9049016272e-04,5.8285495470e-04,6.9149660703e-04,7.2314796853e-04
1.5400014400e+02,4.1860388592e-04,4.1640712880e-04,4.9259928346e-04,5.7214743720e-04,5.8725716372e-04,5.8893449022e-04,6.7612258135e-04,7.2452945460e-04
1.5500014400e+02,4.1371411498e-04,4.2938216211e-04,4.9501850299e-04,5.8375710069e-04,5.8837282268e-04,5.8946407080e-04,6.9011643063e-04,7.1869166277e-04
1.5600014400e+02,4.1884020902e-04,4.3265383283e-04,4.9232447054e-04,5.7522593124e-04,5.8829507907e-04,5.8999950852e-04,6.6857188358e-04,7.1975329774e-04
1.5700014400e+02,4.1876755859e-04,4.2947638576e-04,4.9619156925e-04,5.7096083765e-04,5.9274439991e-04,5.9026591771e-04,6.9277906732e-04,7.2228882345e-04
1.5800014400e+02,4.1411793063e-04,4.2151190428e-04,4.9774185754e-04,5.7138830016e-04,5.9115915064e-04,5.9003254137e-04,6.9325549703e-04,7.2893599281e-04
1.5900014400e+02,4.1909246647e-04,4.2916723032e-04,4.9641406804e-04,5.7264558563e-04,5.9239453549e-04,5.9042351495e-04,7.0165486250e-04,7.2598864790e-04
1.6000014400e+02,4.1336628783e-04,4.2925046728e-04,4.9597849284e-04,5.7214776461e-04,5.9191126638e-04,5.8935180277e-04,6.8820518209e-04,7.2675044066e-04
1.6100014400e+02,4.1429899284e-04,4.3187839765e-04,4.9786925956e-04,5.7245819335e-04,5.9727284679e-04,5.9027050156e-04,6.8858869781e-04,7.2500413808e-04
1.6200014400e+02,4.1359031457e-04,4.3480486056e-04,4.9472120736e-04,5.8574722061e-04,5.9584133851e-04,5.9821439208e-04,6.9558322139e-04,7.3062226875e-04
1.6300014400e+02,4.1918701754e-04,4.3000869482e-04,4.9331269111e-04,5.8290632296e-04,5.9722329752e-04,5.9741221776e-04,6.9236157287e-04,7.2847891715e-04
1.6400014400e+02,4.1408486140e-04,4.4227501348e-04,4.9810598284e-04,5.7362605730e-04,5.9110087022e-04,5.9830981627e-04,6.9203422754e-04,7.2713126428e-04
1.6500014400e+02,4.1438295739e-04,4.3841428123e-04,4.9594305892e-04,5.6763845350e-04,5.9532721934e-04,5.9122699895e-04,6.9424175308e-04,7.2923990956e-04
1.6600014400e+02,4.1421775677e-04,4.3705331336e-04,4.9309976021e-04,5.7559609559e-04,5.9699537815e-04,5.8958325099e-04,6.9489055022e-04,7.2885522968e-04
1.6700014400e+02,4.1445433453e-04,4.4012369472e-04,4.9695252528e-04,5.6836073782e-04,5.9250291088e-04,5.8899051510e-04,6.9233203249e-04,7.2964023275e-04
1.6800014400e+02,4.1409384721e-04,4.3716183427e-04,4.9842616136e-04,5.7923261920e-04,5.8532848925e-04,5.8890796936e-04,6.8458888563e-04,7.3125876952e-04
1.6900014400e+02,4.1401613998e-04,4.3760883273e-04,4.9767655582e-04,5.6624197896e-04,5.9910023992e-04,5.9041241911e-04,6.9955858635e-04,7.2950017056e-04
1.7000014400e+02,4.1912480810e-04,4.4172495109e-04,4.9784848670e-04,5.6828230299e-04,5.9911973949e-04,5.8979931055e-04,6.6742657509e-04,7.2945069405e-04
1.7100014400e+02,4.1425355448e-04,4.2868170567e-04,4.9783986469e-04,5.7723591453e-04,6.0159833083e-04,5.8955105487e-04,6.8620014645e-04,7.2884831752e-04
1.7200014400e+02,4.1353592678e-04,4.2614563426e-04,4.9624977692e-04,5.6508295529e-04,5.9346224589e-04,5.8997775341e-04,6.7554210545e-04,7.3238028563e-04
1.7300014400e+02,4.1359729948e-04,4.4050018914e-04,4.9305617722e-04,5.7079130784e-04,5.9856465668e-04,5.8950394305e-04,6.9477020588e-04,7.2701273893e-04
1.7400014400e+02,4.1422921640e-04,4.3000301957e-04,4.9236525228e-04,5.7798333728e-04,5.9918933403e-04,5.9790439991e-04,6.9808287662e-04,7.3335948400e-04
1.7500014400e+02,4.1908955609e-04,4.4080410589e-04,5.0103019021e-04,5.6478438637e-04,5.9067278926e-04,5.9707828768e-04,6.9973561040e-04,7.2912240284e-04
1.7600014400e+02,4.1418596084e-04,4.3071882828e-04,4.9444439355e-04,5.6419521570e-04,5.9104626416e-04,5.9784066252e-04,6.7807173764e-04,7.3401701229e-04
1.7700014400e+02,4.1303108446e-04,4.3941490731e-04,4.9557871534e-04,5.7658671722e-04,5.9555015469e-04,5.9011035773e-04,6.9386129326e-04,7.3542731116e-04
1.7800014400e+02,4.1340150347e-04,4.4120592065e-04,4.9734178901e-04,5.7669582020e-04,5.9384674387e-04,5.8548666857e-04,6.7237291660e-04,7.3124545452e-04
