# Saved on 2025-06-24T12:51:19.021874
# Name: Evan
# Sample_ID: Batch3_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -1.5
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2.3
#   Neg_Voltage: -1
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0002
#   max_gtarget: 0.0013
#   num_level: 12
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-06
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0002
#   max_gtarget: 0.0013
#   num_level: 6
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1
#   v_rst: -1
#   v_prg_max: 2.3
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-06
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: False
#   use_fine: False
#   use_ultra_fine: False
#   use_ultra_ultra_fine: False
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S),Conductance_Target_4 (S),Conductance_Target_5 (S),Conductance_Target_6 (S),Conductance_Target_7 (S)
4.9414400000e-01,2.0063775082e-04,3.1327759643e-04,4.1892413719e-04,5.0902966905e-04,5.7672656112e-04,6.9356086897e-04,7.8397402831e-04
4.9514400000e-01,2.0762894565e-04,3.0836541555e-04,4.1029288695e-04,5.0895458116e-04,5.8233261370e-04,6.9634814281e-04,7.8173659858e-04
4.9614400000e-01,2.0751585907e-04,3.0667390092e-04,4.1253220843e-04,5.0240760174e-04,5.8233094023e-04,6.9642592280e-04,7.9214230936e-04
4.9714400000e-01,2.1581048713e-04,3.0928389606e-04,4.0399387217e-04,4.9615151511e-04,5.9316455008e-04,6.9620917202e-04,7.8641227446e-04
4.9814400000e-01,2.1926953195e-04,3.1843945180e-04,4.0359136619e-04,4.9743390264e-04,5.9622099798e-04,6.9004920078e-04,7.8660363215e-04
4.9914400000e-01,2.2313870431e-04,3.1784740713e-04,3.9793754695e-04,5.0612081395e-04,5.9513258748e-04,6.8977002229e-04,7.8803714132e-04
5.0014400000e-01,2.1623191060e-04,3.2402542274e-04,4.0224254917e-04,5.0702248700e-04,5.9075773606e-04,6.8664747232e-04,7.9795063357e-04
5.0114400000e-01,2.1299381842e-04,3.1072657293e-04,4.0860180889e-04,4.9734073400e-04,5.8602181525e-04,7.0197027526e-04,7.9515557445e-04
5.0214400000e-01,2.1997073418e-04,3.1571667932e-04,4.0359602281e-04,5.0475406169e-04,5.9616148064e-04,6.9086774602e-04,7.9863581050e-04
5.0314400000e-01,2.1880003260e-04,3.1244395359e-04,4.0099002945e-04,5.0130391173e-04,5.9476118622e-04,6.9373447332e-04,7.8147379099e-04
5.0414400000e-01,2.1743044272e-04,3.1694999052e-04,4.0400234866e-04,5.1305843954e-04,5.8916237322e-04,6.8966073741e-04,7.9131226812e-04
5.0514400000e-01,2.0552464775e-04,3.1511695852e-04,4.1385275836e-04,5.0688351621e-04,5.8291421738e-04,6.9194546086e-04,7.8879900684e-04
5.0614400000e-01,2.0772777134e-04,3.1412255339e-04,4.1187398892e-04,5.1707873354e-04,5.8186058595e-04,6.9317524321e-04,7.9094897956e-04
5.0714400000e-01,2.0036364731e-04,3.1011528336e-04,4.1708601202e-04,5.0699378335e-04,5.7838231442e-04,6.9310808612e-04,7.9319084762e-04
5.0814400000e-01,2.1169151296e-04,3.0444280128e-04,4.0330043703e-04,5.0804912462e-04,5.9288478951e-04,7.0002744906e-04,7.9020464909e-04
5.0914400000e-01,2.0950888938e-04,3.0871458875e-04,4.1106646677e-04,5.0863538490e-04,5.8367619204e-04,6.9763562351e-04,7.9140954767e-04
5.1014400000e-01,2.0960347683e-04,3.1196654163e-04,4.0736060328e-04,5.0796486903e-04,5.8680729126e-04,6.9370391429e-04,7.8523604316e-04
5.1114400000e-01,2.0664374460e-04,3.1325045711e-04,4.1109065933e-04,5.0950453442e-04,5.8038694988e-04,6.9525944127e-04,7.9134690168e-04
5.1214400000e-01,2.0705329007e-04,3.0354354749e-04,4.0918977902e-04,5.0514594477e-04,5.8388824982e-04,7.0372218033e-04,7.9109937360e-04
5.1314400000e-01,2.1095724151e-04,3.1056428270e-04,4.0882689063e-04,5.0281982112e-04,5.8429428464e-04,6.9699191954e-04,7.8870201833e-04
5.1414400000e-01,2.1567913791e-04,3.1010622479e-04,4.0525261284e-04,4.9945479986e-04,5.8528374211e-04,6.9674242695e-04,7.8029457654e-04
5.1514400000e-01,2.2100046408e-04,3.1892759580e-04,3.9922797441e-04,5.1431579777e-04,5.9049409174e-04,6.8644782004e-04,7.8990000475e-04
5.1614400000e-01,2.1292242309e-04,3.1932569982e-04,4.0571434511e-04,5.0911970902e-04,5.9738558775e-04,6.9018540671e-04,7.8812452557e-04
5.1714400000e-01,2.1432284484e-04,3.2503423427e-04,4.0643248212e-04,5.0863171055e-04,5.8753659687e-04,6.8589113653e-04,7.9566467321e-04
5.1814400000e-01,2.1446336177e-04,3.1897878216e-04,4.0461618482e-04,5.0258782721e-04,5.8784266002e-04,6.8785091571e-04,7.9469093180e-04
5.1914400000e-01,2.2282514692e-04,3.1518837204e-04,3.9640581235e-04,5.0423917855e-04,5.9520636569e-04,6.9400390203e-04,7.9747704149e-04
5.2014400000e-01,2.1632167773e-04,3.1932260754e-04,4.0486909711e-04,5.0439750339e-04,5.8981211623e-04,6.9150904892e-04,7.9751800513e-04
5.2114400000e-01,2.1690411813e-04,3.2054955227e-04,4.0364961023e-04,5.0688802730e-04,5.9031794081e-04,6.9099362008e-04,7.8913493780e-04
5.2214400000e-01,2.0908040824e-04,3.1907577068e-04,4.1213723307e-04,5.1190130762e-04,5.7669956732e-04,6.9079484092e-04,7.9593126429e-04
5.2314400000e-01,2.0547007807e-04,3.0838673410e-04,4.1309613152e-04,5.1401693781e-04,5.8220681240e-04,6.9845198595e-04,7.9516474216e-04
5.2414400000e-01,2.0148980184e-04,3.0932093068e-04,4.1764895286e-04,5.0996495702e-04,5.7763460063e-04,6.9803099905e-04,7.9433928477e-04
5.2514400000e-01,2.1000822017e-04,3.0399776733e-04,4.1413550207e-04,5.0999155064e-04,5.8227309637e-04,7.0073743700e-04,7.8417877376e-04
5.2614400000e-01,2.1089645088e-04,3.1729196053e-04,4.0928971430e-04,5.1498729590e-04,5.8641016949e-04,6.8501605710e-04,7.8748300439e-04
5.2714400000e-01,2.0437799321e-04,3.1050491089e-04,4.1259951104e-04,5.1416252973e-04,5.8416633692e-04,6.9656569394e-04,7.8408076661e-04
5.2814400000e-01,2.0550331101e-04,3.1295938243e-04,4.1362145566e-04,5.1416835049e-04,5.9101206716e-04,6.9303241617e-04,8.0016870925e-04
5.2914400000e-01,2.0717910957e-04,3.0848146707e-04,4.1105940909e-04,5.0209106121e-04,5.8215886384e-04,6.9795525633e-04,7.9095225374e-04
5.3014400000e-01,2.1823187126e-04,3.0998748116e-04,4.0298036765e-04,5.0545695558e-04,5.9585017880e-04,6.9620720751e-04,7.9130972154e-04
5.3114400000e-01,2.1708352506e-04,3.1181694794e-04,4.0364637243e-04,4.9901398597e-04,5.9729711211e-04,6.9610454375e-04,7.9146244389e-04
5.3214400000e-01,2.2665584765e-04,3.1605566619e-04,3.9939961425e-04,5.0831487897e-04,5.9296664404e-04,6.9540619734e-04,7.8974408098e-04
5.3314400000e-01,2.1152469344e-04,3.2153700886e-04,4.1165880248e-04,5.0818314776e-04,5.7905454014e-04,6.8801113230e-04,7.9145735072e-04
5.3414400000e-01,2.1476942493e-04,3.1772779039e-04,4.0529899707e-04,5.0682399888e-04,5.8853820519e-04,6.9153771619e-04,7.9198041931e-04
5.3514400000e-01,2.1407375243e-04,3.1623167160e-04,4.0687074943e-04,5.0665505114e-04,5.8470723161e-04,6.9346075179e-04,7.9658057075e-04
5.3614400000e-01,2.1749419830e-04,3.1577335903e-04,4.0442431782e-04,5.0516078772e-04,5.9062116634e-04,6.9368994446e-04,7.8979508544e-04
5.3714400000e-01,2.1691232178e-04,3.2428426493e-04,4.0421127778e-04,5.1008682931e-04,5.8802743297e-04,6.8471112172e-04,7.9124700278e-04
5.3814400000e-01,2.1630739866e-04,3.1753992516e-04,4.0618680941e-04,5.1169081416e-04,5.8842357248e-04,6.9112276833e-04,7.9450910562e-04
5.3914400000e-01,2.0876401322e-04,3.1808434869e-04,4.0987895773e-04,5.1374820032e-04,5.8757264924e-04,6.8989429565e-04,8.0253303167e-04
5.4014400000e-01,2.0327799575e-04,3.0890474591e-04,4.1486284317e-04,4.9791993661e-04,5.8657431509e-04,7.0232737926e-04,7.9191973782e-04
5.4114400000e-01,2.1149953682e-04,3.0872957723e-04,4.0937044105e-04,5.0257538533e-04,5.8849778725e-04,6.9713147241e-04,7.9337245552e-04
5.4214400000e-01,2.1157644369e-04,3.0251379940e-04,4.0932311094e-04,5.0752772950e-04,5.8390000049e-04,7.0233756560e-04,7.8709126683e-04
5.4314400000e-01,2.1000467314e-04,3.0795741623e-04,4.0930062823e-04,5.1727325626e-04,5.8575871662e-04,6.9956433435e-04,7.8771416156e-04
5.4414400000e-01,2.0156176106e-04,3.1293999200e-04,4.1834635340e-04,5.1170070947e-04,5.8125282521e-04,6.9408750278e-04,7.8488192230e-04
5.4514400000e-01,2.0756207959e-04,3.0827959563e-04,4.1106690333e-04,5.1215534768e-04,5.8239016653e-04,6.9710164098e-04,7.8525670688e-04
5.4614400000e-01,2.0783931177e-04,3.0777406209e-04,4.1216957470e-04,5.0795963034e-04,5.8209738199e-04,6.9657900895e-04,7.9296223703e-04
5.4714400000e-01,2.1451141947e-04,3.0911905924e-04,4.0352890210e-04,5.0320944865e-04,5.9304526076e-04,6.9623856689e-04,7.8723685874e-04
5.4814400000e-01,2.1872312573e-04,3.1768649933e-04,4.0268234443e-04,5.0265978643e-04,5.8935405832e-04,6.8919849582e-04,7.8752993431e-04
5.4914400000e-01,2.2340234864e-04,3.1870069506e-04,3.9905069571e-04,5.0516613555e-04,5.9442234488e-04,6.8893990829e-04,7.8935598140e-04
5.5014400000e-01,2.1646021196e-04,3.2501091482e-04,4.0246930439e-04,5.0877533795e-04,5.9031353885e-04,6.8552326411e-04,7.9868688772e-04
5.5114400000e-01,2.1357554942e-04,3.0975166737e-04,4.0833845560e-04,5.0089776778e-04,5.8636378526e-04,7.0175919973e-04,7.9541008745e-04
5.5214400000e-01,2.1953219402e-04,3.1824478356e-04,4.0236667701e-04,5.0478898629e-04,5.8917325077e-04,6.9119771069e-04,7.9883888247e-04
5.5314400000e-01,2.1893900339e-04,3.1480016332e-04,4.0166123654e-04,5.0546117563e-04,5.8782232372e-04,6.9522393460e-04,7.8320626926e-04
5.5414400000e-01,2.1769721570e-04,3.1884886994e-04,4.0400813305e-04,5.1626895583e-04,5.8950859966e-04,6.9043388066e-04,7.9230347183e-04
5.5514400000e-01,2.0554218281e-04,3.1757143006e-04,4.1289960791e-04,5.1290717238e-04,5.8919122239e-04,6.9131536293e-04,7.8920333181e-04
5.5614400000e-01,2.0638206479e-04,3.1614217733e-04,4.1153823986e-04,5.1924649597e-04,5.8117493609e-04,6.9242145400e-04,7.9069366620e-04
5.5714400000e-01,2.0057654183e-04,3.1212712202e-04,4.1639174015e-04,5.0592727348e-04,5.7839857618e-04,6.9283167250e-04,7.9283978266e-04
5.5814400000e-01,2.1227819161e-04,3.0568189686e-04,4.0273185732e-04,5.0660517445e-04,5.9287191107e-04,6.9990695920e-04,7.9120669398e-04
5.5914400000e-01,2.1014166123e-04,3.1032028346e-04,4.0993891162e-04,5.0746071793e-04,5.8325844293e-04,6.9747482485e-04,7.9153745901e-04
5.6014400000e-01,2.0953448256e-04,3.1277260859e-04,4.0787152102e-04,5.0465863751e-04,5.8613903093e-04,6.9471927418e-04,7.8372519056e-04
5.6114400000e-01,2.0706842406e-04,3.1152248994e-04,4.1096074710e-04,5.1041126426e-04,5.7969817135e-04,6.9510097092e-04,7.9380057286e-04
5.6214400000e-01,2.0703802875e-04,3.0245202652e-04,4.0981409256e-04,5.0438422477e-04,5.8423844166e-04,7.0418092946e-04,7.9255369201e-04
5.6314400000e-01,2.1080610168e-04,3.1010411476e-04,4.0915318095e-04,4.9948728702e-04,5.8417099353e-04,6.9963665737e-04,7.8860830399e-04
5.6414400000e-01,2.1604486392e-04,3.0927680200e-04,4.0527807869e-04,4.9507667427e-04,5.8420777350e-04,6.9815709139e-04,7.8058634244e-04
5.6514400000e-01,2.2066711608e-04,3.1886753277e-04,3.9999209548e-04,5.1360031648e-04,5.9246533056e-04,6.8709574407e-04,7.9162840848e-04
5.6614400000e-01,2.1308853320e-04,3.1889383536e-04,4.0650134906e-04,5.0743572501e-04,5.9110396251e-04,6.9102075940e-04,7.8876735643e-04
5.6714400000e-01,2.1759684387e-04,3.2540083339e-04,4.0734463255e-04,5.0851209380e-04,5.8730503952e-04,6.8574001489e-04,7.9753641330e-04
5.6814400000e-01,2.1380896214e-04,3.1875330023e-04,4.0590985009e-04,5.0068287237e-04,5.8849720517e-04,6.8819404987e-04,7.9627068772e-04
5.6914400000e-01,2.2220749088e-04,3.1506337109e-04,3.9739778003e-04,5.0753267715e-04,5.9517726186e-04,6.9483874540e-04,7.9754230683e-04
5.7014400000e-01,2.1630470656e-04,3.1971449062e-04,4.0609349526e-04,5.0800288591e-04,5.9038775362e-04,6.9101057306e-04,7.9887744505e-04
5.7114400000e-01,2.1679399651e-04,3.2013533200e-04,4.0247905417e-04,5.1091923524e-04,5.9585454437e-04,6.9204863394e-04,7.9056248069e-04
5.7214400000e-01,2.1204154109e-04,3.1874948036e-04,4.1147432057e-04,5.1503902796e-04,5.7873687183e-04,6.9248293585e-04,7.9634337453e-04
5.7314400000e-01,2.0538045646e-04,3.0901173886e-04,4.1261915612e-04,5.1708324463e-04,5.8188023104e-04,6.9821377110e-04,7.9538629507e-04
5.7414400000e-01,2.0147510440e-04,3.0957355193e-04,4.1720744775e-04,5.0923084927e-04,5.7754143199e-04,6.9854388130e-04,7.9330449807e-04
5.7514400000e-01,2.0791509087e-04,3.0394219721e-04,4.1294912080e-04,5.0314243708e-04,5.8228881244e-04,7.0076384873e-04,7.8395605669e-04
5.7614400000e-01,2.1115642085e-04,3.1717067031e-04,4.0840728616e-04,5.1316234021e-04,5.8481862652e-04,6.8500936322e-04,7.8672470408e-04
5.7714400000e-01,2.0393212253e-04,3.1004430639e-04,4.1328501538e-04,5.1380982768e-04,5.8356268710e-04,6.9726622314e-04,7.8389093687e-04
5.7814400000e-01,2.0546429369e-04,3.1334078813e-04,4.1325572965e-04,5.1285613154e-04,5.8230576542e-04,6.9324036303e-04,7.9796292994e-04
5.7914400000e-01,2.0627532649e-04,3.0932529626e-04,4.1167098971e-04,5.0192495110e-04,5.8270539739e-04,6.9737267040e-04,7.9076096881e-04
5.8014400000e-01,2.1796891815e-04,3.0975945265e-04,4.0282528062e-04,5.0258247938e-04,5.8835837990e-04,6.9797926699e-04,7.9241472122e-04
5.8114400000e-01,2.1648707843e-04,3.1219104130e-04,4.0356309910e-04,4.9665097322e-04,5.9067191614e-04,6.9562658609e-04,7.9217970779e-04
5.8214400000e-01,2.2390831873e-04,3.1726962334e-04,3.9857004595e-04,5.0544902479e-04,5.9428690292e-04,6.9550740591e-04,7.8917124483e-04
5.8314400000e-01,2.1157262381e-04,3.2191899663e-04,4.1132163460e-04,5.0522878155e-04,5.7720582845e-04,6.8763365562e-04,7.9201490735e-04
5.8414400000e-01,2.1444810045e-04,3.1795992982e-04,4.0396658733e-04,5.0463644584e-04,5.8814577642e-04,6.9085617724e-04,7.9182005720e-04
5.8514400000e-01,2.1419969926e-04,3.1538867916e-04,4.0732269554e-04,5.0344595365e-04,5.8364919823e-04,6.9386456744e-04,7.9561505117e-04
5.8614400000e-01,2.1785639547e-04,3.1596475310e-04,4.0379069105e-04,5.0178456149e-04,5.9004494688e-04,6.9278161391e-04,7.8882148955e-04
5.8714400000e-01,2.1788904633e-04,3.2437092159e-04,4.0371392970e-04,5.1022325351e-04,5.8814210206e-04,6.8455781729e-04,7.9014680523e-04
5.8814400000e-01,2.1385136279e-04,3.1830204534e-04,4.0656836063e-04,5.1359776990e-04,5.8891666413e-04,6.9116395025e-04,7.9518809798e-04
5.8914400000e-01,2.0833311282e-04,3.1904211937e-04,4.1045532271e-04,5.1737079048e-04,5.8655874454e-04,6.9013265602e-04,8.0212092143e-04
5.9014400000e-01,2.0314864742e-04,3.0899493140e-04,4.1459930799e-04,5.0636852393e-04,5.8044446632e-04,7.0076821430e-04,7.9086697951e-04
5.9114400000e-01,2.1222094801e-04,3.0826686270e-04,4.0934501158e-04,5.0767350331e-04,5.8068340877e-04,6.9647081546e-04,7.9398021626e-04
5.9214400000e-01,2.0972689526e-04,3.0240353226e-04,4.0877006541e-04,5.0576851208e-04,5.8382338466e-04,7.0202317147e-04,7.8626762843e-04
5.9314400000e-01,2.1255062165e-04,3.0972736567e-04,4.0878814616e-04,5.1476930821e-04,5.9307083575e-04,6.9849229476e-04,7.8718185250e-04
5.9414400000e-01,2.0135308660e-04,3.1396084523e-04,4.1808805690e-04,5.0830360124e-04,5.7755627495e-04,6.9351750426e-04,7.8468146967e-04
5.9514400000e-01,2.0761877749e-04,3.0954415706e-04,4.0998060285e-04,5.0951257435e-04,5.8899033320e-04,6.9601759606e-04,7.8388256952e-04
5.9614400000e-01,2.0785189918e-04,3.0694263842e-04,4.1152452468e-04,5.0468901463e-04,5.8185578382e-04,6.9678259024e-04,7.9324439866e-04
5.9714400000e-01,2.1817149900e-04,3.0858042010e-04,4.0322382119e-04,5.0303966418e-04,5.9307054471e-04,6.9637397246e-04,7.8657380072e-04
5.9814400000e-01,2.2130272555e-04,3.1710915209e-04,4.0253857151e-04,5.0186969020e-04,5.8963356423e-04,6.8988338171e-04,7.8706339991e-04
5.9914400000e-01,2.2309204724e-04,3.1816547562e-04,3.9763726818e-04,5.0222224672e-04,5.9522208176e-04,6.8872133852e-04,7.8818586189e-04
6.0014400000e-01,2.1785497665e-04,3.2320902392e-04,4.0262242692e-04,5.0741011364e-04,5.8871915826e-04,6.8714929512e-04,7.9786819697e-04
6.0114400000e-01,2.1548970835e-04,3.1031078834e-04,4.0857608838e-04,4.9920963647e-04,5.8716283093e-04,7.0253292506e-04,7.9349083535e-04
6.0214400000e-01,2.2056179660e-04,3.1711027987e-04,4.0357313992e-04,5.0112477766e-04,5.9524511016e-04,6.9154928497e-04,7.9825244029e-04
6.0314400000e-01,2.1810576072e-04,3.1436939025e-04,4.0249276935e-04,5.0587230362e-04,5.8857243857e-04,6.9450397859e-04,7.8315933933e-04
6.0414400000e-01,2.1694046154e-04,3.1838277209e-04,4.0370872739e-04,5.1581770094e-04,5.8876230469e-04,6.8928668043e-04,7.9188015661e-04
6.0514400000e-01,2.0574334485e-04,3.1771916838e-04,4.1311901441e-04,5.1263261412e-04,5.8330864704e-04,6.9287736551e-04,7.8895100160e-04
6.0614400000e-01,2.0714249331e-04,3.1635878258e-04,4.1168554162e-04,5.1957475080e-04,5.8144254581e-04,6.9265639468e-04,7.8964258137e-04
6.0714400000e-01,2.0036957721e-04,3.1140189094e-04,4.1679792048e-04,5.0515118346e-04,5.7892826590e-04,6.9310379331e-04,7.9367018770e-04
6.0814400000e-01,2.1173746063e-04,3.0443317883e-04,4.0311962948e-04,5.0817168813e-04,5.9316440456e-04,7.0013389632e-04,7.9030825873e-04
6.0914400000e-01,2.1013558580e-04,3.0856925150e-04,4.1173403588e-04,5.0782178732e-04,5.9188132582e-04,6.9798225013e-04,7.9082143202e-04
6.1014400000e-01,2.0972589482e-04,3.1247462175e-04,4.0892569814e-04,5.0608985475e-04,5.8661644289e-04,6.9476198405e-04,7.8518583905e-04
6.1114400000e-01,2.0605564714e-04,3.1130082789e-04,4.1147686716e-04,5.0983930123e-04,5.7966622990e-04,6.9570516644e-04,7.9406221630e-04
6.1214400000e-01,2.0746650989e-04,3.0338223951e-04,4.1198582039e-04,5.0558843213e-04,5.8471301600e-04,7.0302856329e-04,7.9215555161e-04
6.1314400000e-01,2.1124096747e-04,3.1016446883e-04,4.0978735342e-04,5.0662001740e-04,5.9069920098e-04,6.9696296123e-04,7.8869183199e-04
6.1414400000e-01,2.1563249902e-04,3.1125542591e-04,4.0592665755e-04,5.0273134548e-04,5.8514320699e-04,6.9792993600e-04,7.8145661973e-04
6.1514400000e-01,2.2153217287e-04,3.1881198083e-04,4.0088285459e-04,5.1262613852e-04,5.9193265770e-04,6.8667912274e-04,7.9089993960e-04
6.1614400000e-01,2.1242352886e-04,3.1960065826e-04,4.0550497943e-04,5.0772097893e-04,5.9813344706e-04,6.9042711402e-04,7.8879522334e-04
6.1714400000e-01,2.1517162168e-04,3.2523414120e-04,4.0727889427e-04,5.0789531088e-04,5.8750083554e-04,6.8621724495e-04,7.9561534221e-04
6.1814400000e-01,2.1390154870e-04,3.1982319342e-04,4.0616727347e-04,5.0212260248e-04,5.8642359363e-04,6.8803572503e-04,7.9527235357e-04
6.1914400000e-01,2.2211503165e-04,3.1445986679e-04,3.9812755858e-04,5.0831742556e-04,5.9463411162e-04,6.9507383159e-04,7.9759956861e-04
6.2014400000e-01,2.1616984668e-04,3.1855804991e-04,4.0661416278e-04,5.0428257964e-04,5.8998131863e-04,6.9174326200e-04,7.9985598859e-04
6.2114400000e-01,2.1621890482e-04,3.2027586713e-04,4.0353297663e-04,5.0882692449e-04,5.9026308008e-04,6.9100860856e-04,7.9029792687e-04
6.2214400000e-01,2.0893125111e-04,3.1840158044e-04,4.1221624997e-04,5.1218365115e-04,5.8063687902e-04,6.9171190262e-04,7.9730722064e-04
6.2314400000e-01,2.0531486371e-04,3.0978859286e-04,4.1298826545e-04,5.1451159379e-04,5.8287943830e-04,6.9864967372e-04,7.9533863754e-04
6.2414400000e-01,2.0119503461e-04,3.0974602851e-04,4.1873441660e-04,5.1074574003e-04,5.8078447182e-04,6.9798050390e-04,7.9318429925e-04
6.2514400000e-01,2.0818963094e-04,3.0317343771e-04,4.1364844947e-04,5.0716782425e-04,5.8452980738e-04,7.0069821959e-04,7.8301753092e-04
6.2614400000e-01,2.1108291548e-04,3.1669438613e-04,4.0910777898e-04,5.1750892453e-04,5.8600853663e-04,6.8482091592e-04,7.8663535533e-04
6.2714400000e-01,2.0398483684e-04,3.1036295695e-04,4.1281309677e-04,5.1019356761e-04,5.8962916228e-04,6.9742935011e-04,7.8329350799e-04
6.2814400000e-01,2.0557186872e-04,3.1290819607e-04,4.1410097765e-04,5.0377802836e-04,5.8971567341e-04,6.9318564783e-04,7.9833880591e-04
6.2914400000e-01,2.0908420993e-04,3.0857208912e-04,4.1243409214e-04,5.0301659940e-04,5.9006968513e-04,6.9616660767e-04,7.8974364442e-04
6.3014400000e-01,2.2026266379e-04,3.0960509321e-04,4.0289909521e-04,5.0345657655e-04,5.8865443862e-04,6.9626286859e-04,7.9083911260e-04
6.3114400000e-01,2.1663425287e-04,3.1095107261e-04,4.0363393055e-04,4.9388774642e-04,5.9010897530e-04,6.9642534072e-04,7.9119992733e-04
6.3214400000e-01,2.2321461074e-04,3.1831659726e-04,3.9829039451e-04,5.0456194003e-04,5.9338992287e-04,6.9626556069e-04,7.8784069046e-04
6.3314400000e-01,2.1176601877e-04,3.2515385101e-04,4.1203937144e-04,5.0168815505e-04,5.7912082411e-04,6.8769710197e-04,7.9128614743e-04
6.3414400000e-01,2.1490075596e-04,3.1919647881e-04,4.0496222937e-04,5.0095768529e-04,5.8861751313e-04,6.9141133281e-04,7.9149620433e-04
6.3514400000e-01,2.1487334379e-04,3.1492189009e-04,4.0748600441e-04,5.0007471145e-04,5.8585301304e-04,6.9356399763e-04,7.9732788436e-04
6.3614400000e-01,2.1748175641e-04,3.1482857594e-04,4.0383070882e-04,5.0260918215e-04,5.9251862695e-04,6.9298999733e-04,7.8747660154e-04
6.3714400000e-01,2.1745730919e-04,3.2482897950e-04,4.0400176658e-04,5.0719016144e-04,5.8837831602e-04,6.8482986535e-04,7.9013894720e-04
6.3814400000e-01,2.1268788259e-04,3.1916581065e-04,4.0590279241e-04,5.0962724345e-04,5.8847657783e-04,6.8903405918e-04,7.9367076978e-04
6.3914400000e-01,2.0803920052e-04,3.1944939110e-04,4.1008959670e-04,5.1350827562e-04,5.9372508986e-04,6.9079047535e-04,8.0072823039e-04
6.4014400000e-01,2.0258019504e-04,3.0905881431e-04,4.1502895328e-04,5.0405258662e-04,5.8144029026e-04,7.0116191637e-04,7.9146964708e-04
6.4114400000e-01,2.1073712560e-04,3.0944207538e-04,4.1100287490e-04,5.0784696214e-04,5.8039018768e-04,6.9724555942e-04,7.9319193901e-04
6.4214400000e-01,2.0969437173e-04,3.0349645385e-04,4.0954517317e-04,5.0625865697e-04,5.8378958784e-04,7.0158479502e-04,7.8755423601e-04
6.4314400000e-01,2.0971798222e-04,3.1072275306e-04,4.0891653043e-04,5.1535243983e-04,5.8583111240e-04,6.9949717727e-04,7.8594006482e-04
6.4414400000e-01,2.0092955310e-04,3.1223444239e-04,4.1865623643e-04,5.0805378123e-04,5.7687488152e-04,6.9383204391e-04,7.8393997683e-04
6.4514400000e-01,2.0727100491e-04,3.0900184356e-04,4.1114777559e-04,5.1044477004e-04,5.8294488554e-04,6.9726338552e-04,7.8306788055e-04
6.4614400000e-01,2.0660938389e-04,3.0698534829e-04,4.1264545871e-04,5.0512076996e-04,5.8747129515e-04,6.9630405051e-04,7.9111632658e-04
6.4714400000e-01,2.1414443836e-04,3.0857972888e-04,4.0252078179e-04,4.9747632147e-04,6.0076985392e-04,6.9676178100e-04,7.8607692558e-04
6.4814400000e-01,2.1839401597e-04,3.1848652725e-04,4.0249873564e-04,5.0196242228e-04,5.9045280068e-04,6.9040041126e-04,7.8694109106e-04
6.4914400000e-01,2.2275728043e-04,3.1749579648e-04,3.9734561142e-04,5.0400718465e-04,5.9538167989e-04,6.9001180236e-04,7.8873541497e-04
6.5014400000e-01,2.1687683329e-04,3.2399941119e-04,4.0136859752e-04,5.1059774705e-04,5.8925808844e-04,6.8650027970e-04,7.9773744801e-04
