# Saved on 2025-06-24T12:58:57.515812
# Name: Evan
# Sample_ID: Batch3_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -1.5
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2.3
#   Neg_Voltage: -1
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0002
#   max_gtarget: 0.0013
#   num_level: 12
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0002
#   max_gtarget: 0.0013
#   num_level: 6
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1
#   v_rst: -1
#   v_prg_max: 2.3
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: False
#   use_fine: False
#   use_ultra_fine: False
#   use_ultra_ultra_fine: False
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S),Conductance_Target_4 (S),Conductance_Target_5 (S),Conductance_Target_6 (S)
4.1014400000e-01,2.0686866264e-04,2.7362872061e-04,4.1471721488e-04,4.8023874115e-04,6.0330465203e-04,6.8518835178e-04
4.1114400000e-01,2.1029165509e-04,2.8747028409e-04,4.1316612624e-04,4.8818616051e-04,6.0262536863e-04,6.9307694503e-04
4.1214400000e-01,2.1602296329e-04,2.7929569114e-04,4.1761137254e-04,4.8709094699e-04,6.0439389927e-04,6.8716501119e-04
4.1314400000e-01,2.0480776584e-04,2.8219830710e-04,4.0438346332e-04,4.9171361752e-04,5.9011039411e-04,6.8735389505e-04
4.1414400000e-01,2.1045918402e-04,2.7910102290e-04,4.1347473598e-04,4.9640329962e-04,5.9861467889e-04,6.7516346462e-04
4.1514400000e-01,2.0911418687e-04,2.7967824280e-04,4.0848477511e-04,4.9988102546e-04,5.9690704802e-04,6.7920838774e-04
4.1614400000e-01,2.1672161893e-04,2.8078982723e-04,4.1721355956e-04,4.8999754654e-04,5.9809415689e-04,6.7349676101e-04
4.1714400000e-01,2.1114907213e-04,2.8629874578e-04,4.1500774387e-04,4.8779216741e-04,5.9925889218e-04,6.7796587246e-04
4.1814400000e-01,2.1117239157e-04,2.9179904232e-04,4.1660776333e-04,4.9613398005e-04,5.9707148466e-04,6.8224122515e-04
4.1914400000e-01,2.0402683731e-04,2.8771797588e-04,4.1290993977e-04,4.9385678722e-04,5.9565238189e-04,6.8014640419e-04
4.2014400000e-01,1.9933375370e-04,2.8491049306e-04,4.0220027586e-04,4.9243179092e-04,5.8743142290e-04,6.8063804065e-04
4.2114400000e-01,1.9687788154e-04,2.8684840800e-04,4.0397393605e-04,4.8166417400e-04,5.9344532929e-04,6.8075918534e-04
4.2214400000e-01,2.0294053684e-04,2.9460326914e-04,4.1112783947e-04,4.8462363338e-04,5.9429254179e-04,6.8614455813e-04
4.2314400000e-01,2.0523668354e-04,2.8816752092e-04,4.1082104872e-04,4.7980698582e-04,5.9238587710e-04,6.8858564191e-04
4.2414400000e-01,1.9661365513e-04,2.8783106245e-04,3.9849142922e-04,4.9270885938e-04,5.8454010286e-04,6.9134250225e-04
4.2514400000e-01,2.0013136236e-04,2.7801854230e-04,4.0655533667e-04,4.8231264373e-04,5.9375393903e-04,6.7506494815e-04
4.2614400000e-01,2.0091287297e-04,2.7795393180e-04,4.0406255721e-04,4.8929603508e-04,5.9234604123e-04,6.8667701271e-04
4.2714400000e-01,2.1270570869e-04,2.7205469451e-04,4.1900668293e-04,4.8863032134e-04,5.9966900153e-04,6.8470872066e-04
4.2814400000e-01,2.1101732273e-04,2.7717145713e-04,4.1347459046e-04,4.8189504014e-04,5.9840120230e-04,6.8810819357e-04
4.2914400000e-01,2.1870871933e-04,2.8518221370e-04,4.1976258217e-04,4.9050093367e-04,6.0169400967e-04,6.8461282353e-04
4.3014400000e-01,2.0878422220e-04,2.8022688639e-04,4.0682141844e-04,4.9378737458e-04,6.0263679188e-04,6.8559449574e-04
4.3114400000e-01,2.0893663532e-04,2.7708889320e-04,4.0827766497e-04,4.9474390835e-04,5.9560050431e-04,6.8510591518e-04
4.3214400000e-01,2.0936766305e-04,2.8030959584e-04,4.1063613025e-04,4.8826703278e-04,6.0025882703e-04,6.7730397859e-04
4.3314400000e-01,2.1259769710e-04,2.8843669497e-04,4.1851599235e-04,4.8963564041e-04,6.0104979639e-04,6.8071116402e-04
4.3414400000e-01,2.1205836674e-04,2.8855431083e-04,4.1195358790e-04,4.8452679039e-04,6.0066609876e-04,6.8301167630e-04
4.3514400000e-01,2.0571507775e-04,2.9549348255e-04,4.0652961616e-04,4.9438567657e-04,5.9166010033e-04,6.8387387728e-04
4.3614400000e-01,2.0156727260e-04,2.8122256481e-04,4.0685899876e-04,4.9213886086e-04,5.9263868025e-04,6.7345135903e-04
4.3714400000e-01,1.9650762624e-04,2.8838665457e-04,4.0575559979e-04,4.9434693210e-04,5.8876470575e-04,6.8022498454e-04
4.3814400000e-01,2.0761821361e-04,2.8649370506e-04,4.1753050027e-04,4.8076759413e-04,6.0225920606e-04,6.7960703745e-04
4.3914400000e-01,2.0273711925e-04,2.8975271562e-04,4.0734968934e-04,4.8308607802e-04,5.9521131334e-04,6.9181158324e-04
4.4014400000e-01,2.0510704417e-04,2.8912631024e-04,4.1100640374e-04,4.8085963499e-04,5.9624602727e-04,6.8708810431e-04
4.4114400000e-01,1.9648698071e-04,2.8561184081e-04,4.0461516619e-04,4.7903042287e-04,5.9509202401e-04,6.9202571467e-04
4.4214400000e-01,2.0113722712e-04,2.8212522011e-04,4.0301358240e-04,4.8806061386e-04,5.9477406467e-04,6.8820532761e-04
4.4314400000e-01,2.0158409825e-04,2.7640819098e-04,4.0760616685e-04,4.8150624934e-04,5.9566809796e-04,6.8327419285e-04
4.4414400000e-01,2.0795268938e-04,2.8056547308e-04,4.0998442273e-04,4.8441510444e-04,5.9805555793e-04,6.8687448220e-04
4.4514400000e-01,2.1350500901e-04,2.8282358471e-04,4.1959607188e-04,4.8533202062e-04,6.0359245253e-04,6.8615561759e-04
4.4614400000e-01,2.1545281925e-04,2.8188276701e-04,4.1992261686e-04,4.9655314797e-04,5.9725753090e-04,6.8646688305e-04
4.4714400000e-01,2.0845554900e-04,2.7293486710e-04,4.1477618652e-04,4.8674304708e-04,5.9785226767e-04,6.7983681220e-04
4.4814400000e-01,2.0703180780e-04,2.7956712074e-04,4.1651714128e-04,4.9826288887e-04,5.9948652051e-04,6.7839311669e-04
4.4914400000e-01,2.1621946871e-04,2.7847079764e-04,4.1847612010e-04,4.8923371651e-04,6.0586655309e-04,6.7630055128e-04
4.5014400000e-01,2.1238916815e-04,2.8869158996e-04,4.1354935092e-04,4.9175672757e-04,5.9670830524e-04,6.9142406574e-04
4.5114400000e-01,2.1280904548e-04,2.8942487916e-04,4.1829644033e-04,4.9094047426e-04,5.9828005760e-04,6.8000103056e-04
4.5214400000e-01,2.0007340936e-04,2.9474436815e-04,4.0143815568e-04,4.8600835726e-04,5.9078134655e-04,6.8375316914e-04
4.5314400000e-01,2.0183460947e-04,2.8823877074e-04,4.0434191760e-04,4.9366666644e-04,5.9284080635e-04,6.8002693297e-04
4.5414400000e-01,1.9419678210e-04,2.8501948691e-04,3.9885362639e-04,4.9117457820e-04,5.9009045799e-04,6.8173365435e-04
4.5514400000e-01,2.0307074010e-04,2.9066257412e-04,4.0442519094e-04,4.8301058996e-04,5.9007237724e-04,6.8241199187e-04
4.5614400000e-01,2.0325707737e-04,2.9109389288e-04,4.1027436964e-04,4.8175323172e-04,5.9720619902e-04,6.8216060754e-04
4.5714400000e-01,2.0295481590e-04,2.8864182241e-04,4.0825674660e-04,4.9108522944e-04,5.9120560763e-04,6.8930785346e-04
4.5814400000e-01,1.9956094548e-04,2.7850499464e-04,4.0493749111e-04,4.8784433602e-04,5.9179525124e-04,6.8666042353e-04
4.5914400000e-01,2.0128609322e-04,2.7882450013e-04,4.0861963498e-04,4.8387224524e-04,5.9200800024e-04,6.8435991125e-04
4.6014400000e-01,2.0725261493e-04,2.7282361771e-04,4.1431503632e-04,4.7976274800e-04,6.0140038840e-04,6.8349276262e-04
4.6114400000e-01,2.1083353204e-04,2.8591310183e-04,4.1973093175e-04,4.8708076065e-04,5.9870275436e-04,6.9341156632e-04
4.6214400000e-01,2.1627827664e-04,2.8142627343e-04,4.1899609641e-04,4.8415258789e-04,6.0289919929e-04,6.8628542067e-04
4.6314400000e-01,2.0362660507e-04,2.8181617381e-04,4.0263119445e-04,4.9182261137e-04,5.8953643020e-04,6.8687091698e-04
4.6414400000e-01,2.1046455004e-04,2.7894169762e-04,4.1364961362e-04,4.9369125918e-04,5.9717112890e-04,6.7683620728e-04
4.6514400000e-01,2.0824121748e-04,2.7886197131e-04,4.1019364289e-04,4.9889058573e-04,5.9648169554e-04,6.7934408435e-04
4.6614400000e-01,2.1548461518e-04,2.8180684239e-04,4.2126466724e-04,4.9299713282e-04,5.9706580942e-04,6.7506414780e-04
4.6714400000e-01,2.1105717678e-04,2.8650090826e-04,4.1814913857e-04,4.8760015488e-04,5.9838097513e-04,6.7784829298e-04
4.6814400000e-01,2.0982019123e-04,2.9104794521e-04,4.0925198846e-04,4.9690857850e-04,5.9619469539e-04,6.8267916504e-04
4.6914400000e-01,2.0402414521e-04,2.8735521482e-04,4.1253912059e-04,4.9418209528e-04,5.9385445638e-04,6.7942200985e-04
4.7014400000e-01,1.9913839424e-04,2.8512735298e-04,4.0708280721e-04,4.9183236115e-04,5.8840319980e-04,6.8030327384e-04
4.7114400000e-01,1.9777713533e-04,2.8713651773e-04,4.0451184759e-04,4.8110985517e-04,5.9533813328e-04,6.8064640800e-04
4.7214400000e-01,2.0332436179e-04,2.9500661185e-04,4.1057293856e-04,4.8472851631e-04,5.9462265199e-04,6.8671979534e-04
4.7314400000e-01,2.0478599254e-04,2.8816144550e-04,4.1251296352e-04,4.8022277042e-04,5.9321078879e-04,6.8894318247e-04
4.7414400000e-01,1.9657351004e-04,2.8888018278e-04,4.0104700020e-04,4.8890557082e-04,5.8444555179e-04,6.9079753303e-04
4.7514400000e-01,2.0068115191e-04,2.8163904062e-04,4.0857921704e-04,4.8880407121e-04,5.9398196754e-04,6.7437307735e-04
4.7614400000e-01,2.0053286789e-04,2.7786940336e-04,4.0593105950e-04,4.8801437515e-04,5.9255173255e-04,6.8613182520e-04
4.7714400000e-01,2.1193975044e-04,2.7307227356e-04,4.1554380005e-04,4.8123412853e-04,5.9932423028e-04,6.8409637606e-04
4.7814400000e-01,2.1072821255e-04,2.7943084206e-04,4.1002258513e-04,4.7953712055e-04,5.9966761910e-04,6.8628425652e-04
4.7914400000e-01,2.1901661967e-04,2.8357086194e-04,4.1454208258e-04,4.9002228479e-04,6.0314927396e-04,6.8514680606e-04
4.8014400000e-01,2.0928198865e-04,2.7809461244e-04,4.1338666051e-04,4.9201105867e-04,6.0241953179e-04,6.8426306825e-04
4.8114400000e-01,2.0887780920e-04,2.7730688089e-04,4.0959650505e-04,4.9585152738e-04,5.9547342971e-04,6.8496556196e-04
4.8214400000e-01,2.1015834136e-04,2.8023920095e-04,4.0888979129e-04,4.8597878049e-04,6.0022317484e-04,6.7797096563e-04
4.8314400000e-01,2.1346995709e-04,2.8976770409e-04,4.1544160922e-04,4.9022430176e-04,5.9980895458e-04,6.7848639446e-04
4.8414400000e-01,2.1082067178e-04,2.8795589969e-04,4.1545587010e-04,4.9060345191e-04,5.9851514379e-04,6.8231893238e-04
4.8514400000e-01,2.0510067770e-04,2.9598262699e-04,4.1109178710e-04,4.9753951316e-04,5.8848647313e-04,6.8184635893e-04
4.8614400000e-01,2.0162113287e-04,2.8130654755e-04,4.0671086026e-04,4.9346010201e-04,5.9156791394e-04,6.7299006332e-04
4.8714400000e-01,1.9690105546e-04,2.8823962566e-04,4.0260983951e-04,4.9260892411e-04,5.8689282014e-04,6.8011751864e-04
4.8814400000e-01,2.0857740310e-04,2.8495884180e-04,4.1901545046e-04,4.8223475460e-04,6.0036018112e-04,6.7723951361e-04
4.8914400000e-01,2.0311556000e-04,2.8977037800e-04,4.0792281652e-04,4.8308720579e-04,5.9201269323e-04,6.8907393143e-04
4.9014400000e-01,2.0465848138e-04,2.8893940907e-04,4.1291434172e-04,4.8193869588e-04,5.9448328102e-04,6.8558700150e-04
4.9114400000e-01,1.9775450710e-04,2.8530323107e-04,4.0694820200e-04,4.8592832172e-04,5.9383251937e-04,6.8951288995e-04
4.9214400000e-01,2.0215409677e-04,2.7966707421e-04,4.0741444536e-04,4.8486876040e-04,5.9341960878e-04,6.8824039772e-04
4.9314400000e-01,2.0266033971e-04,2.7562557079e-04,4.1037474148e-04,4.8230569519e-04,5.9742927988e-04,6.8270317570e-04
4.9414400000e-01,2.0810111891e-04,2.8235777791e-04,4.0626495320e-04,4.8555823014e-04,5.9980360675e-04,6.8599583756e-04
4.9514400000e-01,2.1470001229e-04,2.8174619729e-04,4.1853323637e-04,4.8522048019e-04,6.0426551499e-04,6.8630026362e-04
4.9614400000e-01,2.1592837584e-04,2.8130216378e-04,4.1612471250e-04,4.9680947996e-04,5.9743466409e-04,6.8627268774e-04
4.9714400000e-01,2.0939847673e-04,2.7343136026e-04,4.1066443373e-04,4.9355228839e-04,5.9947265981e-04,6.7935274274e-04
4.9814400000e-01,2.0885801860e-04,2.8059050237e-04,4.1219758714e-04,4.9878468417e-04,5.9935617173e-04,6.7811291956e-04
4.9914400000e-01,2.1729656510e-04,2.7856833185e-04,4.1440423956e-04,4.8858339142e-04,6.0827282141e-04,6.7555993155e-04
5.0014400000e-01,2.1217825633e-04,2.8681390177e-04,4.1371928091e-04,4.8829060688e-04,5.9837209847e-04,6.9156485552e-04
5.0114400000e-01,2.1240670321e-04,2.8927361200e-04,4.1613573558e-04,4.9274451158e-04,5.9966081608e-04,6.7944856710e-04
5.0214400000e-01,2.0044055418e-04,2.9405744499e-04,4.0665301640e-04,4.9152236897e-04,5.9416135628e-04,6.8407687650e-04
5.0314400000e-01,2.0185636458e-04,2.8932181522e-04,4.0727649321e-04,4.9438000133e-04,5.9329729993e-04,6.7920285801e-04
5.0414400000e-01,1.9404254999e-04,2.8406509955e-04,4.0158025513e-04,4.8981262808e-04,5.8790457842e-04,6.8262459536e-04
5.0514400000e-01,2.0356652385e-04,2.9104527130e-04,4.0753318899e-04,4.8617330322e-04,5.8905210608e-04,6.8300192652e-04
5.0614400000e-01,2.0531910195e-04,2.9044444091e-04,4.0656566853e-04,4.8380665248e-04,5.9710469941e-04,6.8198860390e-04
5.0714400000e-01,2.0360201233e-04,2.8899072277e-04,4.1014998715e-04,4.9382582802e-04,5.8850851929e-04,6.9001929660e-04
5.0814400000e-01,2.0066150682e-04,2.7774640330e-04,4.0683866246e-04,4.8978421546e-04,5.8940666349e-04,6.8699409894e-04
5.0914400000e-01,2.0154520826e-04,2.7957885322e-04,4.0546834498e-04,4.9122743803e-04,5.9135913034e-04,6.8415945861e-04
5.1014400000e-01,2.0814706659e-04,2.7332434911e-04,4.1666291509e-04,4.8235633585e-04,6.0206763010e-04,6.8693472713e-04
5.1114400000e-01,2.1113648472e-04,2.8489141187e-04,4.1636998503e-04,4.8846155551e-04,5.9891975980e-04,6.9427151175e-04
5.1214400000e-01,2.1682211809e-04,2.8066104278e-04,4.2051215132e-04,4.8867019359e-04,6.0408063291e-04,6.8618472142e-04
5.1314400000e-01,2.0348650651e-04,2.8243963243e-04,4.0894607082e-04,4.9250938901e-04,5.9069567214e-04,6.8590299634e-04
5.1414400000e-01,2.0844805476e-04,2.7896459869e-04,4.0607665142e-04,4.9731996114e-04,5.9693265939e-04,6.7419496190e-04
5.1514400000e-01,2.0803976440e-04,2.7991884053e-04,4.0655293560e-04,4.9343878345e-04,5.9691723436e-04,6.7910885264e-04
5.1614400000e-01,2.1466395992e-04,2.8380978620e-04,4.1513794713e-04,4.9402886361e-04,5.9685276938e-04,6.7167689849e-04
5.1714400000e-01,2.1096331693e-04,2.8859729355e-04,4.0872098907e-04,4.8880818213e-04,5.9863617935e-04,6.7371809564e-04
5.1814400000e-01,2.1057341655e-04,2.9200771678e-04,4.1484854592e-04,4.9771140766e-04,5.9706580942e-04,6.8292079959e-04
5.1914400000e-01,2.0479757950e-04,2.8641001336e-04,4.0830211219e-04,4.8906334996e-04,5.9510672145e-04,6.7870962084e-04
5.2014400000e-01,1.9855706341e-04,2.8620954254e-04,4.0011254896e-04,4.9473033869e-04,5.9105856053e-04,6.7901855800e-04
5.2114400000e-01,1.9829934899e-04,2.8733500585e-04,4.0669332520e-04,4.8164409236e-04,6.0022444814e-04,6.7974942795e-04
5.2214400000e-01,2.0317605959e-04,2.9547594750e-04,4.0712380724e-04,4.8719273764e-04,5.9823225456e-04,6.8737143010e-04
5.2314400000e-01,2.0273711925e-04,2.8876396755e-04,4.0662675019e-04,4.7677727707e-04,5.9578753280e-04,6.8697525421e-04
5.2414400000e-01,2.0065486751e-04,2.8842892789e-04,4.0062710468e-04,4.8445752327e-04,5.8654801251e-04,6.9057328801e-04
5.2514400000e-01,2.0109522666e-04,2.8073511203e-04,4.0399441787e-04,4.8355217587e-04,5.9531394072e-04,6.7330634920e-04
5.2614400000e-01,2.0173041776e-04,2.7712776500e-04,4.0671649913e-04,4.8874837375e-04,5.9359674196e-04,6.8549270509e-04
5.2714400000e-01,2.1313504476e-04,2.7340576708e-04,4.1784122004e-04,4.8620131565e-04,6.0173148086e-04,6.8185247073e-04
5.2814400000e-01,2.1239991838e-04,2.7879197660e-04,4.1390179831e-04,4.8522033467e-04,6.0247421061e-04,6.8441084295e-04
5.2914400000e-01,2.1896445105e-04,2.8402409953e-04,4.1903367674e-04,4.9093821872e-04,6.0520789702e-04,6.8371657107e-04
5.3014400000e-01,2.1073668904e-04,2.7777976356e-04,4.1344221245e-04,4.9368547479e-04,6.0427315475e-04,6.8273584475e-04
5.3114400000e-01,2.0754483558e-04,2.7841622796e-04,4.1224338929e-04,4.9051734095e-04,5.9715603129e-04,6.8393441325e-04
5.3214400000e-01,2.1060493964e-04,2.7990216040e-04,4.1293227696e-04,4.8521993449e-04,6.0267582739e-04,6.7591572588e-04
5.3314400000e-01,2.1339856175e-04,2.9040047593e-04,4.1018021875e-04,4.8893725761e-04,6.0285437939e-04,6.8058463512e-04
5.3414400000e-01,2.1214404114e-04,2.8841535823e-04,4.1222119762e-04,4.9039364967e-04,6.0035832576e-04,6.8170156737e-04
5.3514400000e-01,2.0460984160e-04,2.9568800528e-04,4.0922102926e-04,4.9857306294e-04,5.9006189986e-04,6.8162669777e-04
5.3614400000e-01,2.0121695343e-04,2.8368678613e-04,4.0729246393e-04,4.9202408263e-04,5.9320060245e-04,6.7030632636e-04
5.3714400000e-01,1.9711254936e-04,2.8770426070e-04,3.9910824853e-04,4.9232661695e-04,5.8857582189e-04,6.7990578827e-04
5.3814400000e-01,2.1013502192e-04,2.8545462555e-04,4.1669922211e-04,4.8881891416e-04,6.0011574533e-04,6.7649038101e-04
5.3914400000e-01,2.0345753001e-04,2.8941074561e-04,4.0443748730e-04,4.8400808737e-04,5.9358062572e-04,6.8777189881e-04
5.4014400000e-01,2.0541239792e-04,2.9023507523e-04,4.1078852519e-04,4.8177993449e-04,5.9546520788e-04,6.8418026785e-04
5.4114400000e-01,1.9851975594e-04,2.8620743251e-04,4.0158760385e-04,4.8656900617e-04,5.9533318563e-04,6.9000961957e-04
5.4214400000e-01,2.0211564333e-04,2.8114056477e-04,4.0749688196e-04,4.8931924539e-04,5.9438021708e-04,6.8648783781e-04
5.4314400000e-01,2.0248178771e-04,2.7623078495e-04,4.0941471525e-04,4.8121502914e-04,5.9721071011e-04,6.7988883529e-04
5.4414400000e-01,2.0855492039e-04,2.8358628697e-04,4.1293427785e-04,4.8375222832e-04,5.9925296227e-04,6.8441971962e-04
5.4514400000e-01,2.1389576432e-04,2.8208845833e-04,4.1601444536e-04,4.8503556172e-04,6.0350819695e-04,6.8497050961e-04
5.4614400000e-01,2.1411840862e-04,2.8385289625e-04,4.1750110540e-04,4.9672180467e-04,5.9583195252e-04,6.8351917434e-04
5.4714400000e-01,2.0884275727e-04,2.7328575015e-04,4.1372481064e-04,4.8771737056e-04,5.9782483731e-04,6.7618995672e-04
5.4814400000e-01,2.0862053134e-04,2.7988464353e-04,4.1523038817e-04,4.9936530559e-04,5.9847512603e-04,6.7744280386e-04
5.4914400000e-01,2.1720199584e-04,2.7948612114e-04,4.1923922254e-04,4.9260299420e-04,6.0732167185e-04,6.7545995989e-04
5.5014400000e-01,2.1159268726e-04,2.8749602279e-04,4.0994640585e-04,4.9262263929e-04,5.9855330619e-04,6.9011286541e-04
5.5114400000e-01,2.1158604795e-04,2.9054750485e-04,4.1162136768e-04,4.8635160056e-04,5.9999118093e-04,6.7881919676e-04
5.5214400000e-01,2.0060906536e-04,2.9425664252e-04,4.0437116695e-04,4.9361846322e-04,5.9691850765e-04,6.8099288910e-04
5.5314400000e-01,2.0094099455e-04,2.8838001526e-04,4.0638231440e-04,4.9280912208e-04,5.9227422753e-04,6.7896435212e-04
5.5414400000e-01,1.9411309040e-04,2.8495587685e-04,3.9971993829e-04,4.8756934120e-04,5.9208563471e-04,6.7947556090e-04
5.5514400000e-01,2.0160317945e-04,2.9208758860e-04,4.0216524212e-04,4.8504971346e-04,5.9174621128e-04,6.8075627496e-04
5.5614400000e-01,2.0476691134e-04,2.9122536944e-04,4.0805414756e-04,4.7731220548e-04,5.9760754084e-04,6.8183093390e-04
5.5714400000e-01,2.0249253794e-04,2.8770878998e-04,4.0695642383e-04,4.9462090828e-04,5.9029403928e-04,6.8803812610e-04
5.5814400000e-01,1.9959359634e-04,2.7792255423e-04,4.0413946408e-04,4.8734655138e-04,5.9194440837e-04,6.8363457103e-04
5.5914400000e-01,1.9984425307e-04,2.7994174161e-04,4.0226885176e-04,4.8388566938e-04,5.9296620748e-04,6.8218476372e-04
5.6014400000e-01,2.0831417714e-04,2.7403797503e-04,4.1265971959e-04,4.7824654757e-04,6.0358765040e-04,6.8359498982e-04
5.6114400000e-01,2.1172543711e-04,2.8486596420e-04,4.1909152060e-04,4.8859543313e-04,6.0021116951e-04,6.9222151069e-04
5.6214400000e-01,2.1709114662e-04,2.8123684388e-04,4.2048810428e-04,4.8722653446e-04,6.0569931520e-04,6.8398163421e-04
5.6314400000e-01,2.0381265131e-04,2.8257943995e-04,4.0694212657e-04,4.9056568969e-04,5.9367448557e-04,6.8627043220e-04
5.6414400000e-01,2.1012838261e-04,2.7961363230e-04,4.1757713916e-04,4.9657337513e-04,5.9751182562e-04,6.7483226303e-04
5.6514400000e-01,2.0791310817e-04,2.7991460229e-04,4.1113617044e-04,4.9757429224e-04,5.9913843870e-04,6.7877495894e-04
5.6614400000e-01,2.1397450837e-04,2.8269720133e-04,4.1890449211e-04,4.9206140829e-04,5.9720987338e-04,6.7387249146e-04
5.6714400000e-01,2.1111585738e-04,2.8861453757e-04,4.1546267312e-04,4.9182530347e-04,5.9696289100e-04,6.7571469117e-04
5.6814400000e-01,2.0953179046e-04,2.9155406082e-04,4.1614352085e-04,5.0038444897e-04,5.9478254116e-04,6.8427143560e-04
5.6914400000e-01,2.0426885385e-04,2.8370461223e-04,4.1186845920e-04,4.9430862418e-04,5.9258989495e-04,6.7896835390e-04
5.7014400000e-01,1.9865970899e-04,2.8693153581e-04,4.0491402615e-04,4.9664406106e-04,5.9084311943e-04,6.7914508691e-04
5.7114400000e-01,1.9964914827e-04,2.8606647902e-04,4.0572904254e-04,4.8309553677e-04,6.0038844822e-04,6.8069180998e-04
5.7214400000e-01,2.0403122107e-04,2.9490242014e-04,4.0743128920e-04,4.8758462071e-04,5.9668724134e-04,6.8930094130e-04
5.7314400000e-01,2.0463514375e-04,2.8831243981e-04,4.0959170292e-04,4.8113502999e-04,5.9537065681e-04,6.8552173616e-04
5.7414400000e-01,1.9589930162e-04,2.8874530472e-04,4.0201422962e-04,4.8703299399e-04,5.8758058003e-04,6.9062123657e-04
5.7514400000e-01,2.0213996322e-04,2.8184686016e-04,4.1018971388e-04,4.8306301323e-04,5.9585541749e-04,6.7271990702e-04
5.7614400000e-01,2.0012825189e-04,2.7814465284e-04,4.0863051254e-04,4.8847836297e-04,5.9421592596e-04,6.8348934292e-04
5.7714400000e-01,2.1267644115e-04,2.7462550861e-04,4.2053998186e-04,4.8907142627e-04,5.9827412770e-04,6.7997119913e-04
5.7814400000e-01,2.1202655262e-04,2.7975032936e-04,4.1623257857e-04,4.8139329010e-04,6.0292109993e-04,6.8262066634e-04
5.7914400000e-01,2.1908434064e-04,2.8385093174e-04,4.2109641072e-04,4.9206973927e-04,6.0538986872e-04,6.8266490416e-04
5.8014400000e-01,2.1095920602e-04,2.7729247449e-04,4.1797935410e-04,4.9371556088e-04,6.0352671426e-04,6.8226057920e-04
5.8114400000e-01,2.0872499590e-04,2.7904121453e-04,4.1228155169e-04,4.9805719755e-04,5.9893362049e-04,6.8191409810e-04
5.8214400000e-01,2.1003012080e-04,2.7910667995e-04,4.1468851123e-04,4.8090274504e-04,6.0459125962e-04,6.7674714956e-04
5.8314400000e-01,2.1283718525e-04,2.9015165637e-04,4.1982169932e-04,4.9281079555e-04,6.0060232499e-04,6.8275505328e-04
5.8414400000e-01,2.1199502953e-04,2.8748358091e-04,4.1535651690e-04,4.9043774197e-04,5.9997040808e-04,6.8169116275e-04
5.8514400000e-01,2.0321451302e-04,2.9482494938e-04,4.0864917537e-04,4.9873604439e-04,5.8962166804e-04,6.8035871664e-04
5.8614400000e-01,2.0180335923e-04,2.8267515518e-04,4.0994273149e-04,4.9361631682e-04,5.9362148022e-04,6.7167857196e-04
5.8714400000e-01,1.9680195692e-04,2.8834678233e-04,3.9733458834e-04,4.8742062063e-04,5.8877118136e-04,6.7919456342e-04
5.8814400000e-01,2.0884755941e-04,2.8542410291e-04,4.1554805648e-04,4.9136415328e-04,6.0004265833e-04,6.7756540375e-04
5.8914400000e-01,2.0271449102e-04,2.9005483157e-04,4.0803719457e-04,4.8404610425e-04,5.9490241256e-04,6.8686895247e-04
