# Saved on 2025-06-25T12:20:03.132380
# Name: Shreenidhi
# Sample_ID: Batch3_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -1.5
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2.3
#   Neg_Voltage: -1
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0009
#   max_gtarget: 0.0013
#   num_level: 5
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.9
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0002
#   max_gtarget: 0.0013
#   num_level: 6
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1
#   v_rst: -1
#   v_prg_max: 2.3
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: False
#   use_fine: False
#   use_ultra_fine: False
#   use_ultra_ultra_fine: False
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S),Conductance_Target_4 (S),Conductance_Target_5 (S)
5.8714400000e-01,8.8772860181e-04,9.9634322396e-04,1.0976577323e-03,1.1883896514e-03,1.3163071708e-03
5.8814400000e-01,8.8481705461e-04,9.8810851341e-04,1.0950996511e-03,1.1873624317e-03,1.3076937466e-03
5.8914400000e-01,8.8954948296e-04,9.8543263448e-04,1.0940342327e-03,1.1981093121e-03,1.3124397083e-03
5.9014400000e-01,8.8558117568e-04,9.7823409305e-04,1.0832198313e-03,1.1921888654e-03,1.3083039084e-03
5.9114400000e-01,8.8742213848e-04,9.8887576314e-04,1.0888875113e-03,1.1922810518e-03,1.3115603360e-03
5.9214400000e-01,8.8177323050e-04,9.8568954854e-04,1.0874316649e-03,1.1713395361e-03,1.2929651712e-03
5.9314400000e-01,8.9435379778e-04,9.8762080597e-04,1.1037624790e-03,1.1888548033e-03,1.3067496184e-03
5.9414400000e-01,8.8891327323e-04,9.9039942143e-04,1.0919122724e-03,1.1848987924e-03,1.3072311413e-03
5.9514400000e-01,8.8658336608e-04,9.8996286397e-04,1.0947203555e-03,1.1829686991e-03,1.3155884517e-03
5.9614400000e-01,8.7897111371e-04,9.9266660982e-04,1.0989533621e-03,1.1871977767e-03,1.3022263010e-03
5.9714400000e-01,8.9008259238e-04,9.8435935797e-04,1.0925190145e-03,1.1855765479e-03,1.3088549895e-03
5.9814400000e-01,8.8550368673e-04,9.9303826573e-04,1.0969225696e-03,1.1918727250e-03,1.3097203919e-03
5.9914400000e-01,8.9001907327e-04,9.8932374385e-04,1.0907599790e-03,1.1829588038e-03,1.3047190441e-03
6.0014400000e-01,8.9098466560e-04,9.8917502328e-04,1.0986939742e-03,1.1943321442e-03,1.3081589714e-03
6.0114400000e-01,8.9163506345e-04,9.7648560768e-04,1.0866997764e-03,1.1899591482e-03,1.3023729844e-03
6.0214400000e-01,8.9437453425e-04,9.8506636277e-04,1.0915095481e-03,1.1862489191e-03,1.3098247291e-03
6.0314400000e-01,8.8622509793e-04,9.8148600955e-04,1.0927973926e-03,1.1757716129e-03,1.3027712703e-03
6.0414400000e-01,8.9249588200e-04,9.9263437733e-04,1.1036924116e-03,1.1892875045e-03,1.3074802700e-03
6.0514400000e-01,8.9114240836e-04,9.8669988802e-04,1.0902636132e-03,1.1856779020e-03,1.3083357771e-03
6.0614400000e-01,8.8844382844e-04,9.8694799817e-04,1.0947296687e-03,1.1941108096e-03,1.3210023462e-03
6.0714400000e-01,8.7914486357e-04,9.9112367025e-04,1.0892831051e-03,1.1894282943e-03,1.3098593627e-03
6.0814400000e-01,8.8480432169e-04,9.8590426205e-04,1.0910811397e-03,1.1910159083e-03,1.3133244647e-03
6.0914400000e-01,8.8186825451e-04,9.9074932223e-04,1.0906604439e-03,1.1973887740e-03,1.3008604583e-03
6.1014400000e-01,8.9481225586e-04,9.8762291600e-04,1.0851987463e-03,1.1837294005e-03,1.3062424841e-03
6.1114400000e-01,8.8707776740e-04,9.9262462754e-04,1.0958611529e-03,1.1910133617e-03,1.3068722910e-03
6.1214400000e-01,8.8905777375e-04,9.7785334219e-04,1.0896036838e-03,1.1874400661e-03,1.2988287199e-03
6.1314400000e-01,8.9062370535e-04,9.8691634776e-04,1.0912228026e-03,1.1871541938e-03,1.3074530580e-03
6.1414400000e-01,8.8669024990e-04,9.8883363535e-04,1.0930570716e-03,1.1769253615e-03,1.3026039232e-03
6.1514400000e-01,8.9051631221e-04,9.9612319900e-04,1.1022578838e-03,1.1825733964e-03,1.3085603132e-03
6.1614400000e-01,8.8876826339e-04,9.8473610706e-04,1.0967501294e-03,1.1824687681e-03,1.3040156045e-03
6.1714400000e-01,8.9362023573e-04,9.8835749668e-04,1.0988229042e-03,1.2025408068e-03,1.3220816618e-03
6.1814400000e-01,8.8174805569e-04,9.8629316199e-04,1.0823810589e-03,1.1857870413e-03,1.3104845129e-03
6.1914400000e-01,8.8683940703e-04,9.8366224847e-04,1.0944624955e-03,1.1887611618e-03,1.3061438221e-03
6.2014400000e-01,8.8831133326e-04,9.8370961496e-04,1.0916722385e-03,1.1922882550e-03,1.3001625484e-03
6.2114400000e-01,8.9734588983e-04,9.8125528893e-04,1.0883485083e-03,1.1893302144e-03,1.3145722914e-03
6.2214400000e-01,8.8642103947e-04,9.8936543509e-04,1.0930699500e-03,1.1904851999e-03,1.3080071949e-03
6.2314400000e-01,8.8999389845e-04,9.8227144917e-04,1.0896113236e-03,1.1837401689e-03,1.3069661509e-03
6.2414400000e-01,8.8517364929e-04,9.8448319477e-04,1.0961683438e-03,1.1930755136e-03,1.3103928359e-03
6.2514400000e-01,8.8381770183e-04,9.8585100204e-04,1.0874908912e-03,1.1821357475e-03,1.3078218035e-03
6.2614400000e-01,8.8418302767e-04,9.9807482911e-04,1.0996900528e-03,1.1867189460e-03,1.3151405437e-03
6.2714400000e-01,8.8100699941e-04,9.8956108559e-04,1.0949582793e-03,1.1899331730e-03,1.3086207036e-03
6.2814400000e-01,8.9014349214e-04,9.9393269920e-04,1.0931484576e-03,1.1991308565e-03,1.3125366240e-03
6.2914400000e-01,8.8278022304e-04,9.8076023278e-04,1.0838123126e-03,1.1857689242e-03,1.3098552881e-03
6.3014400000e-01,8.8461310952e-04,9.8836018879e-04,1.0963295063e-03,1.1907364387e-03,1.3093209418e-03
6.3114400000e-01,8.8689652330e-04,9.8660035292e-04,1.0911668505e-03,1.1815056496e-03,1.2958634761e-03
6.3214400000e-01,8.9668894361e-04,9.8275479104e-04,1.0981779633e-03,1.1864182306e-03,1.3058936747e-03
6.3314400000e-01,8.9114451839e-04,9.8790638731e-04,1.0956112237e-03,1.1850455485e-03,1.3020717597e-03
6.3414400000e-01,8.9493776613e-04,9.8460732261e-04,1.0958744679e-03,1.1777371401e-03,1.3171303726e-03
6.3514400000e-01,8.8208922534e-04,9.8663163953e-04,1.1026428547e-03,1.1907817679e-03,1.3087075786e-03
6.3614400000e-01,8.8951848738e-04,9.8132601124e-04,1.0906116950e-03,1.1853955948e-03,1.3100296201e-03
6.3714400000e-01,8.8797809440e-04,9.9596429209e-04,1.0967141861e-03,1.1885350250e-03,1.3170402963e-03
6.3814400000e-01,8.8548404165e-04,9.8757074738e-04,1.0950296564e-03,1.1883517436e-03,1.3102976664e-03
6.3914400000e-01,8.8896886155e-04,9.8591939604e-04,1.0934273450e-03,1.1984695448e-03,1.3130965817e-03
6.4014400000e-01,8.8552886155e-04,9.7739997727e-04,1.0836514411e-03,1.1921684927e-03,1.3067976397e-03
6.4114400000e-01,8.8682834757e-04,9.8885138868e-04,1.0883175128e-03,1.1928957247e-03,1.3109644351e-03
6.4214400000e-01,8.8243301434e-04,9.8543772765e-04,1.0872456187e-03,1.1717780581e-03,1.2937634892e-03
6.4314400000e-01,8.9481960458e-04,9.8739743407e-04,1.1049157911e-03,1.1888980225e-03,1.3047394168e-03
6.4414400000e-01,8.8920576673e-04,9.9114178738e-04,1.0919335182e-03,1.1860912491e-03,1.3068092812e-03
6.4514400000e-01,8.8580782176e-04,9.9012293504e-04,1.0947151168e-03,1.1835367332e-03,1.3168020814e-03
6.4614400000e-01,8.7891530711e-04,9.9314485851e-04,1.0974767793e-03,1.1864438420e-03,1.3026103261e-03
6.4714400000e-01,8.8968416094e-04,9.8404270830e-04,1.0936991748e-03,1.1846641428e-03,1.3091486471e-03
6.4814400000e-01,8.8584820332e-04,9.9285585748e-04,1.0966796981e-03,1.1928183812e-03,1.3059868070e-03
6.4914400000e-01,8.8891909400e-04,9.8976379377e-04,1.0903440852e-03,1.1825444381e-03,1.3054467854e-03
6.5014400000e-01,8.9197441412e-04,9.8830008938e-04,1.0982745152e-03,1.1935850489e-03,1.3075665629e-03
6.5114400000e-01,8.9212437160e-04,9.7669042589e-04,1.0880301124e-03,1.1891376198e-03,1.3002226478e-03
6.5214400000e-01,8.9410707005e-04,9.8393269582e-04,1.0924554226e-03,1.1872863979e-03,1.3102366938e-03
6.5314400000e-01,8.8754313765e-04,9.8150128906e-04,1.0936598846e-03,1.1767211981e-03,1.3034880976e-03
6.5414400000e-01,8.9354558440e-04,9.9379583844e-04,1.1036533397e-03,1.1890434689e-03,1.3056138414e-03
6.5514400000e-01,8.9187247795e-04,9.8706521385e-04,1.0907749675e-03,1.1854819604e-03,1.3075588504e-03
6.5614400000e-01,8.9032248070e-04,9.8824777524e-04,1.0944216046e-03,1.1949021427e-03,1.3194965140e-03
6.5714400000e-01,8.7912958406e-04,9.9230026535e-04,1.0871883569e-03,1.1888366862e-03,1.3093004236e-03
6.5814400000e-01,8.8498134573e-04,9.8710239399e-04,1.0908694094e-03,1.1913346680e-03,1.3131552259e-03
6.5914400000e-01,8.8076965767e-04,9.8997923487e-04,1.0901235510e-03,1.1970057676e-03,1.2963045447e-03
6.6014400000e-01,8.9260996901e-04,9.8780685221e-04,1.0843537893e-03,1.1832112796e-03,1.3087950356e-03
6.6114400000e-01,8.8798304205e-04,9.9331082311e-04,1.0965858382e-03,1.1906582222e-03,1.3065537496e-03
6.6214400000e-01,8.8807311840e-04,9.7924064903e-04,1.0897121683e-03,1.1868187721e-03,1.2982285989e-03
6.6314400000e-01,8.9004846814e-04,9.8598313343e-04,1.0928795382e-03,1.1878304213e-03,1.3059940829e-03
6.6414400000e-01,8.8587767095e-04,9.8983648058e-04,1.0930757708e-03,1.1778954649e-03,1.3021650375e-03
6.6514400000e-01,8.9109191322e-04,9.9714532553e-04,1.1022422404e-03,1.1826842092e-03,1.3101755758e-03
6.6614400000e-01,8.8845663413e-04,9.8495707789e-04,1.0966553964e-03,1.1834112956e-03,1.3031474373e-03
6.6714400000e-01,8.9381712314e-04,9.8892574897e-04,1.0992130410e-03,1.2040198635e-03,1.3194060011e-03
6.6814400000e-01,8.8107371994e-04,9.8557560705e-04,1.0799724259e-03,1.1863048712e-03,1.3109516294e-03
6.6914400000e-01,8.8673463324e-04,9.8410760984e-04,1.0951632430e-03,1.1890997848e-03,1.3054009469e-03
6.7014400000e-01,8.8924440206e-04,9.8429729405e-04,1.0925473180e-03,1.1913946219e-03,1.2986204820e-03
6.7114400000e-01,8.9658715297e-04,9.8054319096e-04,1.0889575060e-03,1.1892020120e-03,1.3138160284e-03
6.7214400000e-01,8.8680477347e-04,9.8878626886e-04,1.0928991833e-03,1.1894093768e-03,1.3067868713e-03
6.7314400000e-01,8.9002547611e-04,9.8167052784e-04,1.0917858890e-03,1.1822977103e-03,1.3092464360e-03
6.7414400000e-01,8.8690074335e-04,9.8434582469e-04,1.0969765572e-03,1.1915741925e-03,1.3096220209e-03
6.7514400000e-01,8.8400309323e-04,9.8585238447e-04,1.0875549924e-03,1.1818436178e-03,1.3089268759e-03
6.7614400000e-01,8.8442888227e-04,9.9719167338e-04,1.0985731205e-03,1.1864541739e-03,1.3165482960e-03
6.7714400000e-01,8.8244574727e-04,9.9026910902e-04,1.0948110867e-03,1.1874967458e-03,1.3060960919e-03
6.7814400000e-01,8.9017456048e-04,9.9231656350e-04,1.0925771494e-03,1.1971663480e-03,1.3109324209e-03
6.7914400000e-01,8.8311018771e-04,9.7961201391e-04,1.0826432117e-03,1.1851179443e-03,1.3085083629e-03
6.8014400000e-01,8.8589644292e-04,9.8746008007e-04,1.0954325262e-03,1.1893981718e-03,1.3058791228e-03
6.8114400000e-01,8.8632521511e-04,9.8623931990e-04,1.0918096814e-03,1.1795264436e-03,1.2944631453e-03
6.8214400000e-01,8.9794375526e-04,9.8318007076e-04,1.0989551811e-03,1.1859799997e-03,1.3044156367e-03
6.8314400000e-01,8.9081724582e-04,9.8848438938e-04,1.0950470460e-03,1.1832363089e-03,1.3028865214e-03
6.8414400000e-01,8.9497196313e-04,9.8482560134e-04,1.0963961540e-03,1.1783990340e-03,1.3198181114e-03
6.8514400000e-01,8.8340391812e-04,9.8736149084e-04,1.1025806452e-03,1.1902210099e-03,1.3074949675e-03
6.8614400000e-01,8.8854489150e-04,9.8138239991e-04,1.0901711357e-03,1.1845018162e-03,1.3094399765e-03
6.8714400000e-01,8.8769280410e-04,9.9500401120e-04,1.0968586867e-03,1.1882908439e-03,1.3155127817e-03
6.8814400000e-01,8.8469423645e-04,9.8780401458e-04,1.0932610894e-03,1.1873962649e-03,1.3076479081e-03
6.8914400000e-01,8.8904911536e-04,9.8573036666e-04,1.0936181934e-03,1.1978384282e-03,1.3126838894e-03
6.9014400000e-01,8.8538479758e-04,9.7780459328e-04,1.0839141032e-03,1.1915436335e-03,1.3042165665e-03
6.9114400000e-01,8.8617030997e-04,9.8960037576e-04,1.0878304602e-03,1.1916599760e-03,1.3122841483e-03
6.9214400000e-01,8.8227548986e-04,9.8629490822e-04,1.0869371908e-03,1.1704148346e-03,1.2962898472e-03
6.9314400000e-01,8.9518784080e-04,9.9026328826e-04,1.1059167446e-03,1.1872160394e-03,1.3047012908e-03
6.9414400000e-01,8.8806220447e-04,9.9058219348e-04,1.0921154171e-03,1.1865035049e-03,1.3085399405e-03
6.9514400000e-01,8.8595865236e-04,9.9148077425e-04,1.0939481581e-03,1.1837416969e-03,1.3177207438e-03
6.9614400000e-01,8.7928441644e-04,9.9519573268e-04,1.0972304881e-03,1.1849989096e-03,1.3032769493e-03
6.9714400000e-01,8.9009969088e-04,9.8454554973e-04,1.0936142644e-03,1.1856315541e-03,1.3101061631e-03
6.9814400000e-01,8.8631699327e-04,9.9325690826e-04,1.0959446081e-03,1.1923584680e-03,1.3036848395e-03
6.9914400000e-01,8.8774315373e-04,9.9025368399e-04,1.0890072735e-03,1.1821156659e-03,1.3072860020e-03
7.0014400000e-01,8.9184984972e-04,9.8948534287e-04,1.0984899563e-03,1.1923026614e-03,1.3057018805e-03
7.0114400000e-01,8.9207518613e-04,9.7774282040e-04,1.0885275697e-03,1.1893478950e-03,1.2990187679e-03
7.0214400000e-01,8.9245855634e-04,9.8357690149e-04,1.0909641423e-03,1.1861028906e-03,1.3109266001e-03
7.0314400000e-01,8.8791537564e-04,9.8153221188e-04,1.0926636605e-03,1.1765558156e-03,1.3034236326e-03
7.0414400000e-01,8.9377390395e-04,9.9634758953e-04,1.1034971249e-03,1.1884226114e-03,1.3073872833e-03
7.0514400000e-01,8.9126158855e-04,9.8605043604e-04,1.0921948706e-03,1.1855936464e-03,1.3090098219e-03
7.0614400000e-01,8.8983004389e-04,9.8834090750e-04,1.0946411203e-03,1.1952323985e-03,1.3189644960e-03
7.0714400000e-01,8.7809916295e-04,9.9143398984e-04,1.0866568482e-03,1.1877019278e-03,1.3114699686e-03
7.0814400000e-01,8.8544053142e-04,9.8746386357e-04,1.0911357094e-03,1.1916409130e-03,1.3125922123e-03
7.0914400000e-01,8.8147971837e-04,9.9052384030e-04,1.0895946616e-03,1.1962447752e-03,1.2930908997e-03
7.1014400000e-01,8.9221015514e-04,9.8690718005e-04,1.0842701886e-03,1.1828424613e-03,1.3072205184e-03
7.1114400000e-01,8.8670618425e-04,9.9289150967e-04,1.0961933731e-03,1.1890912720e-03,1.3049339759e-03
7.1214400000e-01,8.8787870482e-04,9.8032280221e-04,1.0902494978e-03,1.1862297833e-03,1.2991890253e-03
7.1314400000e-01,8.9105182269e-04,9.8621821962e-04,1.0932137229e-03,1.1880695820e-03,1.3047490211e-03
7.1414400000e-01,8.8578082796e-04,9.8985459772e-04,1.0934802413e-03,1.1774426821e-03,1.3035403390e-03
7.1514400000e-01,8.9077162556e-04,9.9785036582e-04,1.1024656123e-03,1.1831763550e-03,1.3107286941e-03
7.1614400000e-01,8.8999804575e-04,9.8563621577e-04,1.0980087245e-03,1.1813783931e-03,1.3034563744e-03
7.1714400000e-01,8.9347246103e-04,9.8855707620e-04,1.0993742035e-03,1.2029082427e-03,1.3171965838e-03
7.1814400000e-01,8.7979547970e-04,9.8490163509e-04,1.0799468146e-03,1.1852516764e-03,1.3094696624e-03
7.1914400000e-01,8.8695385784e-04,9.8552132840e-04,1.0952734738e-03,1.1884164996e-03,1.3053591829e-03
7.2014400000e-01,8.8830965979e-04,9.8439159046e-04,1.0931713041e-03,1.1898576486e-03,1.2964634516e-03
7.2114400000e-01,8.9633831521e-04,9.8094031273e-04,1.0898803885e-03,1.1885870481e-03,1.3109452266e-03
7.2214400000e-01,8.8680899353e-04,9.8979820905e-04,1.0928449046e-03,1.1898366211e-03,1.3068380940e-03
7.2314400000e-01,8.8988890639e-04,9.8341814009e-04,1.0913647566e-03,1.1829219875e-03,1.3105478138e-03
7.2414400000e-01,8.8763757958e-04,9.8592732684e-04,1.0974754696e-03,1.1918142263e-03,1.3089564163e-03
7.2514400000e-01,8.8425229478e-04,9.8682547105e-04,1.0878565081e-03,1.1815282778e-03,1.3094270253e-03
7.2614400000e-01,8.8475120720e-04,9.9758472061e-04,1.0973885219e-03,1.1864150292e-03,1.3171612227e-03
7.2714400000e-01,8.8295608293e-04,9.9140495877e-04,1.0950969590e-03,1.1871481547e-03,1.3040058548e-03
7.2814400000e-01,8.8949447672e-04,9.9300588772e-04,1.0935258615e-03,1.1974234076e-03,1.3107883569e-03
7.2914400000e-01,8.8227396191e-04,9.7806230769e-04,1.0831493273e-03,1.1849184375e-03,1.3084203238e-03
7.3014400000e-01,8.8483604486e-04,9.8772783531e-04,1.0940188076e-03,1.1897441436e-03,1.3073511946e-03
7.3114400000e-01,8.8641369075e-04,9.8603020888e-04,1.0911190475e-03,1.1786527466e-03,1.2957111176e-03
7.3214400000e-01,8.9768967882e-04,9.8381678981e-04,1.1004249245e-03,1.1867754802e-03,1.3032456627e-03
7.3314400000e-01,8.8935914391e-04,9.8895063275e-04,1.0946804832e-03,1.1831231677e-03,1.3025544467e-03
7.3414400000e-01,8.9501227194e-04,9.8577816971e-04,1.0968426068e-03,1.1780962086e-03,1.3226842566e-03
7.3514400000e-01,8.8292028522e-04,9.8857970443e-04,1.1026723951e-03,1.1893044575e-03,1.3072669390e-03
7.3614400000e-01,8.8855420472e-04,9.8179916677e-04,1.0913199367e-03,1.1841629748e-03,1.3092950394e-03
7.3714400000e-01,8.8703571237e-04,9.9379984022e-04,1.0955488688e-03,1.1889133020e-03,1.3154884800e-03
7.3814400000e-01,8.8339817012e-04,9.8803262517e-04,1.0931036377e-03,1.1868868751e-03,1.3099129137e-03
7.3914400000e-01,8.8842738478e-04,9.8503354820e-04,1.0935319733e-03,1.1958296818e-03,1.3122682867e-03
7.4014400000e-01,8.8449247414e-04,9.7691212432e-04,1.0840623872e-03,1.1907595763e-03,1.3044502703e-03
7.4114400000e-01,8.8578817667e-04,9.8950818938e-04,1.0883822688e-03,1.1907060252e-03,1.3122611563e-03
7.4214400000e-01,8.8249165856e-04,9.8636046459e-04,1.0877944442e-03,1.1693592387e-03,1.2985472858e-03
7.4314400000e-01,8.9591165306e-04,9.9071694422e-04,1.1066678417e-03,1.1863640975e-03,1.3047423272e-03
7.4414400000e-01,8.8772452727e-04,9.9190598121e-04,1.0922194633e-03,1.1851536692e-03,1.3080361532e-03
7.4514400000e-01,8.8537679403e-04,9.9187971500e-04,1.0937154730e-03,1.1831909069e-03,1.3181535178e-03
7.4614400000e-01,8.7884334789e-04,9.9600278190e-04,1.0953802121e-03,1.1847823043e-03,1.3048351684e-03
7.4714400000e-01,8.8957633125e-04,9.8525648355e-04,1.0933796875e-03,1.1856452329e-03,1.3080393546e-03
7.4814400000e-01,8.8635730208e-04,9.9216107628e-04,1.0957400082e-03,1.1930058099e-03,1.3024799409e-03
7.4914400000e-01,8.8727676484e-04,9.9033990409e-04,1.0886265227e-03,1.1820951477e-03,1.3066985412e-03
7.5014400000e-01,8.9219574875e-04,9.9037315522e-04,1.0978012142e-03,1.1916587391e-03,1.3066998508e-03
7.5114400000e-01,8.9061570179e-04,9.7820309747e-04,1.0894880688e-03,1.1886144785e-03,1.2974729179e-03
7.5214400000e-01,8.9228582510e-04,9.8365206213e-04,1.0922633373e-03,1.1876269855e-03,1.3120620861e-03
7.5314400000e-01,8.8782231614e-04,9.8189630080e-04,1.0924325034e-03,1.1767920660e-03,1.3055097952e-03
7.5414400000e-01,8.9349297923e-04,9.9731005321e-04,1.1035732314e-03,1.1886619177e-03,1.3080739882e-03
7.5514400000e-01,8.9025379566e-04,9.8653123132e-04,1.0916545580e-03,1.1864989938e-03,1.3085638057e-03
7.5614400000e-01,8.8846725703e-04,9.8911506939e-04,1.0951547301e-03,1.1963066936e-03,1.3192252663e-03
7.5714400000e-01,8.7856693426e-04,9.9351338577e-04,1.0853241110e-03,1.1885134882e-03,1.3110651344e-03
7.5814400000e-01,8.8489949121e-04,9.8703647382e-04,1.0916563770e-03,1.1917646043e-03,1.3127390412e-03
7.5914400000e-01,8.8039669208e-04,9.8995849839e-04,1.0892174760e-03,1.1957006063e-03,1.2908298231e-03
7.6014400000e-01,8.9110690169e-04,9.8627962871e-04,1.0849516548e-03,1.1855299090e-03,1.3093306916e-03
7.6114400000e-01,8.8784639956e-04,9.9229720945e-04,1.0954394384e-03,1.1893310148e-03,1.3050418056e-03
7.6214400000e-01,8.8847118604e-04,9.8153279396e-04,1.0909252160e-03,1.1849106522e-03,1.3009597023e-03
7.6314400000e-01,8.9143897640e-04,9.8636031908e-04,1.0934207239e-03,1.1871878814e-03,1.3051657879e-03
7.6414400000e-01,8.8668144599e-04,9.8944081401e-04,1.0929075506e-03,1.1776311294e-03,1.3039627811e-03
7.6514400000e-01,8.9159635536e-04,9.9831246189e-04,1.1014212942e-03,1.1816412007e-03,1.3129142462e-03
7.6614400000e-01,8.9005290647e-04,9.8594682640e-04,1.0973787721e-03,1.1828264542e-03,1.3026056695e-03
7.6714400000e-01,8.9343957370e-04,9.8969598184e-04,1.0995312914e-03,1.2036631961e-03,1.3157314970e-03
7.6814400000e-01,8.7945547421e-04,9.8373297078e-04,1.0785300401e-03,1.1851533054e-03,1.3100332581e-03
7.6914400000e-01,8.8678862085e-04,9.8537850135e-04,1.0948902491e-03,1.1880925013e-03,1.3078932534e-03
7.7014400000e-01,8.8839427917e-04,9.8404241726e-04,1.0927026597e-03,1.1887589062e-03,1.2971834803e-03
7.7114400000e-01,8.9597815531e-04,9.8079814052e-04,1.0918945918e-03,1.1886972788e-03,1.3106373081e-03
7.7214400000e-01,8.8675005827e-04,9.8990050901e-04,1.0919947090e-03,1.1886641005e-03,1.3061336358e-03
7.7314400000e-01,8.8958775450e-04,9.8300770333e-04,1.0910496349e-03,1.1813526362e-03,1.3132515596e-03
7.7414400000e-01,8.8824330305e-04,9.8458869616e-04,1.0986971756e-03,1.1923276907e-03,1.3093293819e-03
7.7514400000e-01,8.8426626462e-04,9.8641714430e-04,1.0879789625e-03,1.1829176219e-03,1.3102819503e-03
7.7614400000e-01,8.8427674200e-04,9.9669705378e-04,1.0959612700e-03,1.1860309314e-03,1.3168687292e-03
7.7714400000e-01,8.8358632638e-04,9.9218137620e-04,1.0948307317e-03,1.1870355956e-03,1.3029828551e-03
7.7814400000e-01,8.8881999545e-04,9.9359240266e-04,1.0939167987e-03,1.1974229710e-03,1.3100204524e-03
7.7914400000e-01,8.8132335804e-04,9.7697266028e-04,1.0827928782e-03,1.1857651407e-03,1.3065921667e-03
7.8014400000e-01,8.8454355136e-04,9.8737073131e-04,1.0931464203e-03,1.1894660565e-03,1.3067774125e-03
7.8114400000e-01,8.8615204731e-04,9.8593482107e-04,1.0902892245e-03,1.1787579569e-03,1.2955488637e-03
7.8214400000e-01,8.9712732006e-04,9.8412994703e-04,1.1006748537e-03,1.1864124826e-03,1.3037618191e-03
7.8314400000e-01,8.8989210781e-04,9.8814838566e-04,1.0943030065e-03,1.1839673243e-03,1.3034800941e-03
7.8414400000e-01,8.9516084699e-04,9.8561700725e-04,1.0974448378e-03,1.1788729171e-03,1.3235482038e-03
7.8514400000e-01,8.8447566668e-04,9.9025055533e-04,1.1012823234e-03,1.1905106658e-03,1.3058098557e-03
7.8614400000e-01,8.8809727458e-04,9.8296164651e-04,1.0916475003e-03,1.1851290765e-03,1.3095095346e-03
7.8714400000e-01,8.8753433374e-04,9.9266602774e-04,1.0958388157e-03,1.1887716391e-03,1.3132001914e-03
7.8814400000e-01,8.8397311629e-04,9.8828088085e-04,1.0917590407e-03,1.1864207772e-03,1.3087812113e-03
7.8914400000e-01,8.8951819635e-04,9.8578850157e-04,1.0949827265e-03,1.1957868992e-03,1.3110171130e-03
7.9014400000e-01,8.8379085355e-04,9.7755815659e-04,1.0852725245e-03,1.1916547373e-03,1.3014966680e-03
7.9114400000e-01,8.8468812464e-04,9.8931937828e-04,1.0881573689e-03,1.1917387019e-03,1.3107067207e-03
7.9214400000e-01,8.8194596174e-04,9.8563708889e-04,1.0877596651e-03,1.1692476983e-03,1.2996222358e-03
7.9314400000e-01,8.9650995506e-04,9.9147415312e-04,1.1071711197e-03,1.1870794697e-03,1.3036641758e-03
7.9414400000e-01,8.8723041699e-04,9.9133176263e-04,1.0914341692e-03,1.1858551443e-03,1.3077713083e-03
7.9514400000e-01,8.8695189334e-04,9.9227923783e-04,1.0935930186e-03,1.1851467571e-03,1.3182118710e-03
7.9614400000e-01,8.7950975285e-04,9.9659897387e-04,1.0938477499e-03,1.1851597810e-03,1.3041583588e-03
