# Saved on 2025-06-25T09:55:59.521041
# Name: Shreenidhi
# Sample_ID: Batch3_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -1.5
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2.3
#   Neg_Voltage: -1
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0002
#   max_gtarget: 0.0013
#   num_level: 12
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0002
#   max_gtarget: 0.0013
#   num_level: 6
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1
#   v_rst: -1
#   v_prg_max: 2.3
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: False
#   use_fine: False
#   use_ultra_fine: False
#   use_ultra_ultra_fine: False
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S),Conductance_Target_4 (S)
5.5514400000e-01,2.0380926799e-04,3.0746050470e-04,3.9620110329e-04,4.9855440011e-04
5.5614400000e-01,2.0533379939e-04,3.0978742871e-04,4.0666065615e-04,4.9979902542e-04
5.5714400000e-01,2.0656740162e-04,3.0664083170e-04,4.0569539124e-04,4.9792557547e-04
5.5814400000e-01,2.0084882635e-04,3.0628103559e-04,4.0520739276e-04,4.9809324992e-04
5.5914400000e-01,1.9954921299e-04,3.1093677535e-04,4.0316543163e-04,4.9677255447e-04
5.6014400000e-01,2.0792371288e-04,3.1469357054e-04,4.0498853195e-04,4.8748170229e-04
5.6114400000e-01,2.0759078325e-04,3.1875981222e-04,4.1101189709e-04,4.9644586397e-04
5.6214400000e-01,2.0657531422e-04,3.1021438190e-04,4.1470280848e-04,4.9159119953e-04
5.6314400000e-01,1.9539264031e-04,3.1317129469e-04,4.1536906792e-04,4.9919523008e-04
5.6414400000e-01,1.9840763343e-04,3.1518102332e-04,4.0489368985e-04,4.9671121815e-04
5.6514400000e-01,1.9010749384e-04,3.2251940866e-04,4.0982031351e-04,4.9791950005e-04
5.6614400000e-01,2.0289331587e-04,3.1855466659e-04,4.0919061576e-04,4.8816538765e-04
5.6714400000e-01,1.9803328541e-04,3.1646704883e-04,4.1570128815e-04,4.8925518058e-04
5.6814400000e-01,1.9987110136e-04,3.0854833312e-04,4.1047838749e-04,4.9353548093e-04
5.6914400000e-01,1.9536548280e-04,3.0716997571e-04,4.1021583456e-04,4.9668266001e-04
5.7014400000e-01,1.9683235223e-04,3.0165128919e-04,4.0714032366e-04,5.0316732086e-04
5.7114400000e-01,2.0170737116e-04,3.0683931982e-04,4.0364921006e-04,4.9839421990e-04
5.7214400000e-01,2.0147706891e-04,3.1225223211e-04,4.0078106395e-04,4.9629034038e-04
5.7314400000e-01,2.0652922103e-04,3.0405924917e-04,4.0355971578e-04,4.9424485042e-04
5.7414400000e-01,1.9829780285e-04,3.0736166082e-04,4.0898972657e-04,5.0378326705e-04
5.7514400000e-01,2.0126601157e-04,3.0664974474e-04,3.9955313696e-04,4.9514270358e-04
5.7614400000e-01,1.9949633497e-04,3.1769061025e-04,4.0265025746e-04,5.0219794502e-04
5.7714400000e-01,2.0890509404e-04,3.1445491913e-04,4.0252190956e-04,4.8794583563e-04
5.7814400000e-01,2.0389154088e-04,3.2102765545e-04,4.1269209760e-04,4.8966587201e-04
5.7914400000e-01,2.0414276150e-04,3.1068120734e-04,4.0951410483e-04,4.8426256399e-04
5.8014400000e-01,1.9558900021e-04,3.1276187656e-04,4.1675251850e-04,4.8863443226e-04
5.8114400000e-01,1.9151229935e-04,3.1276216760e-04,4.0734095819e-04,4.9683774705e-04
5.8214400000e-01,1.8817821910e-04,3.1563948141e-04,4.1164865252e-04,4.9036072596e-04
5.8314400000e-01,1.9473498469e-04,3.1569179555e-04,4.0719249228e-04,4.9021000450e-04
5.8414400000e-01,1.9883500499e-04,3.1293773645e-04,4.1045590478e-04,4.9339552788e-04
5.8514400000e-01,1.8841954443e-04,3.0874089134e-04,4.1448100092e-04,5.0199450925e-04
5.8614400000e-01,1.9305409296e-04,3.0328921639e-04,4.0557126340e-04,5.0157294027e-04
5.8714400000e-01,1.9342376618e-04,3.1640287489e-04,4.0454844566e-04,5.0027869293e-04
5.8814400000e-01,2.0432131350e-04,3.0860304832e-04,3.9970822399e-04,4.8913119826e-04
5.8914400000e-01,2.0243091058e-04,3.0911382055e-04,4.1090701416e-04,4.9668858992e-04
5.9014400000e-01,2.1001358618e-04,3.0074172173e-04,4.0460203309e-04,4.9561178457e-04
5.9114400000e-01,1.9823997718e-04,3.0750234146e-04,4.0575192543e-04,4.9903210311e-04
5.9214400000e-01,2.0075749489e-04,3.0947248888e-04,3.9889913751e-04,4.9495469284e-04
5.9314400000e-01,2.0114273866e-04,3.1446594221e-04,4.0397237171e-04,4.9938225857e-04
5.9414400000e-01,2.0411491278e-04,3.1797633710e-04,4.0377075493e-04,4.9450231018e-04
5.9514400000e-01,2.0307159502e-04,3.2205360185e-04,4.1020099161e-04,4.8576799600e-04
5.9614400000e-01,1.9858123778e-04,3.1816478440e-04,4.1576055082e-04,4.9272002798e-04
5.9714400000e-01,1.9540422727e-04,3.1500640034e-04,4.1710030928e-04,4.9180369388e-04
5.9814400000e-01,1.9051507479e-04,3.2032970921e-04,4.1006711399e-04,4.9272966862e-04
5.9914400000e-01,1.9819190129e-04,3.1836352719e-04,4.0699062083e-04,4.8392892495e-04
6.0014400000e-01,1.9613384211e-04,3.1523726648e-04,4.1461022192e-04,4.9862690503e-04
6.0114400000e-01,1.9709474145e-04,3.0439148759e-04,4.1107508878e-04,4.8899153626e-04
6.0214400000e-01,1.8809862013e-04,3.0675448215e-04,4.1283135943e-04,5.0006634410e-04
6.0314400000e-01,1.9352555682e-04,2.9958460800e-04,3.9984097384e-04,4.9867641792e-04
6.0414400000e-01,1.9422661353e-04,3.1187180866e-04,4.0328461182e-04,5.0231981731e-04
6.0514400000e-01,1.9962653823e-04,3.0745060940e-04,3.9891412598e-04,4.9954214774e-04
6.0614400000e-01,2.0377730834e-04,3.0908697227e-04,4.0813683881e-04,4.9455091357e-04
6.0714400000e-01,2.0822382794e-04,3.0635328585e-04,4.0620925574e-04,4.9706759455e-04
6.0814400000e-01,2.0160063286e-04,3.0661340134e-04,4.0725230065e-04,4.9816237151e-04
6.0914400000e-01,1.9878312742e-04,3.1419425795e-04,4.0027989598e-04,4.9655402108e-04
6.1014400000e-01,2.0582436264e-04,3.1742711144e-04,4.0100501792e-04,4.8857662478e-04
6.1114400000e-01,2.0506506189e-04,3.2030584407e-04,4.0623133827e-04,4.8864618293e-04
6.1214400000e-01,2.0338005925e-04,3.1326402677e-04,4.1216535465e-04,4.8370373406e-04
6.1314400000e-01,1.9224262360e-04,3.1287581805e-04,4.1288534703e-04,4.9944912462e-04
6.1414400000e-01,1.9489571059e-04,3.1269937608e-04,4.0195980546e-04,4.8889738537e-04
6.1514400000e-01,1.8758715669e-04,3.2159525290e-04,4.0814815293e-04,4.9140217016e-04
6.1614400000e-01,1.9853332560e-04,3.1520547054e-04,4.0994542360e-04,4.9111746193e-04
6.1714400000e-01,1.9581362722e-04,3.1517294701e-04,4.1505198169e-04,4.9642083468e-04
6.1814400000e-01,1.9474671717e-04,3.0928429624e-04,4.1111059545e-04,4.9803755246e-04
6.1914400000e-01,1.9131339286e-04,3.0447361496e-04,4.1225666791e-04,4.9256581406e-04
6.2014400000e-01,1.9588813302e-04,3.0242714274e-04,4.0650629671e-04,5.0336126151e-04
6.2114400000e-01,1.9859240638e-04,3.0782408430e-04,4.0072864067e-04,4.9805945309e-04
6.2214400000e-01,2.0279154342e-04,3.0994069675e-04,4.0176062612e-04,4.9948772357e-04
6.2314400000e-01,2.0700084860e-04,3.0408993553e-04,4.0398183046e-04,4.9553796998e-04
6.2414400000e-01,1.9781360606e-04,3.0449553378e-04,4.0821261791e-04,5.0322556490e-04
6.2514400000e-01,2.0154111553e-04,3.0810006137e-04,3.9929102059e-04,4.9449099606e-04
6.2614400000e-01,1.9985258405e-04,3.1686544389e-04,4.0231749153e-04,4.9632697483e-04
6.2714400000e-01,2.0859733922e-04,3.1765881431e-04,4.0339218685e-04,4.9162088544e-04
6.2814400000e-01,2.0385874450e-04,3.2124113204e-04,4.1346454964e-04,4.9675491027e-04
6.2914400000e-01,2.0223269530e-04,3.1148487324e-04,4.0982169594e-04,4.8984104069e-04
6.3014400000e-01,1.9608336515e-04,3.1394414691e-04,4.1723222239e-04,4.8770365538e-04
6.3114400000e-01,1.9202250769e-04,3.1251802284e-04,4.0771996282e-04,4.9479876907e-04
6.3214400000e-01,1.8760214516e-04,3.1714505894e-04,4.0957005695e-04,4.8770409194e-04
6.3314400000e-01,1.9340566723e-04,3.1507752283e-04,4.0886803617e-04,4.8670459364e-04
6.3414400000e-01,1.9641996914e-04,3.1342984585e-04,4.1282131860e-04,4.8992926168e-04
6.3514400000e-01,1.9032620912e-04,3.0659390177e-04,4.0998500481e-04,4.9364589358e-04
6.3614400000e-01,1.9045102817e-04,3.0336286727e-04,4.0591014113e-04,4.9450682127e-04
6.3714400000e-01,1.9245708245e-04,3.1169169233e-04,4.0368679038e-04,5.0436501624e-04
6.3814400000e-01,2.0401001166e-04,3.0800743843e-04,3.9902992285e-04,4.9260906962e-04
6.3914400000e-01,2.0035911803e-04,3.0938539567e-04,4.1180879634e-04,4.9939822929e-04
6.4014400000e-01,2.0783605578e-04,3.0202480048e-04,4.0600909415e-04,4.9554222642e-04
6.4114400000e-01,1.9804601834e-04,3.1057021260e-04,4.0724607970e-04,4.9368278269e-04
6.4214400000e-01,2.0193187083e-04,3.0753810279e-04,4.0069371607e-04,4.9537895393e-04
6.4314400000e-01,2.0042882170e-04,3.1594216125e-04,4.0658971557e-04,4.9461032177e-04
6.4414400000e-01,2.0348976250e-04,3.1726183806e-04,4.0217950300e-04,4.9304617278e-04
6.4514400000e-01,2.0269992092e-04,3.2360723708e-04,4.0762708522e-04,4.8424968554e-04
6.4614400000e-01,2.0022947865e-04,3.1941817724e-04,4.1463903472e-04,4.9402009608e-04
6.4714400000e-01,1.9776454792e-04,3.1335901440e-04,4.1471681470e-04,4.9241876695e-04
6.4814400000e-01,1.8921191440e-04,3.1894473068e-04,4.1265124310e-04,4.9410053180e-04
6.4914400000e-01,1.9765386241e-04,3.1810624932e-04,4.0752373025e-04,4.8299629270e-04
6.5014400000e-01,1.9523797164e-04,3.1470728572e-04,4.1740269808e-04,4.9010708608e-04
6.5114400000e-01,1.9495084416e-04,3.0472723665e-04,4.1507035348e-04,4.9019035941e-04
6.5214400000e-01,1.8759959858e-04,3.0870993214e-04,4.1369963583e-04,4.9929418310e-04
6.5314400000e-01,1.9305860405e-04,3.0294610042e-04,4.0044389607e-04,4.9921825848e-04
6.5414400000e-01,1.9383389372e-04,3.1181287341e-04,4.0373939555e-04,5.0076232583e-04
6.5514400000e-01,2.0111927370e-04,3.0984865589e-04,3.9614722482e-04,5.0006183301e-04
6.5614400000e-01,2.0549807232e-04,3.0863669963e-04,4.0875762352e-04,4.9410969950e-04
6.5714400000e-01,2.0825706088e-04,3.0650637200e-04,4.0701310354e-04,4.9645135732e-04
6.5814400000e-01,2.0393268642e-04,3.0671206332e-04,4.0491941036e-04,4.9819318519e-04
6.5914400000e-01,1.9894499928e-04,3.1113781006e-04,4.0581639041e-04,4.9538233725e-04
6.6014400000e-01,2.0620647774e-04,3.1469116948e-04,4.0667226131e-04,4.9257865612e-04
6.6114400000e-01,2.0420580768e-04,3.1870607927e-04,4.1014529415e-04,4.8904556024e-04
6.6214400000e-01,2.0455951017e-04,3.0983072065e-04,4.1199640691e-04,4.8623482144e-04
6.6314400000e-01,1.9168137442e-04,3.1348583434e-04,4.1488307033e-04,5.0159458624e-04
6.6414400000e-01,1.9526949472e-04,3.1271181797e-04,4.0430048102e-04,4.8972484365e-04
6.6514400000e-01,1.8891349100e-04,3.2075593481e-04,4.0976574383e-04,4.8970363423e-04
6.6614400000e-01,1.9824406991e-04,3.1523148209e-04,4.0822520532e-04,4.8801819503e-04
6.6714400000e-01,1.9522369257e-04,3.1363921153e-04,4.1553463234e-04,4.8865902500e-04
6.6814400000e-01,1.9764607714e-04,3.0939867429e-04,4.0969884139e-04,4.9362919526e-04
6.6914400000e-01,1.9337076083e-04,3.0436574889e-04,4.1035269533e-04,4.9126068916e-04
6.7014400000e-01,1.9255123334e-04,3.0138326110e-04,4.0909591917e-04,4.9928556109e-04
6.7114400000e-01,1.9680945115e-04,3.0641549529e-04,4.0157287003e-04,4.9585691158e-04
6.7214400000e-01,2.0248009605e-04,3.1074891012e-04,3.9955750253e-04,4.9454713007e-04
6.7314400000e-01,2.0683290131e-04,3.0531758966e-04,4.0607978008e-04,4.9463546020e-04
6.7414400000e-01,1.9762770535e-04,3.0452238207e-04,4.0960301703e-04,5.0567861763e-04
6.7514400000e-01,1.9976012481e-04,3.0715302273e-04,3.9845199353e-04,4.9440954172e-04
6.7614400000e-01,1.9965664251e-04,3.1978728657e-04,4.0337352402e-04,4.9403352023e-04
6.7714400000e-01,2.0853556634e-04,3.1442665204e-04,4.0329250623e-04,4.8626578064e-04
6.7814400000e-01,2.0100489564e-04,3.2226958865e-04,4.1323030018e-04,4.9494759878e-04
6.7914400000e-01,2.0256929929e-04,3.0963194149e-04,4.0936607547e-04,4.8932331993e-04
6.8014400000e-01,1.9568667994e-04,3.1381212466e-04,4.1812763811e-04,4.9310612667e-04
6.8114400000e-01,1.9254726794e-04,3.1154027965e-04,4.0720267862e-04,4.9881877203e-04
6.8214400000e-01,1.8711991288e-04,3.1503666833e-04,4.0857652493e-04,4.9778518587e-04
6.8314400000e-01,1.9482899006e-04,3.1597224734e-04,4.0897361032e-04,4.8753783631e-04
6.8414400000e-01,1.9581759261e-04,3.1154766475e-04,4.1043778765e-04,4.8947997129e-04
6.8514400000e-01,1.9057826648e-04,3.0990449886e-04,4.1395764129e-04,4.9729052989e-04
6.8614400000e-01,1.9229210011e-04,3.0310769944e-04,4.0720056859e-04,4.9777572713e-04
6.8714400000e-01,1.9292501747e-04,3.1183659303e-04,4.0355957026e-04,4.9883303291e-04
6.8814400000e-01,2.0235216653e-04,3.0768653232e-04,3.9952017687e-04,4.8745045206e-04
6.8914400000e-01,2.0145389499e-04,3.1055860745e-04,4.0990951675e-04,4.9838461564e-04
6.9014400000e-01,2.0880459488e-04,3.0043593142e-04,4.0682167310e-04,4.9615082389e-04
6.9114400000e-01,1.9834247723e-04,3.0548202631e-04,4.0864168113e-04,4.9400878197e-04
6.9214400000e-01,1.9925488232e-04,3.0671701097e-04,3.9800710510e-04,4.9614078307e-04
6.9314400000e-01,2.0000046788e-04,3.1248240703e-04,4.0416831325e-04,4.9473132094e-04
6.9414400000e-01,2.0164106900e-04,3.1829269574e-04,4.0721864934e-04,4.9422535085e-04
6.9514400000e-01,2.0292753106e-04,3.1956449675e-04,4.0808765334e-04,4.8736139433e-04
6.9614400000e-01,1.9940769562e-04,3.1694446079e-04,4.1376621084e-04,4.9141504860e-04
6.9714400000e-01,1.9396309654e-04,3.1324707379e-04,4.1608058382e-04,4.9192865845e-04
6.9814400000e-01,1.8795626602e-04,3.1678697269e-04,4.1110070015e-04,4.9108282838e-04
6.9914400000e-01,1.9728458938e-04,3.1882540497e-04,4.0836304834e-04,4.8131500080e-04
7.0014400000e-01,1.9401399186e-04,3.1494604627e-04,4.1457838961e-04,4.9218608183e-04
7.0114400000e-01,1.9485301891e-04,3.1051509723e-04,4.1057068302e-04,4.8815774790e-04
7.0214400000e-01,1.8681541405e-04,3.0774026527e-04,4.1319904994e-04,4.9942522310e-04
7.0314400000e-01,1.9478360628e-04,3.0087969208e-04,4.0028557123e-04,4.9561022024e-04
7.0414400000e-01,1.9339846403e-04,3.1109018892e-04,4.0280337998e-04,5.0328155339e-04
7.0514400000e-01,1.9821693058e-04,3.0829301977e-04,3.9719830966e-04,4.9941787438e-04
7.0614400000e-01,2.0346233214e-04,3.0849390896e-04,4.0660721425e-04,4.9308662710e-04
7.0714400000e-01,2.0786730602e-04,3.0584305932e-04,4.0669361624e-04,4.9731457693e-04
7.0814400000e-01,2.0149729608e-04,3.0637038435e-04,4.0812061343e-04,4.9761216360e-04
7.0914400000e-01,2.0031544409e-04,3.1270505133e-04,4.0321829147e-04,4.9672038585e-04
7.1014400000e-01,2.0511863113e-04,3.1667386793e-04,4.0543047362e-04,4.8787020205e-04
7.1114400000e-01,2.0505614884e-04,3.2219100831e-04,4.0677405195e-04,4.8889654863e-04
7.1214400000e-01,2.0304374630e-04,3.1072897400e-04,4.1019706259e-04,4.8401219829e-04
7.1314400000e-01,1.9183433324e-04,3.1366649637e-04,4.1394730943e-04,4.9895887059e-04
7.1414400000e-01,1.9514396627e-04,3.1413048418e-04,4.0697210352e-04,4.9424543249e-04
7.1514400000e-01,1.8653847292e-04,3.2440544601e-04,4.0838367568e-04,4.9501817557e-04
7.1614400000e-01,1.9822300601e-04,3.1258150557e-04,4.0834267566e-04,4.8823421821e-04
7.1714400000e-01,1.9380900994e-04,3.1545881939e-04,4.1482227971e-04,4.8964000598e-04
7.1814400000e-01,1.9491875719e-04,3.0943403544e-04,4.0882703615e-04,4.9050857342e-04
7.1914400000e-01,1.9107745175e-04,3.0518116546e-04,4.1180301196e-04,4.9368405598e-04
7.2014400000e-01,1.9080827769e-04,3.0397868613e-04,4.0662518586e-04,5.0389324315e-04
7.2114400000e-01,1.9822427930e-04,3.0847128073e-04,4.0171595174e-04,4.9850761570e-04
7.2214400000e-01,2.0344552468e-04,3.0992487154e-04,3.9905309677e-04,4.9348782341e-04
7.2314400000e-01,2.0701992980e-04,3.0530602089e-04,4.0236300265e-04,4.9376718380e-04
7.2414400000e-01,1.9711382265e-04,3.0744551623e-04,4.0915543650e-04,5.0407350500e-04
7.2514400000e-01,2.0201994630e-04,3.0849772884e-04,4.0278966480e-04,4.9839112762e-04
7.2614400000e-01,1.9888433599e-04,3.1797222618e-04,4.0257760702e-04,4.9566478992e-04
7.2714400000e-01,2.0637386115e-04,3.1533523725e-04,4.0371265641e-04,4.8822108511e-04
7.2814400000e-01,2.0010620574e-04,3.2459473005e-04,4.1604187572e-04,4.8762860388e-04
7.2914400000e-01,2.0141727873e-04,3.1188876164e-04,4.1079660150e-04,4.8459944082e-04
7.3014400000e-01,1.9486291421e-04,3.1270774343e-04,4.1704755859e-04,4.8724716180e-04
7.3114400000e-01,1.9144628823e-04,3.1371131627e-04,4.0821021685e-04,4.9475478590e-04
7.3214400000e-01,1.8624865334e-04,3.1522722566e-04,4.1088467697e-04,4.9085734645e-04
7.3314400000e-01,1.9330191208e-04,3.1527008105e-04,4.0985280066e-04,4.8813850299e-04
7.3414400000e-01,1.9692608475e-04,3.1177085475e-04,4.1129889723e-04,4.9323320127e-04
7.3514400000e-01,1.8983351765e-04,3.0722298106e-04,4.1210892959e-04,4.9556172598e-04
7.3614400000e-01,1.9031078409e-04,3.0364801205e-04,4.0834991523e-04,4.9980171752e-04
7.3714400000e-01,1.9182034521e-04,3.1142011721e-04,4.0436141717e-04,5.0327700592e-04
7.3814400000e-01,2.0308771127e-04,3.1156148907e-04,4.0074784920e-04,4.8725141824e-04
7.3914400000e-01,2.0099047106e-04,3.1061303162e-04,4.0983428335e-04,4.9816942919e-04
7.4014400000e-01,2.0837935153e-04,3.0103647077e-04,4.0603255911e-04,4.9281192332e-04
7.4114400000e-01,1.9659781174e-04,3.1053627026e-04,4.0694452764e-04,4.9825965107e-04
7.4214400000e-01,1.9882412744e-04,3.1098752515e-04,3.9917991671e-04,4.9646125262e-04
7.4314400000e-01,1.9953153242e-04,3.1553005101e-04,4.0435308620e-04,4.9476904678e-04
7.4414400000e-01,2.0214307369e-04,3.2101961551e-04,4.0475555579e-04,4.9979280448e-04
7.4514400000e-01,2.0203153326e-04,3.2459047361e-04,4.1226601752e-04,4.8883448471e-04
7.4614400000e-01,1.9833809347e-04,3.1504685467e-04,4.1536666686e-04,4.9213831517e-04
7.4714400000e-01,1.9321680156e-04,3.1313269574e-04,4.1932631575e-04,4.9226495321e-04
7.4814400000e-01,1.8896720576e-04,3.1752620998e-04,4.1265153413e-04,4.9540594773e-04
7.4914400000e-01,1.9658071324e-04,3.1696552469e-04,4.1068815335e-04,4.8234767746e-04
7.5014400000e-01,1.9465327568e-04,3.1576062611e-04,4.1606206651e-04,4.9136131565e-04
7.5114400000e-01,1.9484836230e-04,3.0476625398e-04,4.1487837734e-04,4.9663402024e-04
7.5214400000e-01,1.8621360141e-04,3.0632556445e-04,4.1353170673e-04,5.0538470532e-04
7.5314400000e-01,1.9277502361e-04,3.0037217584e-04,4.0509399696e-04,4.9735488574e-04
7.5414400000e-01,1.9211129256e-04,3.1195508200e-04,4.0585331590e-04,5.0516289775e-04
7.5514400000e-01,1.9973695089e-04,3.0950188375e-04,4.0162689402e-04,5.0090042350e-04
7.5614400000e-01,2.0432484234e-04,3.1056639273e-04,4.0970749978e-04,4.9635073083e-04
7.5714400000e-01,2.0981651687e-04,3.0618095479e-04,4.0654489567e-04,4.9787413445e-04
7.5814400000e-01,2.0154126105e-04,3.0651513953e-04,4.0765648009e-04,5.0035898312e-04
7.5914400000e-01,1.9859495296e-04,3.0975763366e-04,4.0880582674e-04,4.9827151088e-04
7.6014400000e-01,2.0476647478e-04,3.1677212974e-04,4.0593375161e-04,4.8617432185e-04
7.6114400000e-01,2.0366011086e-04,3.2227257179e-04,4.0928098315e-04,4.8953766964e-04
7.6214400000e-01,2.0163866793e-04,3.1273997593e-04,4.1253544623e-04,4.8635356507e-04
7.6314400000e-01,1.9259421606e-04,3.1520434277e-04,4.1621729906e-04,4.9903901527e-04
7.6414400000e-01,1.9572951715e-04,3.1334686355e-04,4.0594011807e-04,4.8984555178e-04
7.6514400000e-01,1.8451588403e-04,3.2120620745e-04,4.1124334530e-04,4.9446920457e-04
7.6614400000e-01,1.9723864170e-04,3.1409501389e-04,4.0959199396e-04,4.8879093811e-04
7.6714400000e-01,1.9397737560e-04,3.1595754990e-04,4.1818319005e-04,4.8805199185e-04
7.6814400000e-01,1.9435030481e-04,3.1195522752e-04,4.1338338633e-04,4.9790382036e-04
7.6914400000e-01,1.9167571736e-04,3.0623694329e-04,4.1126466385e-04,4.9546233640e-04
7.7014400000e-01,1.9356584744e-04,3.0567058275e-04,4.0866616473e-04,4.9935992138e-04
7.7114400000e-01,1.9554856408e-04,3.0750161386e-04,4.0033279220e-04,4.9341542763e-04
7.7214400000e-01,2.0076626242e-04,3.1292984204e-04,3.9974653191e-04,4.9688384024e-04
7.7314400000e-01,2.0596769900e-04,3.0724546377e-04,4.0776831156e-04,4.9661466619e-04
7.7414400000e-01,1.9822724425e-04,3.0480456189e-04,4.0806462493e-04,5.0543505495e-04
7.7514400000e-01,2.0099852918e-04,3.0677598261e-04,4.0055729187e-04,4.9492005928e-04
7.7614400000e-01,1.9934181182e-04,3.1741197745e-04,4.0525501390e-04,4.9522554036e-04
7.7714400000e-01,2.0665222110e-04,3.1445790228e-04,4.0449333028e-04,4.8557361879e-04
7.7814400000e-01,2.0240404410e-04,3.2299016311e-04,4.1522769607e-04,4.8913530918e-04
7.7914400000e-01,2.0271845642e-04,3.0970939406e-04,4.1127274017e-04,4.8859568778e-04
7.8014400000e-01,1.9507497200e-04,3.1339648558e-04,4.1824372602e-04,4.9358750402e-04
7.8114400000e-01,1.9149067157e-04,3.1187988498e-04,4.0961262130e-04,4.9705995480e-04
7.8214400000e-01,1.8855766029e-04,3.1448122172e-04,4.1291234083e-04,4.9565900554e-04
7.8314400000e-01,1.9389679437e-04,3.1458992453e-04,4.1164737922e-04,4.8791498557e-04
7.8414400000e-01,1.9684719518e-04,3.1082876376e-04,4.1362003685e-04,4.9156729801e-04
7.8514400000e-01,1.9119874196e-04,3.0830233300e-04,4.1473023884e-04,4.9731006584e-04
7.8614400000e-01,1.9060385966e-04,3.0179606256e-04,4.0917831939e-04,4.9585480156e-04
7.8714400000e-01,1.9232957129e-04,3.1371429941e-04,4.0603961679e-04,5.0242906582e-04
7.8814400000e-01,2.0320660042e-04,3.0782241083e-04,4.0174607420e-04,4.9433845561e-04
7.8914400000e-01,2.0329580366e-04,3.1081151974e-04,4.1343995690e-04,4.9598780606e-04
7.9014400000e-01,2.0991659767e-04,3.0195835279e-04,4.0870840166e-04,4.9472793762e-04
7.9114400000e-01,1.9539729692e-04,3.0784613045e-04,4.0667622670e-04,5.0173352065e-04
7.9214400000e-01,1.9985187464e-04,3.0655613955e-04,3.9926133468e-04,4.9391630455e-04
7.9314400000e-01,1.9876135411e-04,3.1339252018e-04,4.0581682697e-04,4.9707214202e-04
7.9414400000e-01,2.0355650122e-04,3.1620169466e-04,4.0499504394e-04,4.9329668400e-04
7.9514400000e-01,2.0154579033e-04,3.2354222640e-04,4.1072860768e-04,4.8766421969e-04
7.9614400000e-01,1.9892562705e-04,3.1512288842e-04,4.1424209485e-04,4.9196427426e-04
7.9714400000e-01,1.9284147129e-04,3.1449733797e-04,4.1763087211e-04,4.9131085689e-04
7.9814400000e-01,1.8827025997e-04,3.1811217923e-04,4.1185234295e-04,4.9160364142e-04
7.9914400000e-01,1.9595232516e-04,3.1837938877e-04,4.0868228098e-04,4.8375208280e-04
8.0014400000e-01,1.9513152438e-04,3.1667783333e-04,4.1489918658e-04,4.9158810725e-04
8.0114400000e-01,1.9512515792e-04,3.0552950193e-04,4.1261817387e-04,4.9001562729e-04
8.0214400000e-01,1.8597624148e-04,3.0745213735e-04,4.1014911403e-04,4.9647187552e-04
8.0314400000e-01,1.9399518351e-04,3.0058183256e-04,4.0129001718e-04,4.9956943258e-04
8.0414400000e-01,1.9383529434e-04,3.1339834095e-04,4.0302234993e-04,5.0116945204e-04
8.0514400000e-01,2.0049299565e-04,3.0884039006e-04,3.9820275560e-04,5.0077276683e-04
8.0614400000e-01,2.0277386284e-04,3.1071202102e-04,4.1079209041e-04,4.9404141464e-04
