# Saved on 2025-06-25T11:40:04.665062
# Name: Shreenidhi
# Sample_ID: Batch3_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -1.5
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2.3
#   Neg_Voltage: -1
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0003
#   max_gtarget: 0.0013
#   num_level: 11
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0002
#   max_gtarget: 0.0013
#   num_level: 6
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1
#   v_rst: -1
#   v_prg_max: 2.3
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: False
#   use_fine: False
#   use_ultra_fine: False
#   use_ultra_ultra_fine: False
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S),Conductance_Target_4 (S),Conductance_Target_5 (S),Conductance_Target_6 (S)
5.9814400000e-01,3.0471408536e-04,4.0293740312e-04,4.8817641073e-04,5.9258862166e-04,6.9336929300e-04,7.8664314060e-04
5.9914400000e-01,3.0238641557e-04,4.0311904741e-04,4.9205857067e-04,5.9492871515e-04,7.0238820626e-04,7.8665565525e-04
6.0014400000e-01,3.0138593502e-04,4.0069779061e-04,4.9531699915e-04,5.9454265283e-04,7.0102280006e-04,7.8596225649e-04
6.0114400000e-01,2.8950546039e-04,4.0024413465e-04,4.8818714276e-04,5.8793117205e-04,7.0638910984e-04,7.8440760262e-04
6.0214400000e-01,2.9306445867e-04,4.0909024392e-04,4.9155671149e-04,5.8785852161e-04,7.0518872235e-04,7.9123215983e-04
6.0314400000e-01,2.8602124075e-04,3.9857401134e-04,4.9245878472e-04,5.8468191128e-04,7.0812486229e-04,7.8750897956e-04
6.0414400000e-01,2.9577509849e-04,3.9977749111e-04,5.0232221838e-04,6.0007871070e-04,7.0972077083e-04,7.8742174082e-04
6.0514400000e-01,2.9525668651e-04,3.9601251046e-04,4.9815247621e-04,5.9038295149e-04,7.0249676355e-04,7.8785946243e-04
6.0614400000e-01,2.9551581974e-04,3.9162972826e-04,5.0497401389e-04,5.9213765780e-04,7.0621463237e-04,7.9736972111e-04
6.0714400000e-01,2.9192939110e-04,3.8603797293e-04,4.9632060836e-04,5.8534820710e-04,7.0617636084e-04,7.9339282820e-04
6.0814400000e-01,2.9358809115e-04,3.9294758608e-04,4.9694164773e-04,5.8901478042e-04,7.0566034992e-04,7.9610348621e-04
6.0914400000e-01,2.9869552236e-04,3.9524064050e-04,4.9670357839e-04,5.9064179368e-04,6.9633962994e-04,7.8318123997e-04
6.1014400000e-01,3.0170784157e-04,3.9515423850e-04,4.9761441915e-04,5.9092737501e-04,6.9864130637e-04,7.9058620031e-04
6.1114400000e-01,3.0635583244e-04,3.9108334022e-04,4.9905102060e-04,5.9960850194e-04,6.9613466621e-04,7.9023673607e-04
6.1214400000e-01,2.9647671909e-04,3.9203561755e-04,4.9343154387e-04,5.9613434132e-04,7.0994530688e-04,7.8913151810e-04
6.1314400000e-01,2.9982167689e-04,4.0191374865e-04,4.9055677664e-04,5.9337562561e-04,6.9982554123e-04,7.9108598584e-04
6.1414400000e-01,2.9847442420e-04,3.9967839257e-04,4.8740464990e-04,5.9528116253e-04,7.0298563514e-04,7.8924138506e-04
6.1514400000e-01,3.0680748750e-04,4.0912615077e-04,4.9941761972e-04,6.0047863371e-04,7.0313006290e-04,7.8992838098e-04
6.1614400000e-01,3.0099350624e-04,3.9046302845e-04,4.9412130465e-04,5.9473619331e-04,7.0068068453e-04,7.8388271504e-04
6.1714400000e-01,3.0114519177e-04,3.9981521695e-04,4.9513393606e-04,5.9548361605e-04,7.0288937422e-04,7.9184908827e-04
6.1814400000e-01,2.9595519663e-04,3.9557638956e-04,4.8725494707e-04,5.8463003370e-04,7.0269750722e-04,7.8951037722e-04
6.1914400000e-01,2.9103353882e-04,4.0003691538e-04,4.9337202654e-04,5.8900968725e-04,7.0959409641e-04,7.8900651715e-04
6.2014400000e-01,2.8929933251e-04,3.9670507249e-04,4.9203452363e-04,5.8555189753e-04,7.0057780249e-04,7.8050696175e-04
6.2114400000e-01,2.9477263524e-04,3.9827740693e-04,4.9502225011e-04,5.8760277170e-04,7.0303569373e-04,7.9037643445e-04
6.2214400000e-01,2.9679975341e-04,3.9429189201e-04,5.0119419029e-04,5.9102603700e-04,7.0485875767e-04,7.8799137555e-04
6.2314400000e-01,2.9117814847e-04,3.8799327740e-04,5.0096419727e-04,5.8998160966e-04,7.1325026511e-04,7.9361139797e-04
6.2414400000e-01,2.9271781386e-04,3.9092403313e-04,4.9834798119e-04,5.9032019635e-04,7.0266061812e-04,7.9308207205e-04
6.2514400000e-01,2.9337179512e-04,3.9417300286e-04,4.9493391998e-04,5.9111385781e-04,7.0548914664e-04,7.9495119280e-04
6.2614400000e-01,3.0396666261e-04,3.9479487896e-04,5.0231032219e-04,5.9581863752e-04,6.9711364631e-04,7.9693207226e-04
6.2714400000e-01,3.0186447475e-04,3.8581787521e-04,4.9957878218e-04,5.9548528952e-04,6.9919631642e-04,7.8803619544e-04
6.2814400000e-01,3.0844879802e-04,3.9228456444e-04,4.9855229008e-04,5.9832513216e-04,6.9753688877e-04,7.9440105765e-04
6.2914400000e-01,2.9762464692e-04,3.9409835153e-04,4.8790410801e-04,5.8639900089e-04,6.9724657806e-04,7.9331170127e-04
6.3014400000e-01,3.0169088859e-04,4.0203529352e-04,4.9181766371e-04,5.9337209677e-04,7.0268579293e-04,7.9203593486e-04
6.3114400000e-01,2.9903127142e-04,4.0022026951e-04,4.8602883908e-04,5.9013316786e-04,6.9929468737e-04,7.8271106759e-04
6.3214400000e-01,3.0217026506e-04,4.0595325117e-04,4.9462527386e-04,5.9608344600e-04,7.0034424425e-04,7.8639568528e-04
6.3314400000e-01,3.0153240004e-04,4.0055812860e-04,4.9395945098e-04,5.9224694269e-04,7.0070462243e-04,7.8409546404e-04
6.3414400000e-01,2.9681134038e-04,3.9748712879e-04,4.9455164117e-04,5.9301528381e-04,7.0902555308e-04,7.9569690570e-04
6.3514400000e-01,2.9319042369e-04,3.9996495616e-04,4.9363570724e-04,5.9295420215e-04,7.0699075877e-04,7.8804703662e-04
6.3614400000e-01,2.8916248993e-04,4.0052560507e-04,4.9141915952e-04,5.8781948610e-04,7.1024413046e-04,7.9021439888e-04
6.3714400000e-01,2.9903156246e-04,3.9955510147e-04,4.9681511882e-04,5.8902594901e-04,6.9670342782e-04,7.9036268289e-04
6.3814400000e-01,2.9600567359e-04,3.9263006329e-04,4.9875656259e-04,5.9366175265e-04,7.0376794611e-04,7.8928605944e-04
6.3914400000e-01,2.9725044442e-04,3.9214588469e-04,5.0258557167e-04,5.9514517488e-04,7.0249254350e-04,7.9184028436e-04
6.4014400000e-01,2.8840078812e-04,3.8793543354e-04,4.9091686378e-04,5.8281173551e-04,7.0317277277e-04,7.8980658145e-04
6.4114400000e-01,2.9511122193e-04,3.9811962779e-04,4.9668109568e-04,5.8874884417e-04,7.0448812039e-04,7.9667181126e-04
6.4214400000e-01,2.9517412258e-04,3.9402330003e-04,4.9737747759e-04,5.9150148445e-04,7.0178059104e-04,7.8817021858e-04
6.4314400000e-01,3.0019024052e-04,3.9686936361e-04,5.0246144383e-04,5.9853591665e-04,7.0299538493e-04,7.9046760220e-04
6.4414400000e-01,3.0527065974e-04,3.9185197238e-04,4.9653535825e-04,5.9354060795e-04,6.9625733886e-04,7.9235433077e-04
6.4514400000e-01,3.0757077184e-04,3.9398357330e-04,4.9712161854e-04,5.9993522882e-04,7.0466310717e-04,8.0032506958e-04
6.4614400000e-01,3.0093906389e-04,3.9420425310e-04,4.9436261179e-04,5.9629634052e-04,7.0278940257e-04,7.8975623182e-04
6.4714400000e-01,2.9838789487e-04,3.9720198401e-04,4.8972229706e-04,5.9439393226e-04,7.0243273512e-04,7.9123281466e-04
6.4814400000e-01,3.0520575820e-04,4.0288792661e-04,4.8943769798e-04,5.9425408836e-04,6.9281937613e-04,7.8548713645e-04
6.4914400000e-01,3.0310669899e-04,3.9725557144e-04,4.9460890295e-04,5.9438938479e-04,7.0212365245e-04,7.8725752246e-04
6.5014400000e-01,3.0177428926e-04,3.9754228055e-04,4.9709207815e-04,5.9401136241e-04,6.9935551437e-04,7.8413861047e-04
6.5114400000e-01,2.9061224268e-04,3.9804766857e-04,4.9014102842e-04,5.9073030570e-04,7.0668967965e-04,7.8340286564e-04
6.5214400000e-01,2.9351529520e-04,4.0281749534e-04,4.9290949391e-04,5.8805344452e-04,7.0613350545e-04,7.9159886809e-04
6.5314400000e-01,2.8652593755e-04,3.9927308535e-04,4.9358040997e-04,5.8742731198e-04,7.0886948379e-04,7.8663579188e-04
6.5414400000e-01,2.9650103897e-04,3.9992875827e-04,5.0329850637e-04,5.9966660046e-04,7.0921254519e-04,7.8681994637e-04
6.5514400000e-01,2.9507375075e-04,3.8949958252e-04,4.9889044021e-04,5.8853183873e-04,7.0198722824e-04,7.8884550021e-04
6.5614400000e-01,2.9618959161e-04,3.9205329813e-04,5.0586113503e-04,5.9436748415e-04,7.0706133556e-04,7.9657736933e-04
6.5714400000e-01,2.9271117455e-04,3.8613765355e-04,4.9710026360e-04,5.8700348745e-04,7.0732894528e-04,7.9316210758e-04
6.5814400000e-01,2.9301172617e-04,3.9161051973e-04,4.9931921239e-04,5.9164922277e-04,7.0562542533e-04,7.9630677646e-04
6.5914400000e-01,2.9758803066e-04,3.9555572585e-04,4.9831902288e-04,5.9064746893e-04,6.9499765232e-04,7.8244214819e-04
6.6014400000e-01,3.0159149901e-04,3.9441019908e-04,4.9756665248e-04,5.9064943343e-04,6.9814610470e-04,7.9096847912e-04
6.6114400000e-01,3.0579089071e-04,3.9138714783e-04,4.9964281061e-04,6.0084916186e-04,6.9555280788e-04,7.8955818026e-04
6.6214400000e-01,2.9602093491e-04,3.9355210902e-04,4.9490052334e-04,5.9693320509e-04,7.0858870458e-04,7.8872028098e-04
6.6314400000e-01,2.9973036362e-04,4.0046241338e-04,4.9103462516e-04,5.9505950048e-04,6.9936242653e-04,7.9100114817e-04
6.6414400000e-01,2.9889371945e-04,4.0258481022e-04,4.8818616051e-04,5.9312496887e-04,7.0406669693e-04,7.8933553596e-04
6.6514400000e-01,3.0636289011e-04,4.0554456064e-04,4.9931128160e-04,6.0099166149e-04,7.0290661824e-04,7.9135315900e-04
6.6614400000e-01,3.0053843147e-04,3.9128874050e-04,4.9461708841e-04,5.9717352997e-04,7.0147645602e-04,7.8299613961e-04
6.6714400000e-01,2.9981163607e-04,3.9891765482e-04,4.9421800213e-04,5.9569098084e-04,7.0455891546e-04,7.9165823990e-04
6.6814400000e-01,2.9498371077e-04,3.9623064367e-04,4.8714820878e-04,5.8279645600e-04,7.0367736043e-04,7.8929915617e-04
6.6914400000e-01,2.9038972571e-04,4.0135942982e-04,4.9387177569e-04,5.8842964791e-04,7.0969334047e-04,7.8788776591e-04
6.7014400000e-01,2.8779642889e-04,3.9867663872e-04,4.9368234613e-04,5.8529829403e-04,7.0205496741e-04,7.7938399045e-04
6.7114400000e-01,2.9346807423e-04,4.0081289626e-04,5.0217222451e-04,5.9092482843e-04,7.0235029852e-04,7.8931589087e-04
6.7214400000e-01,2.9700147934e-04,3.9647435187e-04,5.0611757615e-04,5.9167155996e-04,7.0424917794e-04,7.8850469436e-04
6.7314400000e-01,2.9035876651e-04,3.8904068788e-04,5.0517817726e-04,5.9031001001e-04,7.1401635068e-04,7.9358964285e-04
6.7414400000e-01,2.9184471714e-04,3.9091752114e-04,5.0279832067e-04,5.8975456341e-04,7.0308728027e-04,7.9282879597e-04
6.7514400000e-01,2.9340571928e-04,3.9504029701e-04,4.9858634156e-04,5.9032059653e-04,7.0687121479e-04,7.9522316810e-04
6.7614400000e-01,3.0397004593e-04,3.9475093217e-04,5.0738977734e-04,5.9520734794e-04,6.9916575740e-04,7.9660800111e-04
6.7714400000e-01,3.0175337088e-04,3.8645091990e-04,5.0468210247e-04,5.9574995248e-04,6.9847883424e-04,7.8796278103e-04
6.7814400000e-01,3.0936531402e-04,3.9456386730e-04,5.0415932492e-04,6.0039055825e-04,6.9741647167e-04,7.9361801909e-04
6.7914400000e-01,2.9783202990e-04,3.9400278183e-04,4.9315291108e-04,5.8444340539e-04,6.9747373345e-04,7.9323348473e-04
6.8014400000e-01,3.0039676858e-04,4.0206399717e-04,4.9702139222e-04,5.9442631027e-04,7.0291236625e-04,7.9196906881e-04
6.8114400000e-01,2.9882587114e-04,4.0213497414e-04,4.9133177527e-04,5.9054327721e-04,7.0018999395e-04,7.8233468230e-04
6.8214400000e-01,3.0188286473e-04,4.0650502342e-04,4.9902515457e-04,5.9662714193e-04,7.0005851740e-04,7.8547862358e-04
6.8314400000e-01,3.0253797377e-04,4.0087012167e-04,4.9937436415e-04,5.9312456870e-04,7.0161717304e-04,7.8324184869e-04
6.8414400000e-01,2.9667633498e-04,3.9733982703e-04,4.9929036322e-04,5.9313770180e-04,7.0792244514e-04,7.9691999417e-04
6.8514400000e-01,2.9379365515e-04,3.9903090510e-04,4.9793066864e-04,5.9222147684e-04,7.0485082688e-04,7.8861747170e-04
6.8614400000e-01,2.9045419069e-04,4.0065016947e-04,4.9743037380e-04,5.8641071519e-04,7.0955073170e-04,7.9071047367e-04
6.8714400000e-01,3.0035125747e-04,3.9964572352e-04,5.0236758398e-04,5.8855319367e-04,6.9578643888e-04,7.9094897956e-04
6.8814400000e-01,2.9647897463e-04,3.9236303564e-04,5.0411450502e-04,5.9330210206e-04,7.0494046668e-04,7.8934033809e-04
6.8914400000e-01,2.9736960641e-04,3.9439368265e-04,5.0776692660e-04,5.9434838477e-04,7.0225978561e-04,7.9106997873e-04
6.9014400000e-01,2.8897022275e-04,3.8756847061e-04,4.9488087825e-04,5.8122612245e-04,7.0227142714e-04,7.8960438259e-04
6.9114400000e-01,2.9483724575e-04,4.0108418034e-04,5.0208640459e-04,5.8750352764e-04,7.0326153946e-04,7.9631296103e-04
6.9214400000e-01,2.9556020309e-04,3.9434038626e-04,5.0026355893e-04,5.8593417634e-04,7.0102680183e-04,7.8823009972e-04
6.9314400000e-01,2.9957018342e-04,3.9621198084e-04,5.0822414778e-04,5.9846155636e-04,7.0253066951e-04,7.9019191617e-04
6.9414400000e-01,3.0355611671e-04,3.9190272219e-04,5.0260649004e-04,5.9370602685e-04,6.9584893936e-04,7.9152181570e-04
6.9514400000e-01,3.0648800021e-04,3.9452515921e-04,5.0313636166e-04,6.0061109252e-04,7.0397480158e-04,8.0002835602e-04
6.9614400000e-01,3.0032326322e-04,3.9548616769e-04,5.0004429795e-04,5.9662841522e-04,7.0281981607e-04,7.9034929513e-04
6.9714400000e-01,2.9814276786e-04,3.9827584260e-04,4.9448732170e-04,5.9169120505e-04,7.0270754804e-04,7.9241639469e-04
6.9814400000e-01,3.0408640669e-04,4.0392740630e-04,4.9367950851e-04,5.9373342083e-04,6.9278816227e-04,7.8609824413e-04
6.9914400000e-01,3.0242841603e-04,4.0312937927e-04,4.9733676860e-04,5.9324032918e-04,7.0200636401e-04,7.8696059063e-04
7.0014400000e-01,3.0016690289e-04,3.9849921450e-04,5.0150210882e-04,5.9430967667e-04,6.9971967605e-04,7.8448552813e-04
7.0114400000e-01,2.9063034162e-04,3.9813177864e-04,4.9374935770e-04,5.8943041950e-04,7.0555135608e-04,7.8249431681e-04
7.0214400000e-01,2.9256047128e-04,4.0674323827e-04,4.9647242122e-04,5.8809415350e-04,7.0468631748e-04,7.9010751506e-04
7.0314400000e-01,2.8621492675e-04,4.0198512579e-04,4.9660364311e-04,5.8443649323e-04,7.0800211688e-04,7.8624107118e-04
7.0414400000e-01,2.9604356314e-04,4.0071900003e-04,5.0685186579e-04,5.9765447077e-04,7.0839967520e-04,7.8603581642e-04
7.0514400000e-01,2.9543014534e-04,3.8995392970e-04,5.0335336709e-04,5.8957786678e-04,7.0128291554e-04,7.8828466940e-04
7.0614400000e-01,2.9610519050e-04,3.9123377064e-04,5.1084614825e-04,5.9071080614e-04,7.0436806709e-04,7.9611716501e-04
7.0714400000e-01,2.9294853448e-04,3.8641304855e-04,5.0038965128e-04,5.8911598899e-04,7.0488378697e-04,7.9411540355e-04
7.0814400000e-01,2.9307180739e-04,3.9344507968e-04,5.0253311201e-04,5.8949106460e-04,7.0410693297e-04,7.9523502791e-04
7.0914400000e-01,2.9919992812e-04,3.9605052734e-04,5.0220431149e-04,5.9128207795e-04,6.9528854510e-04,7.8206328908e-04
7.1014400000e-01,3.0329274523e-04,3.9461716369e-04,5.0285772886e-04,5.8897574490e-04,6.9760848419e-04,7.9023913713e-04
7.1114400000e-01,3.0680679629e-04,3.9229162212e-04,5.0370097597e-04,5.9797272115e-04,6.9521658588e-04,7.8905039118e-04
7.1214400000e-01,2.9808381441e-04,3.9557948185e-04,4.9858706916e-04,5.9397079895e-04,7.0905676694e-04,7.8850876889e-04
7.1314400000e-01,3.0059694836e-04,3.9975118852e-04,4.9641446822e-04,5.9449597757e-04,7.0080823207e-04,7.9043100413e-04
7.1414400000e-01,2.9989589166e-04,4.0155282477e-04,4.9373225920e-04,5.9358117142e-04,7.0325011620e-04,7.8913210018e-04
7.1514400000e-01,3.0781149690e-04,4.0483020712e-04,5.0553582696e-04,6.0394308093e-04,6.9971094490e-04,7.9099787399e-04
7.1614400000e-01,3.0256736864e-04,3.9198585000e-04,4.9818598200e-04,5.9473830333e-04,6.9972462370e-04,7.8375800513e-04
7.1714400000e-01,3.0242303183e-04,3.9942773583e-04,4.9848327762e-04,5.9685207816e-04,7.0277055784e-04,7.9152887338e-04
7.1814400000e-01,2.9408627597e-04,3.9691713027e-04,4.9195070460e-04,5.8510278905e-04,7.0283931564e-04,7.8999444668e-04
7.1914400000e-01,2.9056955100e-04,4.0258848458e-04,4.9884194596e-04,5.9259411501e-04,7.0950904046e-04,7.8924007539e-04
7.2014400000e-01,2.8931064662e-04,3.9950802602e-04,4.9762940762e-04,5.8421977883e-04,7.0120491728e-04,7.7947093814e-04
7.2114400000e-01,2.9491740861e-04,4.0087492380e-04,5.0225873565e-04,5.8565721702e-04,7.0125977800e-04,7.8953271441e-04
7.2214400000e-01,2.9845081372e-04,3.9603710320e-04,5.0694416132e-04,5.9056816099e-04,7.0371126640e-04,7.8742152255e-04
7.2314400000e-01,2.9182025173e-04,3.9179882151e-04,5.0723905588e-04,5.8856661781e-04,7.1227550507e-04,7.9453537182e-04
7.2414400000e-01,2.9346128940e-04,3.9139351429e-04,5.0457962061e-04,5.8889418142e-04,7.0107751526e-04,7.9337900388e-04
7.2514400000e-01,2.9433975214e-04,3.9455386286e-04,5.0044309319e-04,5.8978890593e-04,7.0562855399e-04,7.9617799202e-04
7.2614400000e-01,3.0553586839e-04,3.9621409087e-04,5.0686190662e-04,5.9473659348e-04,6.9660840381e-04,7.9642086348e-04
7.2714400000e-01,3.0074510505e-04,3.8767771912e-04,5.0447273679e-04,5.9516129113e-04,6.9738169259e-04,7.8797878814e-04
7.2814400000e-01,3.0926537875e-04,3.9303115045e-04,5.0573475164e-04,6.0019108787e-04,6.9467998401e-04,7.9283825471e-04
7.2914400000e-01,2.9844684832e-04,3.9276594180e-04,4.9267408031e-04,5.8325138525e-04,6.9609850470e-04,7.9352292232e-04
7.3014400000e-01,3.0118180803e-04,4.0506754885e-04,4.9765742006e-04,5.9308651544e-04,7.0278234489e-04,7.9163532064e-04
7.3114400000e-01,2.9234699468e-04,4.0123770304e-04,4.9149861297e-04,5.9007277741e-04,6.9766741944e-04,7.8240103903e-04
7.3214400000e-01,3.0204118957e-04,4.0790018829e-04,4.9835776736e-04,5.9551894083e-04,6.9940877438e-04,7.8537021182e-04
7.3314400000e-01,3.0263141525e-04,3.9990824007e-04,4.9836424296e-04,5.9203543060e-04,6.9893918408e-04,7.8437937191e-04
7.3414400000e-01,2.9852233638e-04,3.9837312215e-04,4.9834547099e-04,5.9504745877e-04,7.0844507718e-04,7.9718454799e-04
7.3514400000e-01,2.9437636840e-04,3.9971710066e-04,4.9885791668e-04,5.9369824157e-04,7.0688503911e-04,7.8831908468e-04
7.3614400000e-01,2.9029331927e-04,4.0289709432e-04,4.9706915888e-04,5.8607667597e-04,7.0923430030e-04,7.9039775301e-04
7.3714400000e-01,2.9926806747e-04,3.9916973037e-04,5.0228631153e-04,5.8961715695e-04,6.9568806794e-04,7.9029981862e-04
7.3814400000e-01,2.9506823921e-04,3.9470269257e-04,5.0426151574e-04,5.9074500314e-04,7.0273737947e-04,7.8845689131e-04
7.3914400000e-01,2.9798782634e-04,3.9206544898e-04,5.0722068409e-04,5.9235237131e-04,7.0288311690e-04,7.9002071288e-04
7.4014400000e-01,2.8916630981e-04,3.8787791709e-04,4.9536509323e-04,5.8254991018e-04,7.0290741860e-04,7.8839635535e-04
7.4114400000e-01,2.9567019737e-04,4.0100119804e-04,5.0172999181e-04,5.9131358285e-04,7.0357600634e-04,7.9607591033e-04
7.4214400000e-01,2.9610364436e-04,3.9503902372e-04,5.0207239838e-04,5.8768389863e-04,7.0198766480e-04,7.8814191511e-04
7.4314400000e-01,3.0190505640e-04,3.9861301047e-04,5.0757778808e-04,6.0075093643e-04,7.0176633017e-04,7.8927623690e-04
7.4414400000e-01,3.0632669223e-04,3.9226208173e-04,5.0138562074e-04,5.9456851886e-04,6.9449248258e-04,7.9091718362e-04
7.4514400000e-01,3.0908060580e-04,3.9257211029e-04,5.0288967032e-04,6.0093188949e-04,7.0276524639e-04,8.0074096331e-04
7.4614400000e-01,3.0299686841e-04,3.9473692595e-04,4.9962571211e-04,5.9644422436e-04,7.0128873631e-04,7.9036966781e-04
7.4714400000e-01,3.0002724088e-04,3.9856000512e-04,4.9488851801e-04,5.9510599385e-04,6.9981309935e-04,7.9169229139e-04
7.4814400000e-01,3.0434299333e-04,4.0377686673e-04,4.9410235079e-04,5.9732396039e-04,6.9116395025e-04,7.8521246905e-04
7.4914400000e-01,3.0306726330e-04,4.0261831600e-04,4.9793772632e-04,5.9415611759e-04,7.0139307354e-04,7.8625009337e-04
7.5014400000e-01,3.0081451769e-04,3.9826114516e-04,5.0084967370e-04,5.9400004830e-04,6.9728259405e-04,7.8486438724e-04
7.5114400000e-01,2.8937454772e-04,3.9629128878e-04,4.9259859225e-04,5.8784055000e-04,7.0613801654e-04,7.8334589489e-04
7.5214400000e-01,2.9388724215e-04,4.0557508328e-04,4.9619589845e-04,5.8784833527e-04,7.0513473474e-04,7.9129196820e-04
7.5314400000e-01,2.8850539820e-04,4.0053691919e-04,4.9689202569e-04,5.8490950323e-04,7.0871916250e-04,7.8735545685e-04
7.5414400000e-01,2.9980174077e-04,4.0056253056e-04,5.0727721828e-04,6.0184018366e-04,7.0821944973e-04,7.8668454080e-04
7.5514400000e-01,2.9707216527e-04,3.8990445319e-04,5.0330232625e-04,5.9206173319e-04,7.0047994086e-04,7.8797173046e-04
7.5614400000e-01,2.9782722777e-04,3.9302463847e-04,5.0952417951e-04,5.9258778492e-04,7.0600755862e-04,7.9696525063e-04
7.5714400000e-01,2.9510598324e-04,3.8687488995e-04,5.0192975323e-04,5.8714373154e-04,7.0607697126e-04,7.9342084064e-04
7.5814400000e-01,2.9504873964e-04,3.9527116314e-04,5.0299440773e-04,5.9088113630e-04,7.0445079473e-04,7.9653378634e-04
7.5914400000e-01,2.9966207876e-04,3.9534748794e-04,5.0248931075e-04,5.9143363615e-04,6.9446577982e-04,7.8212986409e-04
7.6014400000e-01,3.0347780921e-04,3.9741065848e-04,5.0204384024e-04,5.8987388911e-04,6.9811190770e-04,7.9118108260e-04
7.6114400000e-01,3.0708954000e-04,4.0119655750e-04,5.0401526096e-04,5.9650643379e-04,6.9526555308e-04,7.8945973655e-04
7.6214400000e-01,2.9857465051e-04,4.0158633055e-04,4.9959249736e-04,5.9356691054e-04,7.0881673309e-04,7.8927783761e-04
7.6314400000e-01,3.0176282962e-04,4.0816019464e-04,4.9641588703e-04,5.9158883232e-04,6.9931411417e-04,7.9097015259e-04
7.6414400000e-01,3.0058254197e-04,4.0839910071e-04,4.9340895202e-04,5.9481448261e-04,7.0236637839e-04,7.9042903963e-04
7.6514400000e-01,3.0836115911e-04,4.1346014768e-04,5.0560611271e-04,5.9933892771e-04,7.0111826062e-04,7.9086552432e-04
7.6614400000e-01,3.0226370654e-04,4.0056165744e-04,4.9844129535e-04,5.9376878198e-04,7.0122005127e-04,7.8328637755e-04
7.6714400000e-01,3.0272994991e-04,4.0538707253e-04,4.9905924243e-04,5.9396486904e-04,7.0229005360e-04,7.9203608038e-04
7.6814400000e-01,2.9497465221e-04,4.0452385292e-04,4.9254871556e-04,5.8706526033e-04,7.0241563662e-04,7.8995217336e-04
7.6914400000e-01,2.9286371500e-04,4.1056646296e-04,4.9938564189e-04,5.8754903876e-04,7.0886453614e-04,7.8837911133e-04
7.7014400000e-01,2.8928845495e-04,4.0533701394e-04,4.9861166190e-04,5.8436002291e-04,7.0146066719e-04,7.7943055658e-04
7.7114400000e-01,2.9554847060e-04,4.0668019210e-04,5.0083101087e-04,5.8666479163e-04,7.0238747867e-04,7.8904893599e-04
7.7214400000e-01,2.9795643059e-04,4.0385377361e-04,5.0631380873e-04,5.9385769418e-04,7.0306734415e-04,7.8676668636e-04
7.7314400000e-01,2.9238630304e-04,3.9663242205e-04,5.0564736739e-04,5.9171623434e-04,7.1153568570e-04,7.9484765592e-04
7.7414400000e-01,2.9379505577e-04,3.9800412196e-04,5.0383627240e-04,5.8713016188e-04,7.0160102041e-04,7.9329474829e-04
7.7514400000e-01,2.9539693060e-04,4.0278089728e-04,5.0010567065e-04,5.9129168221e-04,7.0542620961e-04,7.9512094089e-04
7.7614400000e-01,3.0603870982e-04,4.0398863348e-04,5.0802340411e-04,5.9564110416e-04,6.9718407758e-04,7.9586228821e-04
7.7714400000e-01,3.0359753509e-04,3.9515241951e-04,5.0405738875e-04,5.9523790696e-04,6.9860019721e-04,7.8802004282e-04
