# Saved on 2025-06-26T13:15:00.279790
# Name: Shreenidhi
# Sample_ID: Batch3_F5_TPTE11
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2
#   Neg_Voltage: -2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.003
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1.1
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S),Conductance_Target_4 (S),Conductance_Target_5 (S)
6.1014400000e-01,3.9488040784e-04,4.9594356824e-04,6.0450431192e-04,7.0663045335e-04,7.8586330346e-04
6.1114400000e-01,3.9003181882e-04,5.0058901252e-04,6.0670656239e-04,7.0550500823e-04,7.8851837316e-04
6.1214400000e-01,3.9332859160e-04,4.9672635214e-04,6.0407823185e-04,7.0661131758e-04,7.7878874436e-04
6.1314400000e-01,3.9473565266e-04,4.9228194257e-04,5.9891295678e-04,7.1253401984e-04,7.8437027696e-04
6.1414400000e-01,3.9242197090e-04,4.9575384764e-04,6.0626465711e-04,7.0412846981e-04,7.8577933891e-04
6.1514400000e-01,3.8299993321e-04,4.9698701332e-04,6.0374728491e-04,7.0365742431e-04,7.9707395344e-04
6.1614400000e-01,3.8433587179e-04,4.9307105655e-04,6.0186393966e-04,7.0805530413e-04,7.9080535215e-04
6.1714400000e-01,3.7906713260e-04,4.8617897846e-04,5.9253532527e-04,7.1755326644e-04,7.9704215750e-04
6.1814400000e-01,3.9269481931e-04,4.8686149967e-04,5.9669571783e-04,7.1396498242e-04,7.9107820056e-04
6.1914400000e-01,3.8611997297e-04,4.8172707466e-04,5.9190198954e-04,7.1833092079e-04,7.8728931840e-04
6.2014400000e-01,3.8906444388e-04,4.9433889217e-04,6.0164536990e-04,7.0701862569e-04,7.8805329395e-04
6.2114400000e-01,3.8335972931e-04,4.8812111345e-04,5.9772588429e-04,7.1086775279e-04,7.8336808656e-04
6.2214400000e-01,3.8552268961e-04,4.9048412620e-04,5.9841986513e-04,7.1110647696e-04,7.8727221990e-04
6.2314400000e-01,3.8806650991e-04,4.8702506319e-04,5.9839581809e-04,7.0968613727e-04,7.8216886322e-04
6.2414400000e-01,3.9072721847e-04,4.8713831347e-04,5.9563586547e-04,7.1358539572e-04,7.8166871390e-04
6.2514400000e-01,3.9641781768e-04,4.8920501285e-04,6.0077225498e-04,7.0981011959e-04,7.8049233707e-04
6.2614400000e-01,3.9317845221e-04,4.9158908951e-04,6.0186026531e-04,7.0885034802e-04,7.9716686741e-04
6.2714400000e-01,3.9014717913e-04,4.9793547078e-04,6.0505422880e-04,7.0476475230e-04,7.8779637988e-04
6.2814400000e-01,3.9173180994e-04,4.9350197514e-04,5.9591337049e-04,7.1591093729e-04,7.8894969192e-04
6.2914400000e-01,4.0021885070e-04,4.9229791330e-04,5.9863363276e-04,7.1037953603e-04,7.8153367213e-04
6.3014400000e-01,3.9394792111e-04,4.9439782742e-04,6.0356418544e-04,7.0856549428e-04,7.8675424447e-04
6.3114400000e-01,3.9401693357e-04,5.0154649216e-04,6.0769052652e-04,7.0168585808e-04,7.8614168160e-04
6.3214400000e-01,3.8389494875e-04,4.9283215048e-04,5.9957837948e-04,7.1072718129e-04,7.8451870650e-04
6.3314400000e-01,3.8428301195e-04,4.9424754252e-04,6.0063852288e-04,7.1060560003e-04,7.9105739133e-04
6.3414400000e-01,3.7794849050e-04,4.8709574912e-04,5.9652127675e-04,7.1456481237e-04,7.9095945694e-04
6.3514400000e-01,3.8444981328e-04,4.8713802244e-04,5.9190380853e-04,7.1675131039e-04,7.8974349890e-04
6.3614400000e-01,3.8907179260e-04,4.8287103709e-04,5.9093134041e-04,7.1852264227e-04,7.8594770457e-04
6.3714400000e-01,3.8450918510e-04,4.8675094149e-04,5.9336896811e-04,7.1826849307e-04,7.9484074377e-04
6.3814400000e-01,3.8359990867e-04,4.9204583775e-04,5.9879010223e-04,7.1196023782e-04,7.9117264249e-04
6.3914400000e-01,3.8625668822e-04,4.8806810810e-04,5.9277099353e-04,7.1815455158e-04,7.9167475633e-04
6.4014400000e-01,3.9434842620e-04,4.8650312237e-04,5.9229103499e-04,7.1606787969e-04,7.7879492892e-04
6.4114400000e-01,3.9413935156e-04,4.8797821364e-04,5.9655052610e-04,7.1290145570e-04,7.8444747487e-04
6.4214400000e-01,3.9846105210e-04,4.9607348046e-04,6.0567796027e-04,7.0323163527e-04,7.7954151493e-04
6.4314400000e-01,3.8493006286e-04,4.9575144658e-04,6.0326703533e-04,7.0838359534e-04,7.8566663433e-04
6.4414400000e-01,3.9231890696e-04,5.0044254749e-04,6.0629234213e-04,7.0446381869e-04,7.8813573055e-04
6.4514400000e-01,3.8974245399e-04,4.8565052566e-04,5.9287700424e-04,7.1534675953e-04,7.8582146671e-04
6.4614400000e-01,3.9341877709e-04,4.9314458010e-04,6.0082911659e-04,7.1086586104e-04,7.8948185546e-04
6.4714400000e-01,3.9182879846e-04,4.9183887313e-04,5.9749163484e-04,7.1083239163e-04,7.8593402577e-04
6.4814400000e-01,3.9049042243e-04,4.9359667173e-04,5.9859528847e-04,7.1133355959e-04,7.9146469943e-04
6.4914400000e-01,3.8767037040e-04,4.9434991524e-04,6.0202211898e-04,7.0855225204e-04,7.9043369624e-04
6.5014400000e-01,3.8151185436e-04,4.9224883696e-04,5.9926031099e-04,7.1281254350e-04,7.9737874330e-04
6.5114400000e-01,3.8498972572e-04,4.9022415624e-04,5.9734898969e-04,7.1273738286e-04,7.8244484030e-04
6.5214400000e-01,3.8692352973e-04,4.8390262236e-04,5.9273592342e-04,7.1773763921e-04,7.9306926636e-04
6.5314400000e-01,3.8648668124e-04,4.8789039283e-04,6.0083544668e-04,7.0788766607e-04,7.9375444329e-04
6.5414400000e-01,3.7834699469e-04,4.9002876040e-04,5.9965743276e-04,7.1094487794e-04,7.9890640336e-04
6.5514400000e-01,3.8400761696e-04,4.8891815823e-04,5.9543679527e-04,7.1505230153e-04,7.9131641542e-04
6.5614400000e-01,3.8512273022e-04,4.8007954319e-04,5.8843019360e-04,7.2086557338e-04,7.9663121141e-04
6.5714400000e-01,3.9496539102e-04,4.8878868256e-04,5.9719179262e-04,7.1318434493e-04,7.9460507550e-04
6.5814400000e-01,3.9398750232e-04,4.8785448598e-04,5.9749501816e-04,7.1213187766e-04,7.8697674326e-04
6.5914400000e-01,4.0051359974e-04,4.9643891543e-04,6.0088976170e-04,7.0972768299e-04,7.8911216406e-04
6.6014400000e-01,3.9350390580e-04,4.9517071602e-04,6.0445752752e-04,7.0778231020e-04,7.9031888163e-04
6.6114400000e-01,3.8919239159e-04,5.0038925110e-04,6.0611168010e-04,7.0674977906e-04,7.9462901340e-04
6.6214400000e-01,3.9326623664e-04,4.9732658226e-04,6.0485308495e-04,7.0624730142e-04,7.8516619396e-04
6.6314400000e-01,3.9480477426e-04,4.9018399295e-04,5.9822647017e-04,7.1387199569e-04,7.8832134022e-04
6.6414400000e-01,3.9352296881e-04,4.9540933105e-04,6.0412883613e-04,7.0740228693e-04,7.8922370449e-04
6.6514400000e-01,3.8447073166e-04,4.9603517255e-04,6.0070455220e-04,7.0784015406e-04,8.0054349382e-04
6.6614400000e-01,3.8497189962e-04,4.9483594921e-04,6.0114507505e-04,7.0781636168e-04,7.9578778241e-04
6.6714400000e-01,3.8004400267e-04,4.8690348194e-04,5.9237529058e-04,7.1869217209e-04,8.0051497207e-04
6.6814400000e-01,3.9451766497e-04,4.8894162319e-04,5.9422738559e-04,7.1468384704e-04,7.9116551206e-04
6.6914400000e-01,3.8575199142e-04,4.8429239541e-04,5.9005822550e-04,7.1851514804e-04,7.9203324276e-04
6.7014400000e-01,3.8844747905e-04,4.9673268222e-04,6.0220492742e-04,7.0572554250e-04,7.9263481894e-04
6.7114400000e-01,3.8332000258e-04,4.8867372243e-04,5.9573030740e-04,7.1328628110e-04,7.9249868577e-04
6.7214400000e-01,3.8505404518e-04,4.9105357903e-04,5.9857906308e-04,7.1063223004e-04,7.9579978774e-04
6.7314400000e-01,3.8694812247e-04,4.8698817409e-04,5.9777707065e-04,7.1104215749e-04,7.9035664385e-04
6.7414400000e-01,3.9040107367e-04,4.8641748435e-04,5.9709818743e-04,7.1448353992e-04,7.9016957898e-04
6.7514400000e-01,3.9630187530e-04,4.8998961574e-04,5.9954109020e-04,7.1129667049e-04,7.8198478150e-04
6.7614400000e-01,3.9450493205e-04,4.9070833484e-04,6.0032652982e-04,7.1053778811e-04,7.9734723840e-04
6.7714400000e-01,3.9041860873e-04,4.9901002058e-04,6.0608581407e-04,7.0569949457e-04,7.8770972323e-04
6.7814400000e-01,3.9098213165e-04,4.9460140872e-04,5.9810165112e-04,7.1462862252e-04,7.8710836533e-04
6.7914400000e-01,4.0039089072e-04,4.9192327424e-04,5.9968981077e-04,7.1181304520e-04,7.7980941569e-04
6.8014400000e-01,3.9430447941e-04,4.9432022934e-04,6.0195525293e-04,7.0990878157e-04,7.8649012721e-04
6.8114400000e-01,3.9323444071e-04,5.0058519264e-04,6.0923808633e-04,7.0062291343e-04,7.8695273260e-04
6.8214400000e-01,3.8261990994e-04,4.9288784794e-04,5.9892143327e-04,7.0817717642e-04,7.8548488091e-04
6.8314400000e-01,3.8361093175e-04,4.9532605772e-04,6.0193222453e-04,7.1018308518e-04,7.9422250565e-04
6.8414400000e-01,3.7730977056e-04,4.8654794227e-04,5.9599336964e-04,7.1506343374e-04,7.9412893683e-04
6.8514400000e-01,3.8353373384e-04,4.8695907026e-04,5.9350724769e-04,7.1769194619e-04,7.9108453065e-04
6.8614400000e-01,3.8823105569e-04,4.8167108616e-04,5.9214315115e-04,7.1778835263e-04,7.8765529906e-04
6.8714400000e-01,3.8537975342e-04,4.8498030083e-04,5.9461290220e-04,7.1767572081e-04,7.9517340055e-04
6.8814400000e-01,3.8353118725e-04,4.9012603995e-04,5.9883564973e-04,7.0933063398e-04,7.9051453213e-04
6.8914400000e-01,3.8564354327e-04,4.8627822252e-04,5.9366768255e-04,7.1702663263e-04,7.8901757661e-04
6.9014400000e-01,3.9277299948e-04,4.8572532251e-04,5.9428690292e-04,7.1649104939e-04,7.7693111962e-04
6.9114400000e-01,3.9294816816e-04,4.8858171795e-04,5.9581256210e-04,7.1327129262e-04,7.8684315667e-04
6.9214400000e-01,3.9822974941e-04,4.9660207878e-04,6.0469050368e-04,7.0248672273e-04,7.8034943726e-04
6.9314400000e-01,3.8448361011e-04,4.9598260375e-04,6.0356192989e-04,7.0666719694e-04,7.8917139035e-04
6.9414400000e-01,3.9311482396e-04,5.0142491091e-04,6.0852627939e-04,7.0478636189e-04,7.8764031059e-04
6.9514400000e-01,3.9004724385e-04,4.8863599659e-04,5.9453697759e-04,7.1715447120e-04,7.8702789324e-04
6.9614400000e-01,3.9446986193e-04,4.9463265896e-04,6.0250236857e-04,7.1086571552e-04,7.9032521171e-04
6.9714400000e-01,3.9273709262e-04,4.9149126426e-04,5.9893616708e-04,7.1053931606e-04,7.8681914601e-04
6.9814400000e-01,3.9181762986e-04,4.9541300541e-04,5.9987047280e-04,7.1137692430e-04,7.9125558841e-04
6.9914400000e-01,3.8900845539e-04,4.9386442697e-04,6.0162528825e-04,7.0992209658e-04,7.9179764725e-04
7.0014400000e-01,3.8197315007e-04,4.9273530749e-04,5.9986621636e-04,7.1239242970e-04,7.9264500528e-04
7.0114400000e-01,3.8371556002e-04,4.9117443268e-04,5.9866724769e-04,7.1258888056e-04,7.7923417848e-04
7.0214400000e-01,3.8792273699e-04,4.8393430916e-04,5.9112855524e-04,7.1804934123e-04,7.8806588135e-04
7.0314400000e-01,3.8705726183e-04,4.8906633310e-04,5.9782032622e-04,7.1034904977e-04,7.8953991760e-04
7.0414400000e-01,3.7796289689e-04,4.8949299526e-04,5.9826194047e-04,7.1058071626e-04,7.9499572166e-04
7.0514400000e-01,3.8375441363e-04,4.8985035392e-04,5.9615937062e-04,7.1655107604e-04,7.8902885434e-04
7.0614400000e-01,3.8507736463e-04,4.8248552048e-04,5.8875521063e-04,7.2197064583e-04,7.8883735114e-04
7.0714400000e-01,3.9532049414e-04,4.8863148550e-04,5.9667381720e-04,7.1308495535e-04,7.8819844930e-04
7.0814400000e-01,3.9435777580e-04,4.8935344239e-04,5.9531848819e-04,7.1356269473e-04,7.8194170783e-04
7.0914400000e-01,4.0035018174e-04,4.9802369176e-04,6.0351612774e-04,7.0824542490e-04,7.8384837252e-04
7.1014400000e-01,3.9425922296e-04,4.9550788390e-04,6.0532383941e-04,7.0713482273e-04,7.8352801211e-04
7.1114400000e-01,3.9024162106e-04,5.0223072321e-04,6.0757374740e-04,7.0546426286e-04,7.8839300841e-04
7.1214400000e-01,3.9251230191e-04,4.9788966862e-04,6.0634240072e-04,7.0561342000e-04,7.8226497862e-04
7.1314400000e-01,3.9445560105e-04,4.9208767450e-04,5.9933834564e-04,7.1372880484e-04,7.8462013335e-04
7.1414400000e-01,3.9258866309e-04,4.9554873840e-04,6.0475354985e-04,7.0701098593e-04,7.8685065091e-04
7.1514400000e-01,3.8464408135e-04,4.9646736443e-04,6.0387945268e-04,7.0707304985e-04,7.9674173321e-04
7.1614400000e-01,3.8412028516e-04,4.9381793360e-04,6.0292844864e-04,7.1059221227e-04,7.9082936281e-04
7.1714400000e-01,3.7975121813e-04,4.8791909649e-04,5.9304184106e-04,7.1902803029e-04,7.9602345068e-04
7.1814400000e-01,3.9316008042e-04,4.8753328883e-04,5.9466972743e-04,7.1634909546e-04,7.8635144746e-04
7.1914400000e-01,3.8567930460e-04,4.8368521675e-04,5.9288733610e-04,7.1939066402e-04,7.8816061432e-04
7.2014400000e-01,3.8857797335e-04,4.9611222494e-04,6.0636430135e-04,7.0717345807e-04,7.8735873103e-04
7.2114400000e-01,3.8354279241e-04,4.8799698561e-04,5.9568166762e-04,7.1328206104e-04,7.8585428128e-04
7.2214400000e-01,3.8574366044e-04,4.9044610932e-04,5.9891055571e-04,7.1062298957e-04,7.8756114817e-04
7.2314400000e-01,3.8718942960e-04,4.8650566896e-04,5.9723348386e-04,7.1193353506e-04,7.8468045103e-04
7.2414400000e-01,3.9119546273e-04,4.8923935537e-04,5.9794245317e-04,7.1325790486e-04,7.8501412645e-04
7.2514400000e-01,3.9631348045e-04,4.9071993999e-04,5.9991034504e-04,7.1210597525e-04,7.8061391832e-04
7.2614400000e-01,3.9507365727e-04,4.9429603678e-04,6.0117872636e-04,7.1093883889e-04,7.9450539488e-04
7.2714400000e-01,3.9072059735e-04,4.9976297305e-04,6.0617447161e-04,7.0403613790e-04,7.8594290244e-04
7.2814400000e-01,3.9197242586e-04,4.9584177759e-04,6.0159760324e-04,7.1276961535e-04,7.8564349678e-04
7.2914400000e-01,4.0018745494e-04,4.9394049711e-04,6.0050097090e-04,7.1160669904e-04,7.7799930295e-04
7.3014400000e-01,3.9441856643e-04,4.9654354370e-04,6.0265887441e-04,7.0823443821e-04,7.8504024714e-04
7.3114400000e-01,3.9414346247e-04,5.0263577577e-04,6.1024027673e-04,7.0017515100e-04,7.8382741776e-04
7.3214400000e-01,3.8302325265e-04,4.9583075452e-04,6.0198733991e-04,7.0880611020e-04,7.8581309936e-04
7.3314400000e-01,3.8471262087e-04,4.9575457524e-04,6.0238882725e-04,7.0905167377e-04,7.9051962530e-04
7.3414400000e-01,3.7867270294e-04,4.8694055295e-04,5.9504720411e-04,7.1385147749e-04,7.9095123510e-04
7.3514400000e-01,3.8353882701e-04,4.8915637308e-04,5.9374997363e-04,7.1507376560e-04,7.9087105405e-04
7.3614400000e-01,3.8750342355e-04,4.8392466852e-04,5.9224097640e-04,7.1711852797e-04,7.8454235336e-04
7.3714400000e-01,3.8561116526e-04,4.8729256378e-04,5.9366331698e-04,7.1636517532e-04,7.9255194578e-04
7.3814400000e-01,3.8369955291e-04,4.9248523283e-04,6.0120557464e-04,7.0863126894e-04,7.9018864199e-04
7.3914400000e-01,3.8614529331e-04,4.8956593673e-04,5.9609446907e-04,7.1446687798e-04,7.8820892668e-04
7.4014400000e-01,3.9265327359e-04,4.8908710596e-04,5.9474903537e-04,7.1521360951e-04,7.7678050729e-04
7.4114400000e-01,3.9313294110e-04,4.8884379794e-04,5.9744495957e-04,7.1251481131e-04,7.8421107901e-04
7.4214400000e-01,3.9835897041e-04,4.9500260502e-04,6.0591504734e-04,7.0256901381e-04,7.7829463407e-04
7.4314400000e-01,3.8381618651e-04,4.9604012020e-04,6.0389189457e-04,7.0829817560e-04,7.8823140939e-04
7.4414400000e-01,3.9202259359e-04,4.9971207773e-04,6.0810401919e-04,7.0404843427e-04,7.8638549894e-04
7.4514400000e-01,3.8991718611e-04,4.8716123274e-04,5.9330224758e-04,7.1818772994e-04,7.8684839536e-04
7.4614400000e-01,3.9529419155e-04,4.9419340939e-04,6.0210597439e-04,7.0931084338e-04,7.8946075519e-04
7.4714400000e-01,3.9211336116e-04,4.9177568144e-04,5.9955054894e-04,7.1128590207e-04,7.8689306974e-04
7.4814400000e-01,3.9118101995e-04,4.9757811212e-04,6.0220507294e-04,7.1132861194e-04,7.9016775999e-04
7.4914400000e-01,3.8799666072e-04,4.9513069825e-04,6.0286962253e-04,7.0774782216e-04,7.8978351667e-04
7.5014400000e-01,3.8162805140e-04,4.9468395446e-04,6.0202593886e-04,7.1163463872e-04,7.9400175309e-04
7.5114400000e-01,3.8311558455e-04,4.9133035645e-04,6.0081933043e-04,7.1194663178e-04,7.8074313933e-04
7.5214400000e-01,3.8654747186e-04,4.8476653319e-04,5.9406735090e-04,7.1568480053e-04,7.8824130469e-04
7.5314400000e-01,3.8670736103e-04,4.8682926717e-04,5.9905192757e-04,7.0791465987e-04,7.9022625869e-04
7.5414400000e-01,3.7840836740e-04,4.8971945944e-04,5.9970479924e-04,7.1062000643e-04,7.9621218902e-04
7.5514400000e-01,3.8480153307e-04,4.9059977755e-04,5.9786554630e-04,7.1463749919e-04,7.8686927736e-04
7.5614400000e-01,3.8577374653e-04,4.8267524107e-04,5.8841636928e-04,7.2203074524e-04,7.8798402683e-04
7.5714400000e-01,3.9506630856e-04,4.9057885917e-04,5.9783233155e-04,7.1376169217e-04,7.8744538769e-04
7.5814400000e-01,3.9328886487e-04,4.9099377065e-04,5.9806559875e-04,7.1338195994e-04,7.8762903286e-04
7.5914400000e-01,3.9998769353e-04,4.9925176427e-04,6.0505393776e-04,7.0633199357e-04,7.8210621723e-04
7.6014400000e-01,3.9406342694e-04,4.9748308811e-04,6.0539947299e-04,7.0567577495e-04,7.8458404460e-04
7.6114400000e-01,3.9050246414e-04,5.0191407354e-04,6.0931670305e-04,7.0381363912e-04,7.8793978901e-04
7.6214400000e-01,3.9210106479e-04,4.9724374549e-04,6.0630169173e-04,7.0415910159e-04,7.8075754573e-04
7.6314400000e-01,3.9448357711e-04,4.9352813221e-04,5.9968697315e-04,7.1235182986e-04,7.8209122876e-04
7.6414400000e-01,3.9341695810e-04,4.9673282774e-04,6.0496688093e-04,7.0678324846e-04,7.8501157986e-04
7.6514400000e-01,3.8566489820e-04,4.9590580602e-04,6.0296577431e-04,7.0654801675e-04,7.9563811596e-04
7.6614400000e-01,3.8559675886e-04,4.9573223805e-04,6.0237995058e-04,7.0850430347e-04,7.9157973232e-04
7.6714400000e-01,3.8100573875e-04,4.8845446145e-04,5.9402478655e-04,7.1736241807e-04,7.9613797425e-04
7.6814400000e-01,3.9338683564e-04,4.8790538131e-04,5.9480953496e-04,7.1333306551e-04,7.8320539615e-04
7.6914400000e-01,3.8621088606e-04,4.8430356401e-04,5.9113335737e-04,7.1720409323e-04,7.8717879660e-04
7.7014400000e-01,3.8820024201e-04,4.9757836678e-04,6.0694550484e-04,7.0310336014e-04,7.9051314970e-04
7.7114400000e-01,3.8239428250e-04,4.9026442866e-04,5.9745445469e-04,7.1135575126e-04,7.9017976532e-04
7.7214400000e-01,3.8554488128e-04,4.9122914788e-04,5.9939404309e-04,7.0910267823e-04,7.9311008449e-04
7.7314400000e-01,3.8674272218e-04,4.8775073083e-04,5.9670066548e-04,7.1056405432e-04,7.8911776654e-04
7.7414400000e-01,3.8940175727e-04,4.8892608902e-04,5.9746464103e-04,7.1186237619e-04,7.8919685620e-04
7.7514400000e-01,3.9617789298e-04,4.9104153732e-04,6.0029062297e-04,7.1081230999e-04,7.8614604718e-04
7.7614400000e-01,3.9535316319e-04,4.9288049922e-04,6.0056063376e-04,7.1053313150e-04,7.9907549662e-04
7.7714400000e-01,3.9097179979e-04,4.9822570872e-04,6.0627029598e-04,7.0441630669e-04,7.9295445175e-04
7.7814400000e-01,3.9150054363e-04,4.9755206419e-04,6.0205464251e-04,7.1318361734e-04,7.9012774222e-04
7.7914400000e-01,3.9924310840e-04,4.9448761274e-04,6.0076279624e-04,7.1211768955e-04,7.8273929830e-04
7.8014400000e-01,3.9386552089e-04,4.9472128012e-04,6.0087913880e-04,7.0842557761e-04,7.9194476712e-04
7.8114400000e-01,3.9305814425e-04,5.0144542911e-04,6.0945254518e-04,6.9845838880e-04,7.9163175542e-04
7.8214400000e-01,3.8203874283e-04,4.9566675443e-04,6.0182646848e-04,7.0820569817e-04,7.9307632404e-04
7.8314400000e-01,3.8486221456e-04,4.9485770433e-04,6.0193575337e-04,7.0924354077e-04,7.9575300333e-04
7.8414400000e-01,3.7817240809e-04,4.8517595133e-04,5.9300651628e-04,7.1469134127e-04,7.9848978203e-04
7.8514400000e-01,3.8380348997e-04,4.8762605729e-04,5.9511025029e-04,7.1464666689e-04,7.9721168731e-04
7.8614400000e-01,3.8820318878e-04,4.8203994083e-04,5.9152705944e-04,7.1827256761e-04,7.9147102952e-04
7.8714400000e-01,3.8610669435e-04,4.8763267841e-04,5.9281155700e-04,7.1685630246e-04,7.9847253801e-04
7.8814400000e-01,3.8469806896e-04,4.9163121730e-04,5.9987258282e-04,7.0867645263e-04,7.9601231846e-04
7.8914400000e-01,3.8623729779e-04,4.8882371630e-04,5.9707672335e-04,7.1423732152e-04,7.9421799455e-04
7.9014400000e-01,3.9312402805e-04,4.8902376875e-04,5.9595833591e-04,7.1401918831e-04,7.8268443758e-04
7.9114400000e-01,3.9476592065e-04,4.8805752158e-04,5.9547455749e-04,7.1361355367e-04,7.8948563896e-04
7.9214400000e-01,3.9890961489e-04,4.9632824812e-04,6.0374910390e-04,7.0396221417e-04,7.8585835581e-04
7.9314400000e-01,3.8520065573e-04,4.9606613175e-04,6.0398520873e-04,7.0790527388e-04,7.9575671407e-04
7.9414400000e-01,3.9267742977e-04,5.0045411626e-04,6.0592254158e-04,7.0462425356e-04,7.9060970165e-04
7.9514400000e-01,3.9016911614e-04,4.8740763305e-04,5.9145058913e-04,7.1909278631e-04,7.9168734374e-04
7.9614400000e-01,3.9624137571e-04,4.9536167353e-04,6.0110407503e-04,7.1042930358e-04,7.9375728092e-04
7.9714400000e-01,3.9278416807e-04,4.9342179409e-04,5.9800098825e-04,7.1252216003e-04,7.9093653767e-04
7.9814400000e-01,3.9260292397e-04,4.9808732001e-04,6.0151574871e-04,7.1209084126e-04,7.9014724179e-04
7.9914400000e-01,3.8967784349e-04,4.9544283684e-04,6.0128375480e-04,7.0865411544e-04,7.8953933553e-04
8.0014400000e-01,3.8318328734e-04,4.9393089284e-04,5.9853351559e-04,7.1153459430e-04,7.9313496826e-04
8.0114400000e-01,3.8348003727e-04,4.9210677389e-04,5.9927671828e-04,7.1146372647e-04,7.8047072748e-04
8.0214400000e-01,3.8758469600e-04,4.8537232942e-04,5.9227408201e-04,7.1518392360e-04,7.8551682236e-04
8.0314400000e-01,3.8824109652e-04,4.8751182476e-04,5.9519719798e-04,7.0887552283e-04,7.9121120507e-04
8.0414400000e-01,3.7896646973e-04,4.9023699830e-04,5.9740836150e-04,7.0889444032e-04,7.9651101260e-04
8.0514400000e-01,3.8408241380e-04,4.9133264838e-04,5.9764995967e-04,7.1415219281e-04,7.8674420365e-04
8.0614400000e-01,3.8523201511e-04,4.8277321184e-04,5.8870235080e-04,7.2136477684e-04,7.8910292359e-04
8.0714400000e-01,3.9572310925e-04,4.8746260290e-04,5.9764217440e-04,7.1338312409e-04,7.8649354691e-04
8.0814400000e-01,3.9387188735e-04,4.8768528359e-04,5.9652847995e-04,7.1194408520e-04,7.8325378126e-04
8.0914400000e-01,4.0016187995e-04,4.9697344366e-04,6.0539721744e-04,7.0575857535e-04,7.8213328379e-04
8.1014400000e-01,3.9428679884e-04,4.9409954954e-04,6.0292957642e-04,7.0599584433e-04,7.8173965449e-04
8.1114400000e-01,3.9130402001e-04,5.0069207646e-04,6.0715614381e-04,7.0491507358e-04,7.8837620094e-04
8.1214400000e-01,3.9250779082e-04,4.9516194849e-04,6.0538870457e-04,7.0519774454e-04,7.8096541984e-04
8.1314400000e-01,3.9470483898e-04,4.9292149924e-04,5.9847639932e-04,7.1221569669e-04,7.8320226748e-04
8.1414400000e-01,3.9227397792e-04,4.9490419769e-04,6.0339651100e-04,7.0717964263e-04,7.8538927482e-04
8.1514400000e-01,3.8667669287e-04,4.9520011089e-04,6.0366484831e-04,7.0682865044e-04,7.9705147073e-04
8.1614400000e-01,3.8402162318e-04,4.9552483688e-04,6.0190421209e-04,7.0940113801e-04,7.8838223999e-04
8.1714400000e-01,3.8052636228e-04,4.8845206038e-04,5.9410551330e-04,7.1798727731e-04,7.9467929027e-04
8.1814400000e-01,3.9412068872e-04,4.8742174840e-04,5.9630525357e-04,7.1514870797e-04,7.8270932136e-04
8.1914400000e-01,3.8560581743e-04,4.8339043133e-04,5.9369300288e-04,7.1878457675e-04,7.8829107224e-04
8.2014400000e-01,3.8864625822e-04,4.9606725952e-04,6.0783302615e-04,7.0301066444e-04,7.8606775787e-04
8.2114400000e-01,3.8275378756e-04,4.8859485105e-04,5.9711586800e-04,7.1182861575e-04,7.8728284279e-04
8.2214400000e-01,3.8616817619e-04,4.8896665248e-04,5.9846905060e-04,7.1022208431e-04,7.8850469436e-04
8.2314400000e-01,3.8731555833e-04,4.8470039474e-04,5.9521811636e-04,7.1331764047e-04,7.8526180005e-04
8.2414400000e-01,3.9162041503e-04,4.8929661716e-04,5.9695397795e-04,7.1351802035e-04,7.8563993156e-04
